"Entity[34054] Report(G000000)", , , , , ,"Entity[34054] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(00100)", ,"94594"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(00400)", ,"111828"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(01100)", ,"206422"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(02300)", ,"8849"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(02700)", ,"8849"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(03100)", ,"1009747"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(03200)", ,"1009747"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(03300)", ,"1225018"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(03400)", ,"5495"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(03500)", ,"40223"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(03600)", ,"170"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(04100)", ,"390232"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(04200)", ,"436120"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(05000)", ,"436120"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(05100)", ,"788898"
"HOSPC","hospc_2013_DATA",34054,"G000000","Line(05800)", ,"788898"
"Entity[34054] Report(G100000)", , , , ,"Entity[34054] Report(G100000[0000])","Entity[34054] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",34054,"G100000","Line(00100)", ,"977090"
"HOSPC","hospc_2013_DATA",34054,"G100000","Line(00200)", ,"151958"
"HOSPC","hospc_2013_DATA",34054,"G100000","Line(00300)", ,"1129048"
"HOSPC","hospc_2013_DATA",34054,"G100000","Line(01100)", ,"1129048"
"HOSPC","hospc_2013_DATA",34054,"G100000","Line(01200)","CAPITAL WITHDRAWALS","34997"
"HOSPC","hospc_2013_DATA",34054,"G100000","Line(01300)","PRIOR-YEAR_ADJUSTMENT-DECREASE","305153"
"HOSPC","hospc_2013_DATA",34054,"G100000","Line(01800)", ,"340150"
"Entity[34054] Report(G200001)", , , , , ,"Entity[34054] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34054,"G200001","Line(00100)", ,"34810"
"HOSPC","hospc_2013_DATA",34054,"G200001","Line(00300)", ,"1221856"
"HOSPC","hospc_2013_DATA",34054,"G200001","Line(00400)", ,"13159"
"HOSPC","hospc_2013_DATA",34054,"G200001","Line(00500)", ,"43993"
"Entity[34054] Report(G200002)", , , , ,"Entity[34054] Report(G200002[0000])","Entity[34054] Report(G200002[0100])","Entity[34054] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34054,"G200002","Line(00100)", , ,"1161948"
"HOSPC","hospc_2013_DATA",34054,"G200002","Line(00200)","ADD (SPECIFY) ROUNDING","2"
"HOSPC","hospc_2013_DATA",34054,"G200002","Line(00800)", , ,"2"
"HOSPC","hospc_2013_DATA",34054,"G200002","Line(01000)","COMMUNITY SUPPORT","90"
"HOSPC","hospc_2013_DATA",34054,"G200002","Line(01301)","MEDICAID ROOM AND BOARD","43993"
"HOSPC","hospc_2013_DATA",34054,"G200002","Line(01400)", , ,"44083"
"HOSPC","hospc_2013_DATA",34054,"G200002","Line(01500)", , ,"1117867"
