"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36183","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[36183] Report(A000000[0000])","Entity[36183] Report(A000000[0100])","Entity[36183] Report(A000000[0200])","Entity[36183] Report(A000000[0300])","Entity[36183] Report(A000000[0400])","Entity[36183] Report(A000000[0500])","Entity[36183] Report(A000000[0600])", ,"Entity[36183] Report(A000000[0800])", ,"Entity[36183] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",36183,"A000000","Line(00100)","0100CAP REL COSTS-BLDG & FIXT", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36183,"A000000","Line(00200)","0200CAP REL COSTS-MVBLE EQUIP", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36183,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36183,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36183,"A000000","Line(00500)","0500VOLUNTEER SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36183,"A000000","Line(00600)","0600ADMINISTRATIVE & GENERAL","90032","11602","1873","7492","15018","126017", ,"126017", ,"126017", , , , , 
"hospc_2013_DATA",36183,"A000000","Line(01000)","1000INPATIENT-GENERAL CARE", , , , ,"13281","13281", ,"13281", ,"13281", , , , , 
"hospc_2013_DATA",36183,"A000000","Line(01100)","1100INPATIENT-RESPITE CARE", , , , ,"29865","29865", ,"29865", ,"29865", , , , , 
"hospc_2013_DATA",36183,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"50650", ,"50650", ,"50650", ,"50650", , , , , 
"hospc_2013_DATA",36183,"A000000","Line(01600)","1600NURSING CARE","187477","30549","4648","28756","31809","283239", ,"283239", ,"283239", , , , , 
"hospc_2013_DATA",36183,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36183,"A000000","Line(01700)","1700PHYSICAL THERAPY", , ,"1354","4613", ,"5967", ,"5967", ,"5967", , , , , 
"hospc_2013_DATA",36183,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36183,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36183,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","51432","10715","548","50","8922","71667", ,"71667", ,"71667", , , , , 
"hospc_2013_DATA",36183,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","5022","1046","363", ,"871","7302", ,"7302", ,"7302", , , , , 
"hospc_2013_DATA",36183,"A000000","Line(02200)","2200DIETARY COUNSELING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36183,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36183,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","62856","13094","4834", ,"10904","91688", ,"91688", ,"91688", , , , , 
"hospc_2013_DATA",36183,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36183,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , ,"629","7860","164","8653", ,"8653", ,"8653", , , , , 
"hospc_2013_DATA",36183,"A000000","Line(03000)","3000DRUGS BIOLOGICAL AND INFUSION", , , , ,"14927","14927", ,"14927", ,"14927", , , , , 
"hospc_2013_DATA",36183,"A000000","Line(03030)","3030ANALGESICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36183,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36183,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36183,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , ,"17458","17458", ,"17458", ,"17458", , , , , 
"hospc_2013_DATA",36183,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",36183,"A000000","Line(03300)","3300IMAGING SERVICES", , , , ,"1676","1676", ,"1676", ,"1676", , , , , 
