"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35399","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35399] Report(A000000[0000])","Entity[35399] Report(A000000[0100])","Entity[35399] Report(A000000[0200])","Entity[35399] Report(A000000[0300])","Entity[35399] Report(A000000[0400])","Entity[35399] Report(A000000[0500])","Entity[35399] Report(A000000[0600])","Entity[35399] Report(A000000[0700])","Entity[35399] Report(A000000[0800])","Entity[35399] Report(A000000[0900])","Entity[35399] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"323557","323557", ,"323557", ,"323557", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"136713","136713", ,"136713", ,"136713", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE","98082","20981", ,"4700","32508","156271", ,"156271", ,"156271", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , ,"217341", , ,"217341", ,"217341", ,"217341", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","252206","53949", , ,"18555","324710", ,"324710", ,"324710", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","2480727","530645", ,"13163","828001","3852536","-2207","3850329","-109671","3740658", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","2288407","489507", ,"892277","298062","3968253", ,"3968253", ,"3968253", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"1928", ,"1928", ,"1928", ,"1928", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"405983","2000","407983", ,"407983", ,"407983", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(01600)","1600NURSING CARE","2820698","603368","369789", ,"34054","3827909", ,"3827909", ,"3827909", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35399,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"3314", ,"3314", ,"3314", ,"3314", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35399,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35399,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","374211","80047","61220", ,"5349","520827", ,"520827", ,"520827", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","240425","51429","41144", ,"4272","337270", ,"337270", ,"337270", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(02200)","2200DIETARY COUNSELING", , , ,"28817", ,"28817", ,"28817", ,"28817", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35399,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","1266773","270972","373503", ,"6145","1917393", ,"1917393", ,"1917393", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35399,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35399,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION","335708","71811", , , ,"407519", ,"407519", ,"407519", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(03030)","3030ANALGESICS", , , ,"86646", ,"86646", ,"86646", ,"86646", , , , , 
"hospc_2013_DATA",35399,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , ,"11918", ,"11918", ,"11918", ,"11918", , , , , 
