"Entity[34087] Report(A000000)", , , , ,"Entity[34087] Report(A000000[0000])","Entity[34087] Report(A000000[0100])","Entity[34087] Report(A000000[0200])","Entity[34087] Report(A000000[0300])","Entity[34087] Report(A000000[0400])","Entity[34087] Report(A000000[0500])","Entity[34087] Report(A000000[0600])","Entity[34087] Report(A000000[0700])","Entity[34087] Report(A000000[0800])","Entity[34087] Report(A000000[0900])","Entity[34087] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"29119","29119", ,"29119", ,"29119"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"16054","16054", ,"16054", ,"16054"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"372","372", ,"372", ,"372"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , ,"81754", , ,"81754", ,"81754", ,"81754"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","21684","4014", , , ,"25698", ,"25698", ,"25698"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","865229","160171", ,"53422","315139","1393961","-395431","998530","-18611","979919"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , ,"47320", ,"47320", ,"47320","-44500","2820"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"11859", ,"11859", ,"11859", ,"11859"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(01500)","1500PHYSICIAN SERVICES"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(01600)","1600NURSING CARE","199182","36873", ,"310", ,"236365","255360","491725", ,"491725"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C","272","50", , , ,"322", ,"322", ,"322"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"8450", ,"8450", ,"8450", ,"8450"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , ,"650", ,"650", ,"650", ,"650"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , ,"1950", ,"1950", ,"1950", ,"1950"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","5421","1004", ,"875", ,"7300", ,"7300", ,"7300"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","23696","4387", , , ,"28083","62648","90731", ,"90731"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(02300)","2300COUNSELING-OTHER","23060","4269", , , ,"27329", ,"27329", ,"27329"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","57761","10692", , , ,"68453","69620","138073", ,"138073"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , , ,"73931","73931", ,"73931", ,"73931"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(03030)","3030ANALGESICS", , , , ,"85812","85812", ,"85812", ,"85812"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , , ,"1406","1406", ,"1406", ,"1406"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , ,"99","99", ,"99", ,"99"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , ,"120414","120414", ,"120414", ,"120414"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , ,"2927", , ,"2927", ,"2927", ,"2927"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(03300)","3300IMAGING SERVICES"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , , ,"2916","2916", ,"2916", ,"2916"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"44417","44417", ,"44417", ,"44417"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , , ,"79788","79788", ,"79788", ,"79788"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","29423","5447", , ,"1496","36366","7803","44169", ,"44169"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(05200)","5200FUNDRAISING"
"HOSPC","hospc_2013_DATA",34087,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS"
"Entity[34087] Report(A100000)", , , , , ,"Entity[34087] Report(A100000[0100])","Entity[34087] Report(A100000[0200])","Entity[34087] Report(A100000[0300])","Entity[34087] Report(A100000[0400])","Entity[34087] Report(A100000[0500])", ,"Entity[34087] Report(A100000[0700])","Entity[34087] Report(A100000[0800])","Entity[34087] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34087,"A100000","Line(00500)", , , , , , , , ,"21684","21684"
"HOSPC","hospc_2013_DATA",34087,"A100000","Line(00600)", ,"190577","35750", ,"3289", , , ,"635613","865229"
"HOSPC","hospc_2013_DATA",34087,"A100000","Line(01600)", , , , , ,"199182", , , ,"199182"
"HOSPC","hospc_2013_DATA",34087,"A100000","Line(01620)", , , , , ,"272", , , ,"272"
"HOSPC","hospc_2013_DATA",34087,"A100000","Line(02000)", , , ,"5421", , , , , ,"5421"
"HOSPC","hospc_2013_DATA",34087,"A100000","Line(02100)", , , , , , , , ,"23696","23696"
"HOSPC","hospc_2013_DATA",34087,"A100000","Line(02300)", , , , , , , , ,"23060","23060"
"HOSPC","hospc_2013_DATA",34087,"A100000","Line(02400)", , , , , , , ,"57761", ,"57761"
"HOSPC","hospc_2013_DATA",34087,"A100000","Line(05000)", , , , , , , , ,"29423","29423"
"Entity[34087] Report(A200000)", , , , , ,"Entity[34087] Report(A200000[0100])","Entity[34087] Report(A200000[0200])","Entity[34087] Report(A200000[0300])","Entity[34087] Report(A200000[0400])","Entity[34087] Report(A200000[0500])", ,"Entity[34087] Report(A200000[0700])","Entity[34087] Report(A200000[0800])","Entity[34087] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34087,"A200000","Line(00500)", , , , , , , , ,"4014","4014"
"HOSPC","hospc_2013_DATA",34087,"A200000","Line(00600)", ,"35280","6618", ,"609", , , ,"117664","160171"
"HOSPC","hospc_2013_DATA",34087,"A200000","Line(01600)", , , , , ,"36873", , , ,"36873"
"HOSPC","hospc_2013_DATA",34087,"A200000","Line(01620)", , , , , ,"50", , , ,"50"
"HOSPC","hospc_2013_DATA",34087,"A200000","Line(02000)", , , ,"1004", , , , , ,"1004"
"HOSPC","hospc_2013_DATA",34087,"A200000","Line(02100)", , , , , , , , ,"4387","4387"
"HOSPC","hospc_2013_DATA",34087,"A200000","Line(02300)", , , , , , , , ,"4269","4269"
"HOSPC","hospc_2013_DATA",34087,"A200000","Line(02400)", , , , , , , ,"10692", ,"10692"
"HOSPC","hospc_2013_DATA",34087,"A200000","Line(05000)", , , , , , , , ,"5447","5447"
"Entity[34087] Report(A300000)", , , , , , , , , ,"Entity[34087] Report(A300000[0500])","Entity[34087] Report(A300000[0600])", ,"Entity[34087] Report(A300000[0800])","Entity[34087] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34087,"A300000","Line(00600)", , , , , , , , ,"53422","53422"
"HOSPC","hospc_2013_DATA",34087,"A300000","Line(01000)", , , , , , , , ,"47320","47320"
"HOSPC","hospc_2013_DATA",34087,"A300000","Line(01100)", , , , , , , , ,"11859","11859"
"HOSPC","hospc_2013_DATA",34087,"A300000","Line(01600)", , , , , ,"310", , , ,"310"
"HOSPC","hospc_2013_DATA",34087,"A300000","Line(01700)", , , , , , ,"8450", , ,"8450"
"HOSPC","hospc_2013_DATA",34087,"A300000","Line(01800)", , , , , , ,"650", , ,"650"
"HOSPC","hospc_2013_DATA",34087,"A300000","Line(01900)", , , , , , ,"1950", , ,"1950"
"HOSPC","hospc_2013_DATA",34087,"A300000","Line(02000)", , , , , , ,"875", , ,"875"
"Entity[34087] Report(A600010)", , , , ,"Entity[34087] Report(A600010[0000])","Entity[34087] Report(A600010[0100])","Entity[34087] Report(A600010[0200])","Entity[34087] Report(A600010[0300])","Entity[34087] Report(A600010[0400])", ,"Entity[34087] Report(A600010[0600])","Entity[34087] Report(A600010[0700])","Entity[34087] Report(A600010[0800])"
"HOSPC","hospc_2013_DATA",34087,"A600010","Line(00100)","RECLASS TRAVEL TIME EXPENSE","T","NURSING CARE","16","101220", ,"ADMINISTRATIVE AND GENERAL","6","101220"
"HOSPC","hospc_2013_DATA",34087,"A600010","Line(00200)","RECLASS TRAVEL TIME EXPENSE","T","SPIRITUAL COUNSELING","21","10763", ,"ADMINISTRATIVE AND GENERAL","6","10763"
"HOSPC","hospc_2013_DATA",34087,"A600010","Line(00300)","RECLASS TRAVEL TIME EXPENSE","T","SPIRITUAL COUNSELING","21","11982", ,"ADMINISTRATIVE AND GENERAL","6","11982"
"HOSPC","hospc_2013_DATA",34087,"A600010","Line(00400)","RECLASS TRAVEL TIME EXPENSE","T","HOME HEALTH AIDE AND HOMEMAKER","24","47297", ,"ADMINISTRATIVE AND GENERAL","6","47297"
"HOSPC","hospc_2013_DATA",34087,"A600010","Line(00500)","RECLASS DOCUMENTATION TIME","CC","NURSING CARE","16","154140", ,"ADMINISTRATIVE AND GENERAL","6","154140"
"HOSPC","hospc_2013_DATA",34087,"A600010","Line(00600)","RECLASS DOCUMENTATION TIME","CC","SPIRITUAL COUNSELING","21","30202", ,"ADMINISTRATIVE AND GENERAL","6","30202"
"HOSPC","hospc_2013_DATA",34087,"A600010","Line(00700)","RECLASS DOCUMENTATION TIME","CC","BEREAVEMENT PROGRAM COSTS","50","7803", ,"ADMINISTRATIVE AND GENERAL","6","7803"
"HOSPC","hospc_2013_DATA",34087,"A600010","Line(00800)","RECLASS DOCUMENTATION TIME","CC","HOME HEALTH AIDE AND HOMEMAKER","24","22323", ,"ADMINISTRATIVE AND GENERAL","6","22323"
"HOSPC","hospc_2013_DATA",34087,"A600010","Line(00900)","RECLASS DOCUMENTATION TIME","CC","SPIRITUAL COUNSELING","21","9701", ,"ADMINISTRATIVE AND GENERAL","6","9701"
"Entity[34087] Report(A800000)", , , , ,"Entity[34087] Report(A800000[0000])","Entity[34087] Report(A800000[0100])","Entity[34087] Report(A800000[0200])","Entity[34087] Report(A800000[0300])","Entity[34087] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",34087,"A800000","Line(00800)","EAGLE REIMBURSEMENTS","B","-523","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",34087,"A800000","Line(00810)","CHARITABLE CONTRIBUTIONS","A","-85","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",34087,"A800000","Line(00811)","SNF ROOM AND BOARD REVENUE","B","-44500","INPATIENT- GENERAL CARE","10"
