"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34264","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[34264] Report(A000000[0000])","Entity[34264] Report(A000000[0100])","Entity[34264] Report(A000000[0200])","Entity[34264] Report(A000000[0300])","Entity[34264] Report(A000000[0400])","Entity[34264] Report(A000000[0500])","Entity[34264] Report(A000000[0600])","Entity[34264] Report(A000000[0700])","Entity[34264] Report(A000000[0800])","Entity[34264] Report(A000000[0900])","Entity[34264] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"4727","4727", ,"4727", ,"4727", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"46951","46951", ,"46951", ,"46951", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","854126","199252","59226","235403","1786307","3134314","-23887","3110427","-1514012","1596415", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , ,"29","29", ,"29", ,"29", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(01500)","1500PHYSICIAN SERVICES","17914","4370","488", , ,"22772", ,"22772", ,"22772", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(01600)","1600NURSING CARE","942133","217238","98101","38372","393853","1689697","-73482","1616215", ,"1616215", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , ,"73439","73439", ,"73439", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"1570","595","2165", ,"2165", ,"2165", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , ,"11","11", ,"11", ,"11", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","175655","40953","30291", , ,"246899","-1326","245573", ,"245573", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","108823","25371", , , ,"134194","-2851","131343", ,"131343", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(02200)","2200DIETARY COUNSELING","3768","937", , ,"1142","5847", ,"5847", ,"5847", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","392025","91211","117264", , ,"600500","-26145","574355", ,"574355", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME", , , , , , ,"26100","26100", ,"26100", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , , ,"403567","403567", ,"403567", ,"403567", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(03030)","3030ANALGESICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , ,"19281", , ,"19281", ,"19281", ,"19281", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(03300)","3300IMAGING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"-145","-145", ,"-145", ,"-145", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(03700)","3700RADIATION THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(03800)","3800CHEMOTHERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS", , , , , , ,"28152","28152", ,"28152", , , , , 
"hospc_2013_DATA",34264,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(05200)","5200FUNDRAISING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34264,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34264","A100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","","", , , , , , 
"-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)", , , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9", , , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","","", , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , ,"Entity[34264] Report(A100000[0300])", ,"Entity[34264] Report(A100000[0500])", , ,"Entity[34264] Report(A100000[0800])","Entity[34264] Report(A100000[0900])", , , , , , 
"hospc_2013_DATA",34264,"A100000","Line(00600)", , , , , , , , ,"854126","854126", , , , , , 
"hospc_2013_DATA",34264,"A100000","Line(01500)", , , , , , , , ,"17914","17914", , , , , , 
"hospc_2013_DATA",34264,"A100000","Line(01600)", , , , , ,"942133", , , ,"942133", , , , , , 
"hospc_2013_DATA",34264,"A100000","Line(02000)", , , ,"175655", , , , , ,"175655", , , , , , 
"hospc_2013_DATA",34264,"A100000","Line(02100)", , , , , , , , ,"108823","108823", , , , , , 
"hospc_2013_DATA",34264,"A100000","Line(02200)", , , , , , , , ,"3768","3768", , , , , , 
"hospc_2013_DATA",34264,"A100000","Line(02400)", , , , , , , , ,"392025","392025", , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34264","A200000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","","", , , , , , 
"-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)", , , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9", , , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","","", , , , , , 
 , , , , , , , , , , , , , , , , , , , 
