"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35829","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35829] Report(A000000[0000])","Entity[35829] Report(A000000[0100])","Entity[35829] Report(A000000[0200])","Entity[35829] Report(A000000[0300])","Entity[35829] Report(A000000[0400])","Entity[35829] Report(A000000[0500])","Entity[35829] Report(A000000[0600])", ,"Entity[35829] Report(A000000[0800])","Entity[35829] Report(A000000[0900])","Entity[35829] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"129317","129317", ,"129317","-9909","119408", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"18122","18122", ,"18122","-9537","8585", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"5087","5087", ,"5087", ,"5087", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35829,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","37180","8544","2593", ,"790","49107", ,"49107","-239","48868", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(00601)","0621A&G SHARED COSTS","387583","72061","2952","72485","658185","1193266", ,"1193266","-7048","1186218", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , ,"13077", ,"13077", ,"13077","-831","12246", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"37016", ,"37016", ,"37016", ,"37016", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(01500)","1500PHYSICIAN SERVICES","18050","4148","3121", ,"664","25983", ,"25983","37","26020", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(01600)","1600NURSING CARE","846584","194546","38857", , ,"1079987", ,"1079987","1716","1081703", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C","13612","3128","580", , ,"17320", ,"17320","28","17348", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(01700)","1700PHYSICAL THERAPY","625","144", , , ,"769", ,"769","1","770", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35829,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35829,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","92830","21332","5949", , ,"120111", ,"120111","188","120299", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","75924","17448","5212", , ,"98584", ,"98584","154","98738", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(02200)","2200DIETARY COUNSELING","363","83", , , ,"446", ,"446","1","447", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35829,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","200608","46100","35295", , ,"282003", ,"282003","407","282410", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35829,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , ,"40","250", ,"290", ,"290", ,"290", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , , ,"481","481", ,"481", ,"481", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(03030)","3030ANALGESICS", , , , ,"31418","31418", ,"31418", ,"31418", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , , ,"6837","6837", ,"6837", ,"6837", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , ,"155569","155569", ,"155569", ,"155569", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , ,"148254","148254", ,"148254", ,"148254", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , , ,"9741","9741", ,"9741", ,"9741", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(03300)","3300IMAGING SERVICES", , , , ,"4539","4539", ,"4539", ,"4539", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , , ,"1749","1749", ,"1749", ,"1749", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"52874","52874", ,"52874", ,"52874", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , , ,"4524","4524", ,"4524", ,"4524", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(03700)","3700RADIATION THERAPY", , , , ,"3892","3892", ,"3892", ,"3892", , , , , 
"hospc_2013_DATA",35829,"A000000","Line(03800)","3800CHEMOTHERAPY", , , , , , , , , , , , , , , 
