"Entity[33957] Report(G000000)", , , , , ,"Entity[33957] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33957,"G000000","Line(00100)", ,"76504"
"HOSPC","hospc_2013_DATA",33957,"G000000","Line(01100)", ,"76504"
"HOSPC","hospc_2013_DATA",33957,"G000000","Line(01900)", ,"53099"
"HOSPC","hospc_2013_DATA",33957,"G000000","Line(02000)", ,"31331"
"HOSPC","hospc_2013_DATA",33957,"G000000","Line(02700)", ,"21768"
"HOSPC","hospc_2013_DATA",33957,"G000000","Line(03300)", ,"98272"
"HOSPC","hospc_2013_DATA",33957,"G000000","Line(03700)", ,"40371"
"HOSPC","hospc_2013_DATA",33957,"G000000","Line(04200)", ,"40371"
"HOSPC","hospc_2013_DATA",33957,"G000000","Line(04400)", ,"1541736"
"HOSPC","hospc_2013_DATA",33957,"G000000","Line(04900)", ,"1541736"
"HOSPC","hospc_2013_DATA",33957,"G000000","Line(05000)", ,"1582107"
"HOSPC","hospc_2013_DATA",33957,"G000000","Line(05100)", ,"-1483835"
"HOSPC","hospc_2013_DATA",33957,"G000000","Line(05800)", ,"-1483835"
"Entity[33957] Report(G100000)", , , , ,"Entity[33957] Report(G100000[0000])","Entity[33957] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33957,"G100000","Line(00100)", ,"-161078"
"HOSPC","hospc_2013_DATA",33957,"G100000","Line(00200)", ,"-856057"
"HOSPC","hospc_2013_DATA",33957,"G100000","Line(00300)", ,"-1017135"
"HOSPC","hospc_2013_DATA",33957,"G100000","Line(01100)", ,"-1017135"
"HOSPC","hospc_2013_DATA",33957,"G100000","Line(01200)","PRIOR YR MEDICARE PAYBACK CAP ADJ","466700"
"HOSPC","hospc_2013_DATA",33957,"G100000","Line(01800)", ,"466700"
"Entity[33957] Report(G200001)", , , , , ,"Entity[33957] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33957,"G200001","Line(00300)", ,"1903643"
"Entity[33957] Report(G200002)", , , , , , ,"Entity[33957] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33957,"G200002","Line(00100)", , ,"2759700"
"HOSPC","hospc_2013_DATA",33957,"G200002","Line(01500)", , ,"2759700"
