"Entity[34108] Report(A000000)", , , , ,"Entity[34108] Report(A000000[0000])","Entity[34108] Report(A000000[0100])","Entity[34108] Report(A000000[0200])","Entity[34108] Report(A000000[0300])","Entity[34108] Report(A000000[0400])","Entity[34108] Report(A000000[0500])","Entity[34108] Report(A000000[0600])", ,"Entity[34108] Report(A000000[0800])","Entity[34108] Report(A000000[0900])","Entity[34108] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"15010","15010", ,"15010", ,"15010"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"1586","1586", ,"1586", ,"1586"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , ,"285","4030","4315", ,"4315", ,"4315"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","80434","6690","8124", ,"38311","133559", ,"133559", ,"133559"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , ,"6096", ,"6096", ,"6096", ,"6096"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"5287", ,"5287", ,"5287", ,"5287"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(01500)","1500PHYSICIAN SERVICES","40000","3327", ,"35538", ,"78865", ,"78865", ,"78865"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(01600)","1600NURSING CARE","445458","37052","26233", , ,"508743", ,"508743", ,"508743"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","57221","4759","3769", , ,"65749", ,"65749", ,"65749"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","43358","3606","3336", , ,"50300", ,"50300", ,"50300"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","190733","15865","34168", , ,"240766", ,"240766", ,"240766"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"194649", ,"194649", ,"194649", ,"194649"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"44909", ,"44909", ,"44909", ,"44909"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"6399", ,"6399", ,"6399", ,"6399"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(03300)","3300IMAGING SERVICES"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"488", ,"488", ,"488", ,"488"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"22687", ,"22687", ,"22687", ,"22687"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"1686", ,"1686", ,"1686", ,"1686"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS", , , ,"178", ,"178", ,"178", ,"178"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS","15250","1268","200", , ,"16718", ,"16718", ,"16718"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(05200)","5200FUNDRAISING"
"HOSPC","hospc_2013_DATA",34108,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS", , , ,"103954","90688","194642", ,"194642","-103954","90688"
"Entity[34108] Report(A100000)", , , , , ,"Entity[34108] Report(A100000[0100])","Entity[34108] Report(A100000[0200])","Entity[34108] Report(A100000[0300])", ,"Entity[34108] Report(A100000[0500])", ,"Entity[34108] Report(A100000[0700])","Entity[34108] Report(A100000[0800])","Entity[34108] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34108,"A100000","Line(00600)", ,"34900", , , ,"5483", , ,"40051","80434"
"HOSPC","hospc_2013_DATA",34108,"A100000","Line(01500)", , ,"40000", , , , , , ,"40000"
"HOSPC","hospc_2013_DATA",34108,"A100000","Line(01600)", , ,"90000", , ,"355458", , , ,"445458"
"HOSPC","hospc_2013_DATA",34108,"A100000","Line(02000)", , , ,"57221", , , , , ,"57221"
"HOSPC","hospc_2013_DATA",34108,"A100000","Line(02100)", , , , , , , , ,"43358","43358"
"HOSPC","hospc_2013_DATA",34108,"A100000","Line(02400)", , , , , , , ,"190733", ,"190733"
"HOSPC","hospc_2013_DATA",34108,"A100000","Line(05100)", , ,"15250", , , , , , ,"15250"
"Entity[34108] Report(A200000)", , , , , ,"Entity[34108] Report(A200000[0100])","Entity[34108] Report(A200000[0200])","Entity[34108] Report(A200000[0300])", ,"Entity[34108] Report(A200000[0500])", ,"Entity[34108] Report(A200000[0700])","Entity[34108] Report(A200000[0800])","Entity[34108] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34108,"A200000","Line(00600)", ,"2903", , , ,"456", , ,"3331","6690"
"HOSPC","hospc_2013_DATA",34108,"A200000","Line(01500)", , ,"3327", , , , , , ,"3327"
"HOSPC","hospc_2013_DATA",34108,"A200000","Line(01600)", , ,"7486", , ,"29566", , , ,"37052"
"HOSPC","hospc_2013_DATA",34108,"A200000","Line(02000)", , , ,"4759", , , , , ,"4759"
"HOSPC","hospc_2013_DATA",34108,"A200000","Line(02100)", , , , , , , , ,"3606","3606"
"HOSPC","hospc_2013_DATA",34108,"A200000","Line(02400)", , , , , , , ,"15865", ,"15865"
"HOSPC","hospc_2013_DATA",34108,"A200000","Line(05100)", , ,"1268", , , , , , ,"1268"
"Entity[34108] Report(A300000)", , , , , , ,"Entity[34108] Report(A300000[0200])", , , , , ,"Entity[34108] Report(A300000[0800])","Entity[34108] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34108,"A300000","Line(00300)", , , , , , , , ,"285","285"
"HOSPC","hospc_2013_DATA",34108,"A300000","Line(01000)", , , , , , , , ,"6096","6096"
"HOSPC","hospc_2013_DATA",34108,"A300000","Line(01100)", , , , , , , , ,"5287","5287"
"HOSPC","hospc_2013_DATA",34108,"A300000","Line(01500)", , ,"35538", , , , , , ,"35538"
"HOSPC","hospc_2013_DATA",34108,"A300000","Line(03000)", , , , , , , , ,"194649","194649"
"HOSPC","hospc_2013_DATA",34108,"A300000","Line(03100)", , , , , , , , ,"44909","44909"
"HOSPC","hospc_2013_DATA",34108,"A300000","Line(03200)", , , , , , , , ,"6399","6399"
"HOSPC","hospc_2013_DATA",34108,"A300000","Line(03400)", , , , , , , , ,"488","488"
"HOSPC","hospc_2013_DATA",34108,"A300000","Line(03500)", , , , , , , , ,"22687","22687"
"HOSPC","hospc_2013_DATA",34108,"A300000","Line(03900)", , , , , , , , ,"1686","1686"
"HOSPC","hospc_2013_DATA",34108,"A300000","Line(05000)", , , , , , , , ,"178","178"
"HOSPC","hospc_2013_DATA",34108,"A300000","Line(05300)", , , , , , , , ,"103954","103954"
"Entity[34108] Report(A800000)", , , , ,"Entity[34108] Report(A800000[0000])","Entity[34108] Report(A800000[0100])","Entity[34108] Report(A800000[0200])","Entity[34108] Report(A800000[0300])","Entity[34108] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",34108,"A800000","Line(00800)","MEDICAID_ROOM_AND_BOARD","A","-103954","OTHER NONREIMBURSABLE COSTS","53"
