"Entity[34062] Report(G000000)", , , , , ,"Entity[34062] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(00100)", ,"502982"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(00400)", ,"668859"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(00800)", ,"2562"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(01000)", ,"10000"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(01100)", ,"1184403"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(01500)", ,"492000"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(02300)", ,"64493"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(02400)", ,"52776"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(02700)", ,"503717"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(03100)", ,"1433126"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(03200)", ,"1433126"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(03300)", ,"3121246"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(03400)", ,"77510"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(03500)", ,"155522"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(03600)", ,"19413"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(03700)", ,"175749"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(04100)", ,"1186929"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(04200)", ,"1615123"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(05000)", ,"1615123"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(05100)", ,"1506123"
"HOSPC","hospc_2013_DATA",34062,"G000000","Line(05800)", ,"1506123"
"Entity[34062] Report(G100000)", , , , ,"Entity[34062] Report(G100000[0000])","Entity[34062] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",34062,"G100000","Line(00100)", ,"2150557"
"HOSPC","hospc_2013_DATA",34062,"G100000","Line(00200)", ,"1564863"
"HOSPC","hospc_2013_DATA",34062,"G100000","Line(00300)", ,"3715420"
"HOSPC","hospc_2013_DATA",34062,"G100000","Line(01100)", ,"3715420"
"HOSPC","hospc_2013_DATA",34062,"G100000","Line(01200)","CAPITAL WITHDRAWALS","999985"
"HOSPC","hospc_2013_DATA",34062,"G100000","Line(01300)","PRIOR-YEAR_ADJUSTMENT-DECREASE","1209312"
"HOSPC","hospc_2013_DATA",34062,"G100000","Line(01800)", ,"2209297"
"Entity[34062] Report(G200001)", , , , , ,"Entity[34062] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34062,"G200001","Line(00100)", ,"195449"
"HOSPC","hospc_2013_DATA",34062,"G200001","Line(00200)", ,"8601"
"HOSPC","hospc_2013_DATA",34062,"G200001","Line(00300)", ,"277579"
"HOSPC","hospc_2013_DATA",34062,"G200001","Line(00400)", ,"1288"
"HOSPC","hospc_2013_DATA",34062,"G200001","Line(00500)", ,"151013"
"Entity[34062] Report(G200002)", , , , ,"Entity[34062] Report(G200002[0000])","Entity[34062] Report(G200002[0100])","Entity[34062] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34062,"G200002","Line(00100)", , ,"831913"
"HOSPC","hospc_2013_DATA",34062,"G200002","Line(00900)","DEDUCT (SPECIFY) ROUNDING","1"
"HOSPC","hospc_2013_DATA",34062,"G200002","Line(01300)","INCOME FROM OTHER PROVIDER #S","1762845"
"HOSPC","hospc_2013_DATA",34062,"G200002","Line(01301)","MEDICAID ROOM AND BOARD","151013"
"HOSPC","hospc_2013_DATA",34062,"G200002","Line(01400)", , ,"1913859"
"HOSPC","hospc_2013_DATA",34062,"G200002","Line(01500)", , ,"-1081946"
