"Entity[34061] Report(A000000)", , , , ,"Entity[34061] Report(A000000[0000])","Entity[34061] Report(A000000[0100])","Entity[34061] Report(A000000[0200])","Entity[34061] Report(A000000[0300])","Entity[34061] Report(A000000[0400])","Entity[34061] Report(A000000[0500])","Entity[34061] Report(A000000[0600])", ,"Entity[34061] Report(A000000[0800])","Entity[34061] Report(A000000[0900])","Entity[34061] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"20546","20546", ,"20546", ,"20546"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"4146","4146", ,"4146", ,"4146"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"875","875", ,"875", ,"875"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","71022","10249","31","24694","41554","147550", ,"147550", ,"147550"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"7573", ,"7573", ,"7573", ,"7573"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"50300", ,"50300", ,"50300", ,"50300"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(01600)","1600NURSING CARE","191300","27606","11979", ,"2610","233495", ,"233495", ,"233495"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"4466", ,"4466", ,"4466", ,"4466"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(02100)","2100SPIRITUAL COUNSELING"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","45206","6524","12831", ,"1101","65662", ,"65662", ,"65662"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"47896", ,"47896", ,"47896", ,"47896"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"52319", ,"52319", ,"52319", ,"52319"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(03200)","3200PATIENT TRANSPORTATION"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"172", ,"172", ,"172", ,"172"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"91", ,"91", ,"91", ,"91"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"24236", ,"24236", ,"24236", ,"24236"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"167", ,"167", ,"167", ,"167"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS", , , , ,"279","279", ,"279", ,"279"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , ,"59","59", ,"59", ,"59"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(05200)","5200FUNDRAISING", , , , ,"4","4", ,"4", ,"4"
"HOSPC","hospc_2013_DATA",34061,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","49604","7158","4537","206885","5529","273713", ,"273713","-206885","66828"
"Entity[34061] Report(A100000)", , , , , , , , , ,"Entity[34061] Report(A100000[0500])", ,"Entity[34061] Report(A100000[0700])","Entity[34061] Report(A100000[0800])","Entity[34061] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34061,"A100000","Line(00600)", , , , , , , , ,"71022","71022"
"HOSPC","hospc_2013_DATA",34061,"A100000","Line(01600)", , , , , ,"191300", , , ,"191300"
"HOSPC","hospc_2013_DATA",34061,"A100000","Line(02400)", , , , , , , ,"45206", ,"45206"
"HOSPC","hospc_2013_DATA",34061,"A100000","Line(05300)", , , , , , , , ,"49604","49604"
"Entity[34061] Report(A200000)", , , , , , , , , ,"Entity[34061] Report(A200000[0500])", ,"Entity[34061] Report(A200000[0700])","Entity[34061] Report(A200000[0800])","Entity[34061] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34061,"A200000","Line(00600)", , , , , , , , ,"10249","10249"
"HOSPC","hospc_2013_DATA",34061,"A200000","Line(01600)", , , , , ,"27606", , , ,"27606"
"HOSPC","hospc_2013_DATA",34061,"A200000","Line(02400)", , , , , , , ,"6524", ,"6524"
"HOSPC","hospc_2013_DATA",34061,"A200000","Line(05300)", , , , , , , , ,"7158","7158"
"Entity[34061] Report(A300000)", , , , , , ,"Entity[34061] Report(A300000[0200])", , , ,"Entity[34061] Report(A300000[0600])", ,"Entity[34061] Report(A300000[0800])","Entity[34061] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34061,"A300000","Line(00600)", , , , , , , , ,"24694","24694"
"HOSPC","hospc_2013_DATA",34061,"A300000","Line(01100)", , , , , , , , ,"7573","7573"
"HOSPC","hospc_2013_DATA",34061,"A300000","Line(01500)", , ,"50300", , , , , , ,"50300"
"HOSPC","hospc_2013_DATA",34061,"A300000","Line(01700)", , , , , , ,"4466", , ,"4466"
"HOSPC","hospc_2013_DATA",34061,"A300000","Line(03000)", , , , , , , , ,"47896","47896"
"HOSPC","hospc_2013_DATA",34061,"A300000","Line(03100)", , , , , , , , ,"52319","52319"
"HOSPC","hospc_2013_DATA",34061,"A300000","Line(03300)", , , , , , , , ,"172","172"
"HOSPC","hospc_2013_DATA",34061,"A300000","Line(03400)", , , , , , , , ,"91","91"
"HOSPC","hospc_2013_DATA",34061,"A300000","Line(03500)", , , , , , , , ,"24236","24236"
"HOSPC","hospc_2013_DATA",34061,"A300000","Line(03900)", , , , , , , , ,"167","167"
"HOSPC","hospc_2013_DATA",34061,"A300000","Line(05300)", , , , , , , , ,"206885","206885"
"Entity[34061] Report(A700000)", , , , , ,"Entity[34061] Report(A700000[0100])", , , , ,"Entity[34061] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",34061,"A700000","Line(00300)", ,"492000", , , , ,"492000"
"HOSPC","hospc_2013_DATA",34061,"A700000","Line(00600)", ,"64493", , , , ,"64493"
"HOSPC","hospc_2013_DATA",34061,"A700000","Line(00700)", ,"556493", , , , ,"556493"
"Entity[34061] Report(A800000)", , , , ,"Entity[34061] Report(A800000[0000])","Entity[34061] Report(A800000[0100])","Entity[34061] Report(A800000[0200])","Entity[34061] Report(A800000[0300])","Entity[34061] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",34061,"A800000","Line(00800)","MEDICAID_ROOM_AND_BOARD","A","-206885","OTHER NONREIMBURSABLE COSTS","53"
