"Entity[33954] Report(A000000)", , , , ,"Entity[33954] Report(A000000[0000])","Entity[33954] Report(A000000[0100])","Entity[33954] Report(A000000[0200])","Entity[33954] Report(A000000[0300])","Entity[33954] Report(A000000[0400])","Entity[33954] Report(A000000[0500])","Entity[33954] Report(A000000[0600])", ,"Entity[33954] Report(A000000[0800])","Entity[33954] Report(A000000[0900])","Entity[33954] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"351040","351040", ,"351040","-62180","288860"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"41778","41778", ,"41778", ,"41778"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"66925","66925", ,"66925", ,"66925"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","2028443","343613","620068","9859","1454186","4456169", ,"4456169","6665","4462834"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"64763", ,"64763", ,"64763", ,"64763"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(01600)","1600NURSING CARE","1644198","278540", , , ,"1922738", ,"1922738", ,"1922738"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(01620)","1620NURSING CARE--CONTINUOUS HOME CA"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","537481","91054", , , ,"628535", ,"628535", ,"628535"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","883271","149633", , , ,"1032904", ,"1032904", ,"1032904"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER-CONT HOME CA"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , , ,"458058","458058", ,"458058", ,"458058"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , ,"499658","499658", ,"499658", ,"499658"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"489694","489694", ,"489694", ,"489694"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE"
"HOSPC","hospc_2013_DATA",33954,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","37878","6439", , , ,"44317", ,"44317", ,"44317"
"Entity[33954] Report(A100000)", , , , , ,"Entity[33954] Report(A100000[0100])","Entity[33954] Report(A100000[0200])","Entity[33954] Report(A100000[0300])","Entity[33954] Report(A100000[0400])","Entity[33954] Report(A100000[0500])", ,"Entity[33954] Report(A100000[0700])","Entity[33954] Report(A100000[0800])","Entity[33954] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",33954,"A100000","Line(00600)", ,"194464","338300", ,"388763", , , ,"1106916","2028443"
"HOSPC","hospc_2013_DATA",33954,"A100000","Line(01600)", , , , , ,"1644198", , , ,"1644198"
"HOSPC","hospc_2013_DATA",33954,"A100000","Line(02000)", , , ,"537481", , , , , ,"537481"
"HOSPC","hospc_2013_DATA",33954,"A100000","Line(02400)", , , , , , , ,"883271", ,"883271"
"HOSPC","hospc_2013_DATA",33954,"A100000","Line(05300)", , , , , , , , ,"37878","37878"
"Entity[33954] Report(A200000)", , , , , ,"Entity[33954] Report(A200000[0100])","Entity[33954] Report(A200000[0200])","Entity[33954] Report(A200000[0300])","Entity[33954] Report(A200000[0400])","Entity[33954] Report(A200000[0500])", ,"Entity[33954] Report(A200000[0700])","Entity[33954] Report(A200000[0800])","Entity[33954] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",33954,"A200000","Line(00600)", ,"32944","57311", ,"65860", , , ,"187498","343613"
"HOSPC","hospc_2013_DATA",33954,"A200000","Line(01600)", , , , , ,"278540", , , ,"278540"
"HOSPC","hospc_2013_DATA",33954,"A200000","Line(02000)", , , ,"91054", , , , , ,"91054"
"HOSPC","hospc_2013_DATA",33954,"A200000","Line(02400)", , , , , , , ,"149633", ,"149633"
"HOSPC","hospc_2013_DATA",33954,"A200000","Line(05300)", , , , , , , , ,"6439","6439"
"Entity[33954] Report(A300000)", , , , , , , , , , , , ,"Entity[33954] Report(A300000[0800])","Entity[33954] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",33954,"A300000","Line(00600)", , , , , , , , ,"9859","9859"
"HOSPC","hospc_2013_DATA",33954,"A300000","Line(01500)", , , , , , , , ,"64763","64763"
"Entity[33954] Report(A800000)", , , , , , ,"Entity[33954] Report(A800000[0200])"
"HOSPC","hospc_2013_DATA",33954,"A800000","Line(00300)", , ,"-55515"
"Entity[33954] Report(A81000A)", , , , , ,"Entity[33954] Report(A81000A[0100])","Entity[33954] Report(A81000A[0200])","Entity[33954] Report(A81000A[0300])","Entity[33954] Report(A81000A[0400])","Entity[33954] Report(A81000A[0500])","Entity[33954] Report(A81000A[0600])"
"HOSPC","hospc_2013_DATA",33954,"A81000A","Line(00100)", ,"1","CAPITAL REL COSTS-BLDG & FIXT","RENT EXPENSE","19300","81480","-62180"
"HOSPC","hospc_2013_DATA",33954,"A81000A","Line(00200)", ,"35","MED SUPPLIES CHARGED TO PATIENTS","SUPPLIES","499658","499658"
"HOSPC","hospc_2013_DATA",33954,"A81000A","Line(00300)", ,"6","ADMINISTRATIVE AND GENERAL","HOME OFFICE COSTS","862665","856000","6665"
