"Entity[33844] Report(A000000)", , , , ,"Entity[33844] Report(A000000[0000])","Entity[33844] Report(A000000[0100])","Entity[33844] Report(A000000[0200])","Entity[33844] Report(A000000[0300])","Entity[33844] Report(A000000[0400])","Entity[33844] Report(A000000[0500])","Entity[33844] Report(A000000[0600])","Entity[33844] Report(A000000[0700])","Entity[33844] Report(A000000[0800])","Entity[33844] Report(A000000[0900])","Entity[33844] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"14449","14449", ,"14449", ,"14449"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"18646","18646", ,"18646", ,"18646"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"23110","23110", ,"23110", ,"23110"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","20794","4329", , ,"1064","26187", ,"26187", ,"26187"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","293420","61077","6956","25000","126350","512803","-125","512678","-8910","503768"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , ,"18081","5952","24033", ,"24033", ,"24033"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"1616", ,"1616", ,"1616", ,"1616"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"1038", ,"1038", ,"1038", ,"1038"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(01600)","1600NURSING CARE","558269","116209","61369", ,"7061","742908", ,"742908", ,"742908"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","52080","10841","10833", ,"1611","75365", ,"75365", ,"75365"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","39590","8241","5050", ,"752","53633", ,"53633", ,"53633"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","138453","28820","54553", ,"4283","226109", ,"226109", ,"226109"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"101598","4347","105945", ,"105945", ,"105945"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(03030)","3030ANALGESICS", , , ,"49678", ,"49678", ,"49678", ,"49678"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , ,"3566", ,"3566", ,"3566", ,"3566"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(03032)","3032OTHER - SPECIFY", , , ,"392", ,"392", ,"392", ,"392"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"98044", ,"98044", ,"98044", ,"98044"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"2659", ,"2659", ,"2659", ,"2659"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"2681", ,"2681", ,"2681", ,"2681"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"282", ,"282", ,"282", ,"282"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"34185", ,"34185", ,"34185", ,"34185"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"404","303","707", ,"707", ,"707"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"8791","22437","31228", ,"31228", ,"31228"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","27930","5813","2714", ,"2031","38488", ,"38488", ,"38488"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , ,"1176", ,"21","1197", ,"1197", ,"1197"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(05200)","5200FUNDRAISING","12075","2513","306", ,"68888","83782", ,"83782", ,"83782"
"HOSPC","hospc_2013_DATA",33844,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS", , , ,"257572","8454","266026","125","266151","-244937","21214"
"Entity[33844] Report(A100000)", , , , , ,"Entity[33844] Report(A100000[0100])","Entity[33844] Report(A100000[0200])","Entity[33844] Report(A100000[0300])","Entity[33844] Report(A100000[0400])","Entity[33844] Report(A100000[0500])", ,"Entity[33844] Report(A100000[0700])","Entity[33844] Report(A100000[0800])","Entity[33844] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",33844,"A100000","Line(00500)", , , , ,"20794", , , , ,"20794"
"HOSPC","hospc_2013_DATA",33844,"A100000","Line(00600)", ,"48026","37291", ,"75145", , , ,"132958","293420"
"HOSPC","hospc_2013_DATA",33844,"A100000","Line(01600)", , ,"63651", , ,"494618", , , ,"558269"
"HOSPC","hospc_2013_DATA",33844,"A100000","Line(02000)", , , ,"52080", , , , , ,"52080"
"HOSPC","hospc_2013_DATA",33844,"A100000","Line(02100)", , , , , , , , ,"39590","39590"
"HOSPC","hospc_2013_DATA",33844,"A100000","Line(02400)", , , , , , , ,"138453", ,"138453"
"HOSPC","hospc_2013_DATA",33844,"A100000","Line(05000)", , ,"905", , ,"1011", , ,"26014","27930"
"HOSPC","hospc_2013_DATA",33844,"A100000","Line(05200)", , ,"12075", , , , , , ,"12075"
"Entity[33844] Report(A200000)", , , , , ,"Entity[33844] Report(A200000[0100])","Entity[33844] Report(A200000[0200])","Entity[33844] Report(A200000[0300])","Entity[33844] Report(A200000[0400])","Entity[33844] Report(A200000[0500])", ,"Entity[33844] Report(A200000[0700])","Entity[33844] Report(A200000[0800])","Entity[33844] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",33844,"A200000","Line(00500)", , , , ,"4329", , , , ,"4329"
"HOSPC","hospc_2013_DATA",33844,"A200000","Line(00600)", ,"9997","7762", ,"15642", , , ,"27676","61077"
"HOSPC","hospc_2013_DATA",33844,"A200000","Line(01600)", , ,"13250", , ,"102959", , , ,"116209"
"HOSPC","hospc_2013_DATA",33844,"A200000","Line(02000)", , , ,"10841", , , , , ,"10841"
"HOSPC","hospc_2013_DATA",33844,"A200000","Line(02100)", , , , , , , , ,"8241","8241"
"HOSPC","hospc_2013_DATA",33844,"A200000","Line(02400)", , , , , , , ,"28820", ,"28820"
"HOSPC","hospc_2013_DATA",33844,"A200000","Line(05000)", , ,"188", , ,"210", , ,"5415","5813"
"HOSPC","hospc_2013_DATA",33844,"A200000","Line(05200)", , ,"2513", , , , , , ,"2513"
"Entity[33844] Report(A300000)", , , , , , , , , , , , ,"Entity[33844] Report(A300000[0800])","Entity[33844] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(00600)", , , , , , , , ,"25000","25000"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(01000)", , , , , , , , ,"18081","18081"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(01100)", , , , , , , , ,"1616","1616"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(01500)", , , , , , , , ,"1038","1038"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(03000)", , , , , , , , ,"101598","101598"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(03030)", , , , , , , , ,"49678","49678"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(03031)", , , , , , , , ,"3566","3566"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(03032)", , , , , , , , ,"392","392"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(03100)", , , , , , , , ,"98044","98044"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(03200)", , , , , , , , ,"2659","2659"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(03300)", , , , , , , , ,"2681","2681"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(03400)", , , , , , , , ,"282","282"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(03500)", , , , , , , , ,"34185","34185"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(03600)", , , , , , , , ,"404","404"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(03900)", , , , , , , , ,"8791","8791"
"HOSPC","hospc_2013_DATA",33844,"A300000","Line(05300)", , , , , , , , ,"257572","257572"
"Entity[33844] Report(A600010)", , , , ,"Entity[33844] Report(A600010[0000])","Entity[33844] Report(A600010[0100])","Entity[33844] Report(A600010[0200])","Entity[33844] Report(A600010[0300])", ,"Entity[33844] Report(A600010[0500])","Entity[33844] Report(A600010[0600])","Entity[33844] Report(A600010[0700])", ,"Entity[33844] Report(A600010[0900])"
"HOSPC","hospc_2013_DATA",33844,"A600010","Line(00100)","NHPCO","A","OTHER NONREIMBURSABLE COSTS","53", ,"125","ADMINISTRATIVE AND GENERAL","6", ,"125"
"Entity[33844] Report(A700000)", , , , , ,"Entity[33844] Report(A700000[0100])","Entity[33844] Report(A700000[0200])", ,"Entity[33844] Report(A700000[0400])", ,"Entity[33844] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",33844,"A700000","Line(00100)", ,"125233", , , , ,"125233"
"HOSPC","hospc_2013_DATA",33844,"A700000","Line(00300)", ,"432357","4068", ,"4068", ,"436425"
"HOSPC","hospc_2013_DATA",33844,"A700000","Line(00600)", ,"198777","29867", ,"29867", ,"228644"
"HOSPC","hospc_2013_DATA",33844,"A700000","Line(00700)", ,"756367","33935", ,"33935", ,"790302"
"Entity[33844] Report(A800000)", , , , ,"Entity[33844] Report(A800000[0000])","Entity[33844] Report(A800000[0100])","Entity[33844] Report(A800000[0200])","Entity[33844] Report(A800000[0300])","Entity[33844] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",33844,"A800000","Line(00600)", ,"A","-8910","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",33844,"A800000","Line(00800)","MEDICAID","A","-244937","OTHER NONREIMBURSABLE COSTS","53"
