"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35314","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35314] Report(A000000[0000])","Entity[35314] Report(A000000[0100])","Entity[35314] Report(A000000[0200])", ,"Entity[35314] Report(A000000[0400])","Entity[35314] Report(A000000[0500])","Entity[35314] Report(A000000[0600])", ,"Entity[35314] Report(A000000[0800])","Entity[35314] Report(A000000[0900])","Entity[35314] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35314,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"294876","294876", ,"294876", ,"294876", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"202290","202290", ,"202290", ,"202290", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , ,"225361","225361", ,"225361", ,"225361", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","13369","3750", , , ,"17119", ,"17119", ,"17119", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","532249","149282", , ,"604466","1285997", ,"1285997","-455","1285542", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","567341","159124", ,"121255", ,"847720", ,"847720", ,"847720", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"3692", ,"3692", ,"3692", ,"3692", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(01500)","1500PHYSICIAN SERVICES","11262","3159", ,"3778", ,"18199", ,"18199", ,"18199", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(01600)","1600NURSING CARE","784701","220087", , , ,"1004788", ,"1004788", ,"1004788", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C","293879","82426", , , ,"376305", ,"376305", ,"376305", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"3570", ,"3570", ,"3570", ,"3570", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , ,"5702", ,"5702", ,"5702", ,"5702", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , ,"3089", ,"3089", ,"3089", ,"3089", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","157189","44087", , , ,"201276", ,"201276", ,"201276", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","101051","28342", , , ,"129393", ,"129393", ,"129393", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(02200)","2200DIETARY COUNSELING","106","30", , , ,"136", ,"136", ,"136", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35314,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","92422","25922", , , ,"118344", ,"118344", ,"118344", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME","2100","3303", , , ,"5403", ,"5403", ,"5403", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(02500)","2500OTHER VISITING SERVICES","9677", , , , ,"9677", ,"9677", ,"9677", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION","125807","35286", ,"215679", ,"376772", ,"376772", ,"376772", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(03030)","3030ANALGESICS", , , ,"50070", ,"50070", ,"50070", ,"50070", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , ,"2864", ,"2864", ,"2864", ,"2864", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35314,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"151891", ,"151891", ,"151891", ,"151891", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"28144", ,"28144", ,"28144", ,"28144", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"999", ,"999", ,"999", ,"999", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"2010", ,"2010", ,"2010", ,"2010", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS","14281","4005", ,"30630", ,"48916", ,"48916", ,"48916", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"9170", ,"9170", ,"9170", ,"9170", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(03700)","3700RADIATION THERAPY", , , ,"3855", ,"3855", ,"3855", ,"3855", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(03800)","3800CHEMOTHERAPY", , , ,"1515", ,"1515", ,"1515", ,"1515", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE","110034","30861", ,"1788", ,"142683", ,"142683", ,"142683", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","46908","13156", , ,"3448","63512", ,"63512", ,"63512", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , ,"4953","4953", ,"4953", ,"4953", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(05200)","5200FUNDRAISING","18423","5167", , ,"12082","35672", ,"35672", ,"35672", , , , , 
"hospc_2013_DATA",35314,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","449574","126094", ,"52463","45506","673637", ,"673637","-87559","586078", , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35314","A100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","","", , , , , , 
"-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)", , , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9", , , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","","", , , , , , 
 , , , , , , , , , , , , , , , , , , , 
