"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34648","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34648] Report(S000000[0100])","Entity[34648] Report(S000000[0200])","Entity[34648] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",34648,"S000000","Line(00100)", ,"1","05/30/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34648","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34648] Report(S100000[0100])","Entity[34648] Report(S100000[0200])","Entity[34648] Report(S100000[0300])","Entity[34648] Report(S100000[0400])","Entity[34648] Report(S100000[0500])","Entity[34648] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(00100)", ,"AFI HOSPICE  LLC","50 WEST FOREST STREET  SUITE 203","BRIGHAM CITY","UT","84302", , , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(00200)", ,"BOX ELDER", , , , , , , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(00300)", ,"01/27/2011", , , , , , , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(00400)", ,"03/30/2011","06/21/2011", , , , , , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(00600)", ,"461583", , , , , , , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(00700)", ,"4", , , , , , , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(00800)", ,"30", , , , ,"30", , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(00900)", ,"14702", ,"123", , ,"14702", , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(01000)", ,"37", ,"37", , ,"37", , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(01100)", ,"7", ,"7", , ,"7", , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(01200)", ,"14776", ,"167", , ,"14776", , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(01300)", ,"112", ,"1", , ,"112", , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(01400)", ,"280", , , , ,"280", , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(01500)", ,"132", ,"167", , ,"132", , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(01600)", ,"112", ,"1", , ,"112", , , , , , , , , 
"hospc_2013_DATA",34648,"S100000","Line(01800)", ,"N", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
