"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35006","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35006] Report(A000000[0000])","Entity[35006] Report(A000000[0100])","Entity[35006] Report(A000000[0200])","Entity[35006] Report(A000000[0300])", ,"Entity[35006] Report(A000000[0500])","Entity[35006] Report(A000000[0600])","Entity[35006] Report(A000000[0700])","Entity[35006] Report(A000000[0800])", ,"Entity[35006] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",35006,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , , , ,"7800","7800", ,"7800", , , , , 
"hospc_2013_DATA",35006,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35006,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"9750","9750","-7800","1950", ,"1950", , , , , 
"hospc_2013_DATA",35006,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35006,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35006,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","61307","18889", , ,"64565","144761", ,"144761", ,"144761", , , , , 
"hospc_2013_DATA",35006,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35006,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35006,"A000000","Line(01500)","1500PHYSICIAN SERVICES","21100","2454", , , ,"23554", ,"23554", ,"23554", , , , , 
"hospc_2013_DATA",35006,"A000000","Line(01600)","1600NURSING CARE","154476","29555","18436", ,"97564","300031", ,"300031", ,"300031", , , , , 
"hospc_2013_DATA",35006,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35006,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35006,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35006,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35006,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","6334","783","689", , ,"7806", ,"7806", ,"7806", , , , , 
"hospc_2013_DATA",35006,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","8308","979","805", , ,"10092", ,"10092", ,"10092", , , , , 
"hospc_2013_DATA",35006,"A000000","Line(02200)","2200DIETARY COUNSELING", , , , , , , , , , , , , , , 
