"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34016","G000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","Assets","General","Purpose","Endowment","Plant", , , , , , , , , , , 
"-------------","-------------", ,"","(Omit cents)","Fund","Fund","Fund","Fund", , , , , , , , , , , 
"-------------","-------------", ,"","","1","2","3","4", , , , , , , , , , , 
"-------------","-------------", ,"","CURRENT  ASSETS","","","","", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34016] Report(G000000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G000000","Line(00100)", ,"15028", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G000000","Line(00400)", ,"13960", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G000000","Line(00800)", ,"1840", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G000000","Line(00900)", ,"348", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G000000","Line(01100)", ,"31176", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G000000","Line(01900)", ,"1540", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G000000","Line(02000)", ,"1540", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G000000","Line(02600)", ,"3681", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G000000","Line(02700)", ,"3681", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G000000","Line(03300)", ,"34857", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G000000","Line(04100)", ,"80190", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G000000","Line(04200)", ,"80190", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G000000","Line(05000)", ,"80190", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G000000","Line(05100)", ,"-45333", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G000000","Line(05800)", ,"-45333", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34016","G100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", , , , , , , , , , 
"-------------","-------------", ,"","","","FUND","PURPOSE  FUND","FUND","", , , , , , , , , , 
"-------------","-------------", ,"","","","1","2","3","4", , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34016] Report(G100000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G100000","Line(00100)", ,"-55018", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G100000","Line(00200)", ,"9685", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G100000","Line(00300)", ,"-45333", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G100000","Line(01100)", ,"-45333", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34016","G200001 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","Revenue  Center","","","","", , , , , , , , , , , 
"-------------","-------------", ,"","","","","TOTAL","", , , , , , , , , , , 
"-------------","-------------", ,"","GENERAL INPATIENT AND HOME CARE SERVICE LOCATION","","","","", , , , , , , , , , , 
"-------------","-------------", ,"1"," Skilled Nursing Facility based","","","","1", , , , , , , , , , , 
"-------------","-------------", ,"2"," Nursing facility based","","","","2", , , , , , , , , , , 
"-------------","-------------", ,"3"," Home care","","","","3", , , , , , , , , , , 
"-------------","-------------", ,"4"," Other (See Instructions)","","","","4", , , , , , , , , , , 
"-------------","-------------", ,"5"," State Medicaid room & board","","","","5", , , , , , , , , , , 
"-------------","-------------", ,"6","\" Total General Inpatient Revenues  ( Sum of lines 1"," 2"," 3 and 4 )\"","","","","6", , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34016] Report(G200001[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G200001","Line(00400)", ,"318965", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34016","G200002 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","PART II - OPERATING EXPENSES", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , ,"Entity[34016] Report(G200002[0200])", , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G200002","Line(00100)", , ,"309280", , , , , , , , , , , , , 
"hospc_2013_DATA",34016,"G200002","Line(01500)", , ,"309280", , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
