"Entity[33933] Report(G000000)", , , , , ,"Entity[33933] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(00100)", ,"3875698"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(00400)", ,"888001"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(00600)", ,"58373"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(00800)", ,"1932"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(01100)", ,"4707258"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(01700)", ,"160474"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(01800)", ,"104597"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(02100)", ,"17805"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(02200)", ,"17805"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(02300)", ,"128860"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(02400)", ,"100712"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(02700)", ,"84025"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(02900)", ,"31566"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(03100)", ,"123069"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(03200)", ,"154635"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(03300)", ,"4945918"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(03400)", ,"440054"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(03500)", ,"214096"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(03800)", ,"341"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(04200)", ,"654491"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(04400)", ,"763175"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(04900)", ,"763175"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(05000)", ,"1417666"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(05100)", ,"3528252"
"HOSPC","hospc_2013_DATA",33933,"G000000","Line(05800)", ,"3528252"
"Entity[33933] Report(G100000)", , , , , ,"Entity[33933] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33933,"G100000","Line(00100)", ,"3031454"
"HOSPC","hospc_2013_DATA",33933,"G100000","Line(00200)", ,"496798"
"HOSPC","hospc_2013_DATA",33933,"G100000","Line(00300)", ,"3528252"
"HOSPC","hospc_2013_DATA",33933,"G100000","Line(01100)", ,"3528252"
"Entity[33933] Report(G200001)", , , , , ,"Entity[33933] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33933,"G200001","Line(00300)", ,"6655232"
"HOSPC","hospc_2013_DATA",33933,"G200001","Line(00500)", ,"1072478"
"Entity[33933] Report(G200002)", , , , ,"Entity[33933] Report(G200002[0000])","Entity[33933] Report(G200002[0100])","Entity[33933] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33933,"G200002","Line(00100)", , ,"9544536"
"HOSPC","hospc_2013_DATA",33933,"G200002","Line(00900)","CONTRIBUTIONS","1468535"
"HOSPC","hospc_2013_DATA",33933,"G200002","Line(01000)","OTHER INCOME","845043"
"HOSPC","hospc_2013_DATA",33933,"G200002","Line(01100)","INTEREST INCOME","46"
"HOSPC","hospc_2013_DATA",33933,"G200002","Line(01200)","STATE MEDICAID ROOM & BOARD","1072478"
"HOSPC","hospc_2013_DATA",33933,"G200002","Line(01400)", , ,"3386102"
"HOSPC","hospc_2013_DATA",33933,"G200002","Line(01500)", , ,"6158434"
