"Schema: HOSPC TABLE: hospc_2013_DATA","----------"," Entity 32672"," Report A100000 ","-------------","-------------","-----------",""
"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","",""
"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)"
"","","1","2","3","4","5","6","7","8","9"
"","GENERAL SERVICE COST CENTERS","","","","","","","","",""
"Entity[32672] Report(A100000)", ,"Entity[32672] Report(A100000[0100])","Entity[32672] Report(A100000[0200])","Entity[32672] Report(A100000[0300])", ,"Entity[32672] Report(A100000[0500])", ,"Entity[32672] Report(A100000[0700])","Entity[32672] Report(A100000[0800])","Entity[32672] Report(A100000[0900])"
"Line(00500)", , , , , , , , ,"17451","17451"
"Line(00600)", ,"94522", , , , , , ,"22428","116950"
"Line(01600)", , ,"57643", , ,"127083", , , ,"184726"
"Line(02000)", , , ,"14229", , , , , ,"14229"
"Line(02100)", , , , , , , , ,"710","710"
"Line(02200)", , , , , , , , ,"1031","1031"
"Line(02400)", , , , , , , ,"14613", ,"14613"
"Line(05000)", , , , , , , , ,"18455","18455"
