"Entity[34110] Report(G000000)", , , , , ,"Entity[34110] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",34110,"G000000","Line(00100)", ,"291662"
"HOSPC","hospc_2013_DATA",34110,"G000000","Line(00400)", ,"349178"
"HOSPC","hospc_2013_DATA",34110,"G000000","Line(01100)", ,"640840"
"HOSPC","hospc_2013_DATA",34110,"G000000","Line(02300)", ,"91837"
"HOSPC","hospc_2013_DATA",34110,"G000000","Line(02400)", ,"88079"
"HOSPC","hospc_2013_DATA",34110,"G000000","Line(02700)", ,"3758"
"HOSPC","hospc_2013_DATA",34110,"G000000","Line(03100)", ,"450000"
"HOSPC","hospc_2013_DATA",34110,"G000000","Line(03200)", ,"450000"
"HOSPC","hospc_2013_DATA",34110,"G000000","Line(03300)", ,"1094598"
"HOSPC","hospc_2013_DATA",34110,"G000000","Line(03400)", ,"123971"
"HOSPC","hospc_2013_DATA",34110,"G000000","Line(03500)", ,"95525"
"HOSPC","hospc_2013_DATA",34110,"G000000","Line(03600)", ,"2842"
"HOSPC","hospc_2013_DATA",34110,"G000000","Line(04100)", ,"-417000"
"HOSPC","hospc_2013_DATA",34110,"G000000","Line(04200)", ,"-194662"
"HOSPC","hospc_2013_DATA",34110,"G000000","Line(05100)", ,"1289260"
"Entity[34110] Report(G100000)", , , , ,"Entity[34110] Report(G100000[0000])","Entity[34110] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",34110,"G100000","Line(00100)", ,"1143960"
"HOSPC","hospc_2013_DATA",34110,"G100000","Line(00200)", ,"421603"
"HOSPC","hospc_2013_DATA",34110,"G100000","Line(00300)", ,"1565563"
"HOSPC","hospc_2013_DATA",34110,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",34110,"G100000","Line(01100)", ,"1565563"
"HOSPC","hospc_2013_DATA",34110,"G100000","Line(01200)","CAPITAL WITHDRAWALS","216303"
"HOSPC","hospc_2013_DATA",34110,"G100000","Line(01300)","PRIOR-YEAR_ADJUSTMENT-DECREASE","60000"
"HOSPC","hospc_2013_DATA",34110,"G100000","Line(01800)", ,"276303"
"Entity[34110] Report(G200001)", , , , , ,"Entity[34110] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34110,"G200001","Line(00100)", ,"1316465"
"HOSPC","hospc_2013_DATA",34110,"G200001","Line(00200)", ,"249954"
"HOSPC","hospc_2013_DATA",34110,"G200001","Line(00300)", ,"2016013"
"HOSPC","hospc_2013_DATA",34110,"G200001","Line(00400)", ,"70654"
"HOSPC","hospc_2013_DATA",34110,"G200001","Line(00500)", ,"1254637"
"Entity[34110] Report(G200002)", , , , ,"Entity[34110] Report(G200002[0000])","Entity[34110] Report(G200002[0100])","Entity[34110] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34110,"G200002","Line(00100)", , ,"4486612"
"HOSPC","hospc_2013_DATA",34110,"G200002","Line(00900)","DEDUCT (SPECIFY) ROUNDING","2"
"HOSPC","hospc_2013_DATA",34110,"G200002","Line(01000)","COMMUNITY SUPPORT","490"
"HOSPC","hospc_2013_DATA",34110,"G200002","Line(01300)","MEDICAID ROOM AND BOARD","1254637"
"HOSPC","hospc_2013_DATA",34110,"G200002","Line(01400)", , ,"1255129"
"HOSPC","hospc_2013_DATA",34110,"G200002","Line(01500)", , ,"3231483"
