"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36554","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36554] Report(S000000[0100])","Entity[36554] Report(S000000[0200])","Entity[36554] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",36554,"S000000","Line(00100)", ,"1","10/29/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36554","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36554] Report(S100000[0100])","Entity[36554] Report(S100000[0200])","Entity[36554] Report(S100000[0300])","Entity[36554] Report(S100000[0400])","Entity[36554] Report(S100000[0500])","Entity[36554] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(00100)", ,"GATEWAY HEALTH  INC.","300 ARCADIA COURT  9370 MCKNIGHT ROA","PITTSBURGH","PA","15237-5954", , , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(00200)", ,"ALLEGHENY", , , , , , , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(00300)", ,"08/20/2004", , , , , , , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(00400)", ,"07/22/2004","07/22/2004", , , , , , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(00500)", ,"06/01/2013","05/31/2014", , , , , , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(00600)", ,"391660", , , , , , , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(00700)", ,"4", , , , , , , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(00800)", ,"8", ,"1", , ,"8", , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(00900)", ,"46866", ,"9841", ,"575","47441", , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(01000)", ,"104", ,"104", , ,"104", , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(01100)", ,"6", ,"6", , ,"6", , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(01200)", ,"46984", ,"9952", ,"575","47559", , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(01300)", ,"444", ,"85", ,"12","456", , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(01400)", ,"82", ,"14", , ,"82", , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(01500)", ,"106", ,"117", ,"48","104", , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(01600)", ,"323", ,"78", ,"9","332", , , , , , , , , 
"hospc_2013_DATA",36554,"S100000","Line(01700)", ,"1", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
