"Entity[33878] Report(S000000)", , , , , ,"Entity[33878] Report(S000000[0100])","Entity[33878] Report(S000000[0200])","Entity[33878] Report(S000000[0300])"
"HOSPC","hospc_2013_DATA",33878,"S000000","Line(00100)", ,"1","02/28/2014","N"
"Entity[33878] Report(S100000)", , , , , ,"Entity[33878] Report(S100000[0100])","Entity[33878] Report(S100000[0200])","Entity[33878] Report(S100000[0300])","Entity[33878] Report(S100000[0400])","Entity[33878] Report(S100000[0500])","Entity[33878] Report(S100000[0600])"
"HOSPC","hospc_2013_DATA",33878,"S100000","Line(00100)", ,"ARKANSAS HOSPICE  INC.","14 PARKSTONE CIRCLE","N LITTLE ROCK","AR","72116"
"HOSPC","hospc_2013_DATA",33878,"S100000","Line(00200)", ,"PULASKI"
"HOSPC","hospc_2013_DATA",33878,"S100000","Line(00300)", ,"10/14/1998"
"HOSPC","hospc_2013_DATA",33878,"S100000","Line(00400)", ,"11/10/1998","11/10/1998"
"HOSPC","hospc_2013_DATA",33878,"S100000","Line(00500)", ,"10/01/2012","09/30/2013"
"HOSPC","hospc_2013_DATA",33878,"S100000","Line(00600)", ,"041564"
"HOSPC","hospc_2013_DATA",33878,"S100000","Line(00700)", ,"2"
"HOSPC","hospc_2013_DATA",33878,"S100000","Line(00900)", ,"131328","5604","61039","1502","11633","148565"
"HOSPC","hospc_2013_DATA",33878,"S100000","Line(01000)", ,"598","5","423","5","29","632"
"HOSPC","hospc_2013_DATA",33878,"S100000","Line(01100)", ,"5452","302","25", ,"733","6487"
"HOSPC","hospc_2013_DATA",33878,"S100000","Line(01200)", ,"137378","5911","61487","1507","12395","155684"
"HOSPC","hospc_2013_DATA",33878,"S100000","Line(01300)", ,"2519","116","631","18","383","3018"
"HOSPC","hospc_2013_DATA",33878,"S100000","Line(01500)", ,"55","51","97","84","32","52"
"HOSPC","hospc_2013_DATA",33878,"S100000","Line(01600)", ,"2110","106","522","18","330","2546"
"HOSPC","hospc_2013_DATA",33878,"S100000","Line(01800)", ,"Y"
