"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34243","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[34243] Report(A000000[0000])","Entity[34243] Report(A000000[0100])","Entity[34243] Report(A000000[0200])","Entity[34243] Report(A000000[0300])","Entity[34243] Report(A000000[0400])","Entity[34243] Report(A000000[0500])","Entity[34243] Report(A000000[0600])","Entity[34243] Report(A000000[0700])","Entity[34243] Report(A000000[0800])","Entity[34243] Report(A000000[0900])","Entity[34243] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",34243,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34243,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"9988","9988", ,"9988", ,"9988", , , , , 
"hospc_2013_DATA",34243,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"74038","74038", ,"74038", ,"74038", , , , , 
"hospc_2013_DATA",34243,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34243,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34243,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","868963","202346","41367","73460","1123775","2309911","-5978","2303933","-1220826","1083107", , , , , 
"hospc_2013_DATA",34243,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , ,"267","267", ,"267", ,"267", , , , , 
"hospc_2013_DATA",34243,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34243,"A000000","Line(01500)","1500PHYSICIAN SERVICES","54086","12133","4025", ,"731","70975", ,"70975", ,"70975", , , , , 
"hospc_2013_DATA",34243,"A000000","Line(01600)","1600NURSING CARE","410785","95300","27128","11522","188871","733606","-1898","731708", ,"731708", , , , , 
"hospc_2013_DATA",34243,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , ,"1652","1652", ,"1652", , , , , 
"hospc_2013_DATA",34243,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"40974","67","41041", ,"41041", ,"41041", , , , , 
"hospc_2013_DATA",34243,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY","51234","11731","5338", , ,"68303", ,"68303", ,"68303", , , , , 
"hospc_2013_DATA",34243,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34243,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","71170","16584","15270", , ,"103024","-2117","100907", ,"100907", , , , , 
"hospc_2013_DATA",34243,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","48002","11186", , , ,"59188","-2203","56985", ,"56985", , , , , 
"hospc_2013_DATA",34243,"A000000","Line(02200)","2200DIETARY COUNSELING", , , , ,"204","204", ,"204", ,"204", , , , , 
"hospc_2013_DATA",34243,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34243,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","154822","36094","22655", , ,"213571","-538","213033", ,"213033", , , , , 
"hospc_2013_DATA",34243,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME", , , , , , ,"481","481", ,"481", , , , , 
"hospc_2013_DATA",34243,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , , , , , , , , , , , , , 
