"Entity[33879] Report(A000000)", , , , ,"Entity[33879] Report(A000000[0000])","Entity[33879] Report(A000000[0100])","Entity[33879] Report(A000000[0200])","Entity[33879] Report(A000000[0300])","Entity[33879] Report(A000000[0400])","Entity[33879] Report(A000000[0500])","Entity[33879] Report(A000000[0600])","Entity[33879] Report(A000000[0700])","Entity[33879] Report(A000000[0800])","Entity[33879] Report(A000000[0900])","Entity[33879] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"18676","18676", ,"18676", ,"18676"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"1464","1464", ,"1464", ,"1464"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"4021","4021", ,"4021", ,"4021"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","8616","1242","7", ,"262","10127", ,"10127", ,"10127"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","102975","14848","3723","2318","38066","161930","-66","161864","-14489","147375"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , ,"11946", ,"11946", ,"11946", ,"11946"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"6524", ,"6524", ,"6524", ,"6524"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01500)","1500PHYSICIAN SERVICES","1837","265","1","3799","162","6064", ,"6064", ,"6064"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01600)","1600NURSING CARE","128207","18486","14463", ,"2586","163742", ,"163742", ,"163742"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","26033","3754","4113", ,"619","34519", ,"34519", ,"34519"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","6225","897","4381", ,"319","11822", ,"11822", ,"11822"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","19294","2782","12644", ,"821","35541", ,"35541", ,"35541"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION","2011","290","4","45054","24","47383", ,"47383", ,"47383"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"27597", ,"27597", ,"27597", ,"27597"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"8438", ,"8438", ,"8438", ,"8438"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03300)","3300IMAGING SERVICES"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"161", ,"161", ,"161", ,"161"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"7761", ,"7761", ,"7761", ,"7761"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"2541", ,"2541", ,"2541", ,"2541"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"716", ,"716", ,"716", ,"716"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","3569","514","330", ,"524","4937", ,"4937", ,"4937"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , ,"947", ,"38","985", ,"985", ,"985"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(05200)","5200FUNDRAISING","4233","610","20","76","2074","7013", ,"7013", ,"7013"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","22115","3188","2437","35892","4535","68167","66","68233","-35890","32343"
"Entity[33879] Report(A100000)", , , , , ,"Entity[33879] Report(A100000[0100])","Entity[33879] Report(A100000[0200])","Entity[33879] Report(A100000[0300])","Entity[33879] Report(A100000[0400])","Entity[33879] Report(A100000[0500])", ,"Entity[33879] Report(A100000[0700])","Entity[33879] Report(A100000[0800])","Entity[33879] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",33879,"A100000","Line(00500)", , ,"8616", , , , , , ,"8616"
"HOSPC","hospc_2013_DATA",33879,"A100000","Line(00600)", ,"2674","4270", ,"75494", , , ,"20537","102975"
"HOSPC","hospc_2013_DATA",33879,"A100000","Line(01500)", , ,"1837", , , , , , ,"1837"
"HOSPC","hospc_2013_DATA",33879,"A100000","Line(01600)", , ,"5171", ,"203","122833", , , ,"128207"
"HOSPC","hospc_2013_DATA",33879,"A100000","Line(02000)", , , ,"25959","74", , , , ,"26033"
"HOSPC","hospc_2013_DATA",33879,"A100000","Line(02100)", , , , , , , , ,"6225","6225"
"HOSPC","hospc_2013_DATA",33879,"A100000","Line(02400)", , , , , , , ,"19294", ,"19294"
"HOSPC","hospc_2013_DATA",33879,"A100000","Line(03000)", , , , , , , , ,"2011","2011"
"HOSPC","hospc_2013_DATA",33879,"A100000","Line(05000)", , , , ,"1035", , , ,"2534","3569"
"HOSPC","hospc_2013_DATA",33879,"A100000","Line(05200)", , , , , , , , ,"4233","4233"
"HOSPC","hospc_2013_DATA",33879,"A100000","Line(05300)", , , , ,"1958", , , ,"20157","22115"
"Entity[33879] Report(A200000)", , , , , ,"Entity[33879] Report(A200000[0100])","Entity[33879] Report(A200000[0200])","Entity[33879] Report(A200000[0300])","Entity[33879] Report(A200000[0400])","Entity[33879] Report(A200000[0500])", ,"Entity[33879] Report(A200000[0700])","Entity[33879] Report(A200000[0800])","Entity[33879] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",33879,"A200000","Line(00500)", , ,"1242", , , , , , ,"1242"
"HOSPC","hospc_2013_DATA",33879,"A200000","Line(00600)", ,"386","616", ,"10885", , , ,"2961","14848"
"HOSPC","hospc_2013_DATA",33879,"A200000","Line(01500)", , ,"265", , , , , , ,"265"
"HOSPC","hospc_2013_DATA",33879,"A200000","Line(01600)", , ,"746", ,"29","17711", , , ,"18486"
"HOSPC","hospc_2013_DATA",33879,"A200000","Line(02000)", , , ,"3743","11", , , , ,"3754"
"HOSPC","hospc_2013_DATA",33879,"A200000","Line(02100)", , , , , , , , ,"897","897"
"HOSPC","hospc_2013_DATA",33879,"A200000","Line(02400)", , , , , , , ,"2782", ,"2782"
"HOSPC","hospc_2013_DATA",33879,"A200000","Line(03000)", , , , , , , , ,"290","290"
"HOSPC","hospc_2013_DATA",33879,"A200000","Line(05000)", , , , ,"149", , , ,"365","514"
"HOSPC","hospc_2013_DATA",33879,"A200000","Line(05200)", , , , , , , , ,"610","610"
"HOSPC","hospc_2013_DATA",33879,"A200000","Line(05300)", , , , ,"282", , , ,"2906","3188"
"Entity[33879] Report(A300000)", , , , , , ,"Entity[33879] Report(A300000[0200])", , , , , ,"Entity[33879] Report(A300000[0800])","Entity[33879] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",33879,"A300000","Line(00600)", , , , , , , , ,"2318","2318"
"HOSPC","hospc_2013_DATA",33879,"A300000","Line(01000)", , , , , , , , ,"11946","11946"
"HOSPC","hospc_2013_DATA",33879,"A300000","Line(01100)", , , , , , , , ,"6524","6524"
"HOSPC","hospc_2013_DATA",33879,"A300000","Line(01500)", , ,"3500", , , , , ,"299","3799"
"HOSPC","hospc_2013_DATA",33879,"A300000","Line(03000)", , , , , , , , ,"45054","45054"
"HOSPC","hospc_2013_DATA",33879,"A300000","Line(03100)", , , , , , , , ,"27597","27597"
"HOSPC","hospc_2013_DATA",33879,"A300000","Line(03200)", , , , , , , , ,"8438","8438"
"HOSPC","hospc_2013_DATA",33879,"A300000","Line(03400)", , , , , , , , ,"161","161"
"HOSPC","hospc_2013_DATA",33879,"A300000","Line(03500)", , , , , , , , ,"7761","7761"
"HOSPC","hospc_2013_DATA",33879,"A300000","Line(03600)", , , , , , , , ,"2541","2541"
"HOSPC","hospc_2013_DATA",33879,"A300000","Line(03900)", , , , , , , , ,"716","716"
"HOSPC","hospc_2013_DATA",33879,"A300000","Line(05200)", , , , , , , , ,"76","76"
"HOSPC","hospc_2013_DATA",33879,"A300000","Line(05300)", , , , , , , , ,"35892","35892"
"Entity[33879] Report(A600010)", , , , ,"Entity[33879] Report(A600010[0000])","Entity[33879] Report(A600010[0100])","Entity[33879] Report(A600010[0200])","Entity[33879] Report(A600010[0300])", ,"Entity[33879] Report(A600010[0500])","Entity[33879] Report(A600010[0600])","Entity[33879] Report(A600010[0700])", ,"Entity[33879] Report(A600010[0900])"
"HOSPC","hospc_2013_DATA",33879,"A600010","Line(00100)","ASSOCIATION DUES ALLOCABLE TO LOBBYI","A","OTHER NONREIMBURSABLE COSTS","53", ,"66","ADMINISTRATIVE AND GENERAL","6", ,"66"
"Entity[33879] Report(A700000)", , , , , ,"Entity[33879] Report(A700000[0100])","Entity[33879] Report(A700000[0200])","Entity[33879] Report(A700000[0300])","Entity[33879] Report(A700000[0400])","Entity[33879] Report(A700000[0500])","Entity[33879] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",33879,"A700000","Line(00100)", ,"1108150", , , ,"207087","901063"
"HOSPC","hospc_2013_DATA",33879,"A700000","Line(00200)", ,"325870","2563", ,"2563", ,"328433"
"HOSPC","hospc_2013_DATA",33879,"A700000","Line(00300)", ,"4786606","9588", ,"9588", ,"4796194"
"HOSPC","hospc_2013_DATA",33879,"A700000","Line(00400)", ,"551675","1325", ,"1325", ,"553000"
"HOSPC","hospc_2013_DATA",33879,"A700000","Line(00500)", ,"583229","1668", ,"1668", ,"584897"
"HOSPC","hospc_2013_DATA",33879,"A700000","Line(00600)", ,"2060219","255768","3500","259268","308065","2011422"
"HOSPC","hospc_2013_DATA",33879,"A700000","Line(00700)", ,"9415749","270912","3500","274412","515152","9175009"
"Entity[33879] Report(A800000)", , , , ,"Entity[33879] Report(A800000[0000])","Entity[33879] Report(A800000[0100])","Entity[33879] Report(A800000[0200])","Entity[33879] Report(A800000[0300])","Entity[33879] Report(A800000[0400])"
