"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34314","D000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","", , , , , , , , , , , 
"-------------","-------------", ,"COMPUTATION OF PER DIEM COST","","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , 
"-------------","-------------", ,"","","-1","-2","-3","-4", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34314] Report(D000000[0100])", ,"Entity[34314] Report(D000000[0300])","Entity[34314] Report(D000000[0400])", , , , , , , , , , , 
"hospc_2013_DATA",34314,"D000000","Line(00100)", , , , ,"2260565", , , , , , , , , , , 
"hospc_2013_DATA",34314,"D000000","Line(00200)", , , , ,"16817", , , , , , , , , , , 
"hospc_2013_DATA",34314,"D000000","Line(00300)", , , , ,"134", , , , , , , , , , , 
"hospc_2013_DATA",34314,"D000000","Line(00400)", ,"16587", , , , , , , , , , , , , , 
"hospc_2013_DATA",34314,"D000000","Line(00500)", ,"2229625", , , , , , , , , , , , , , 
"hospc_2013_DATA",34314,"D000000","Line(01200)", , , ,"230", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
