"Entity[34014] Report(A000000)", , , , ,"Entity[34014] Report(A000000[0000])","Entity[34014] Report(A000000[0100])","Entity[34014] Report(A000000[0200])","Entity[34014] Report(A000000[0300])","Entity[34014] Report(A000000[0400])","Entity[34014] Report(A000000[0500])","Entity[34014] Report(A000000[0600])", ,"Entity[34014] Report(A000000[0800])","Entity[34014] Report(A000000[0900])","Entity[34014] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(00100)","0100CAP REL COSTS-BLDG & FIXT", , , , ,"98839","98839", ,"98839","-60748","38091"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(00200)","0200CAP REL COSTS-MVBLE EQUIP", , , , ,"34171","34171", ,"34171", ,"34171"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(00300)","0300PLANT OPERATION & MAINTENANCE", , , , ,"73588","73588", ,"73588", ,"73588"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(00400)","0400TRANSPORTATION - STAFF"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION", , , ,"6152", ,"6152", ,"6152", ,"6152"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(00600)","0600ADMINISTRATIVE & GENERAL","169983","68280","113238","99897","670607","1122005", ,"1122005","-197934","924071"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(01000)","1000INPATIENT - GENERAL CARE"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(01100)","1100INPATIENT - RESPITE CARE"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(01500)","1500PHYSICIAN SERVICES","81653","32799", ,"259454", ,"373906", ,"373906", ,"373906"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(01600)","1600NURSING CARE","428596","172161", ,"41983", ,"642740", ,"642740", ,"642740"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"405", ,"405", ,"405", ,"405"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , ,"300", ,"300", ,"300", ,"300"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","49783","19997", ,"6255", ,"76035", ,"76035", ,"76035"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","51073","20515", ,"10751", ,"82339", ,"82339", ,"82339"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(02200)","2200DIETARY COUNSELING", , , ,"28709", ,"28709", ,"28709", ,"28709"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(02300)","2300COUNSELING OTHER"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","105999","42578", ,"99098", ,"247675", ,"247675", ,"247675"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(02500)","2500OTHER"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , , ,"117846","117846", ,"117846", ,"117846"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , ,"515167","515167", ,"515167","-118477","396690"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(03200)","3200PATIENT TRANSPORTATION"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(03300)","3300IMAGING SERVICES"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , , ,"1131","1131", ,"1131", ,"1131"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(03500)","3500MEDICAL SUPPLIES", , , , ,"243433","243433", ,"243433", ,"243433"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL. E/R D"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(03900)","3900OTHER"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COST"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(05200)","5200FUNDRAISING"
"HOSPC","hospc_2013_DATA",34014,"A000000","Line(05300)","5300OTHER PROGRAM COSTS"
"Entity[34014] Report(A100000)", , , , , ,"Entity[34014] Report(A100000[0100])","Entity[34014] Report(A100000[0200])","Entity[34014] Report(A100000[0300])", ,"Entity[34014] Report(A100000[0500])", ,"Entity[34014] Report(A100000[0700])","Entity[34014] Report(A100000[0800])","Entity[34014] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34014,"A100000","Line(00600)", ,"91337","37801", , , , , ,"40845","169983"
"HOSPC","hospc_2013_DATA",34014,"A100000","Line(01500)", , ,"81653", , , , , , ,"81653"
"HOSPC","hospc_2013_DATA",34014,"A100000","Line(01600)", , , , , ,"428596", , , ,"428596"
"HOSPC","hospc_2013_DATA",34014,"A100000","Line(02000)", , , ,"49783", , , , , ,"49783"
"HOSPC","hospc_2013_DATA",34014,"A100000","Line(02100)", , , , , , , , ,"51073","51073"
"HOSPC","hospc_2013_DATA",34014,"A100000","Line(02400)", , , , , , , ,"105999", ,"105999"
"Entity[34014] Report(A200000)", , , , , ,"Entity[34014] Report(A200000[0100])","Entity[34014] Report(A200000[0200])","Entity[34014] Report(A200000[0300])", ,"Entity[34014] Report(A200000[0500])", ,"Entity[34014] Report(A200000[0700])","Entity[34014] Report(A200000[0800])","Entity[34014] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34014,"A200000","Line(00600)", ,"36689","15184", , , , , ,"16407","68280"
"HOSPC","hospc_2013_DATA",34014,"A200000","Line(01500)", , ,"32799", , , , , , ,"32799"
"HOSPC","hospc_2013_DATA",34014,"A200000","Line(01600)", , , , , ,"172161", , , ,"172161"
"HOSPC","hospc_2013_DATA",34014,"A200000","Line(02000)", , , ,"19997", , , , , ,"19997"
"HOSPC","hospc_2013_DATA",34014,"A200000","Line(02100)", , , , , , , , ,"20515","20515"
"HOSPC","hospc_2013_DATA",34014,"A200000","Line(02400)", , , , , , , ,"42578", ,"42578"
"Entity[34014] Report(A300000)", , , , , , , , , ,"Entity[34014] Report(A300000[0500])","Entity[34014] Report(A300000[0600])","Entity[34014] Report(A300000[0700])","Entity[34014] Report(A300000[0800])","Entity[34014] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34014,"A300000","Line(00500)", , , , , , , , ,"6152","6152"
"HOSPC","hospc_2013_DATA",34014,"A300000","Line(00600)", , , , , , , , ,"99897","99897"
"HOSPC","hospc_2013_DATA",34014,"A300000","Line(01500)", , , , , , , , ,"259454","259454"
"HOSPC","hospc_2013_DATA",34014,"A300000","Line(01600)", , , , , ,"41983", , , ,"41983"
"HOSPC","hospc_2013_DATA",34014,"A300000","Line(01700)", , , , , , ,"405", , ,"405"
"HOSPC","hospc_2013_DATA",34014,"A300000","Line(01900)", , , , , , ,"300", , ,"300"
"HOSPC","hospc_2013_DATA",34014,"A300000","Line(02000)", , , , , , , , ,"6255","6255"
"HOSPC","hospc_2013_DATA",34014,"A300000","Line(02100)", , , , , , , , ,"10751","10751"
"HOSPC","hospc_2013_DATA",34014,"A300000","Line(02200)", , , , , , , , ,"28709","28709"
"HOSPC","hospc_2013_DATA",34014,"A300000","Line(02400)", , , , , , , ,"99098", ,"99098"
"Entity[34014] Report(A700000)", , , , , ,"Entity[34014] Report(A700000[0100])","Entity[34014] Report(A700000[0200])", ,"Entity[34014] Report(A700000[0400])", ,"Entity[34014] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",34014,"A700000","Line(00400)", ,"65655", , , , ,"65655"
"HOSPC","hospc_2013_DATA",34014,"A700000","Line(00600)", ,"325323","26763", ,"26763", ,"352086"
"HOSPC","hospc_2013_DATA",34014,"A700000","Line(00700)", ,"390978","26763", ,"26763", ,"417741"
"Entity[34014] Report(A800000)", , , , ,"Entity[34014] Report(A800000[0000])","Entity[34014] Report(A800000[0100])","Entity[34014] Report(A800000[0200])","Entity[34014] Report(A800000[0300])","Entity[34014] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",34014,"A800000","Line(00300)", , ,"-179225"
"HOSPC","hospc_2013_DATA",34014,"A800000","Line(00800)","DONATION","A","-6633","ADMINISTRATIVE & GENERAL","6"
"HOSPC","hospc_2013_DATA",34014,"A800000","Line(00801)","INTEREST","A","-25059","ADMINISTRATIVE & GENERAL","6"
"HOSPC","hospc_2013_DATA",34014,"A800000","Line(00802)","BAD DEBTS","A","-165220","ADMINISTRATIVE & GENERAL","6"
"HOSPC","hospc_2013_DATA",34014,"A800000","Line(00803)","OTHER INCOME","A","-1022","ADMINISTRATIVE & GENERAL","6"
"Entity[34014] Report(A81000A)", , , , , ,"Entity[34014] Report(A81000A[0100])","Entity[34014] Report(A81000A[0200])","Entity[34014] Report(A81000A[0300])","Entity[34014] Report(A81000A[0400])","Entity[34014] Report(A81000A[0500])","Entity[34014] Report(A81000A[0600])"
"HOSPC","hospc_2013_DATA",34014,"A81000A","Line(00100)", ,"1","CAP REL COSTS-BLDG & FIXT","RENT EXPENSE","38091","98839","-60748"
"HOSPC","hospc_2013_DATA",34014,"A81000A","Line(00200)", ,"31","DURABLE MEDICAL EQUIPMENT/OXYGEN","DME","396690","515167","-118477"
