"Entity[32589] Report(G000000)", , , , , ,"Entity[32589] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(00100)", ,"-2522"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(00400)", ,"52835"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(00800)", ,"5466"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(01100)", ,"55779"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(02300)", ,"20233"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(02400)", ,"1475"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(02700)", ,"18758"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(02900)", ,"3936"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(03100)", ,"100000"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(03200)", ,"103936"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(03300)", ,"178473"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(03400)", ,"49771"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(03500)", ,"30041"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(03600)", ,"13103"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(03700)", ,"50000"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(04200)", ,"142915"
"HOSPC","hospc_2013_DATA",32589,"G000000","Line(05100)", ,"-270576"
"Entity[32589] Report(G100000)", , , , ,"Entity[32589] Report(G100000[0000])","Entity[32589] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",32589,"G100000","Line(00200)", ,"-320576"
"HOSPC","hospc_2013_DATA",32589,"G100000","Line(00300)", ,"-320576"
"HOSPC","hospc_2013_DATA",32589,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SP","50000"
"HOSPC","hospc_2013_DATA",32589,"G100000","Line(01000)", ,"50000"
"HOSPC","hospc_2013_DATA",32589,"G100000","Line(01100)", ,"-270576"
"HOSPC","hospc_2013_DATA",32589,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SP"
"Entity[32589] Report(G200001)", , , , , ,"Entity[32589] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",32589,"G200001","Line(00100)", ,"26404"
"HOSPC","hospc_2013_DATA",32589,"G200001","Line(00300)", ,"9174"
"HOSPC","hospc_2013_DATA",32589,"G200001","Line(00500)", ,"17257"
"Entity[32589] Report(G200002)", , , , ,"Entity[32589] Report(G200002[0000])","Entity[32589] Report(G200002[0100])","Entity[32589] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",32589,"G200002","Line(00100)", , ,"212761"
"HOSPC","hospc_2013_DATA",32589,"G200002","Line(00200)","DD (SPECIFY)"
"HOSPC","hospc_2013_DATA",32589,"G200002","Line(00700)","LOSS FROM PROVIDER 16-1602","160651"
"HOSPC","hospc_2013_DATA",32589,"G200002","Line(00800)", , ,"160651"
"HOSPC","hospc_2013_DATA",32589,"G200002","Line(00900)","DEDUCT (SPECIFY) ROUNDING","1"
"HOSPC","hospc_2013_DATA",32589,"G200002","Line(01300)","MEDICAID ROOM AND BOARD","17257"
"HOSPC","hospc_2013_DATA",32589,"G200002","Line(01400)", , ,"17258"
"HOSPC","hospc_2013_DATA",32589,"G200002","Line(01500)", , ,"356154"
