"Entity[34063] Report(A000000)", , , , ,"Entity[34063] Report(A000000[0000])","Entity[34063] Report(A000000[0100])","Entity[34063] Report(A000000[0200])","Entity[34063] Report(A000000[0300])","Entity[34063] Report(A000000[0400])","Entity[34063] Report(A000000[0500])","Entity[34063] Report(A000000[0600])", ,"Entity[34063] Report(A000000[0800])","Entity[34063] Report(A000000[0900])","Entity[34063] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"17990","17990", ,"17990", ,"17990"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"4146","4146", ,"4146", ,"4146"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"4174","4174", ,"4174", ,"4174"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","48389","6251", , ,"627","55267", ,"55267", ,"55267"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","74954","9683","5889","22071","47555","160152", ,"160152", ,"160152"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"3946", ,"3946", ,"3946", ,"3946"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"15000", ,"15000", ,"15000", ,"15000"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(01600)","1600NURSING CARE","110269","14246","17827", ,"1790","144132", ,"144132", ,"144132"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","25957","3353","4631", ,"297","34238", ,"34238", ,"34238"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","85846","11090","7195", ,"593","104724", ,"104724", ,"104724"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","35972","4647","15774", ,"1199","57592", ,"57592", ,"57592"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"26074", ,"26074", ,"26074", ,"26074"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"27382", ,"27382", ,"27382", ,"27382"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(03200)","3200PATIENT TRANSPORTATION"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(03300)","3300IMAGING SERVICES"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"641", ,"641", ,"641", ,"641"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"10025", ,"10025", ,"10025", ,"10025"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"1386", ,"1386", ,"1386", ,"1386"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"3322", ,"3322", ,"3322", ,"3322"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","22037","2847","1073", ,"474","26431", ,"26431", ,"26431"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , ,"6311", , ,"6311", ,"6311", ,"6311"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(05200)","5200FUNDRAISING", , , , ,"4","4", ,"4", ,"4"
"HOSPC","hospc_2013_DATA",34063,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","6229","805","1034","48771","14512","71351", ,"71351","-48771","22580"
"Entity[34063] Report(A100000)", , , , , , , ,"Entity[34063] Report(A100000[0300])","Entity[34063] Report(A100000[0400])","Entity[34063] Report(A100000[0500])", ,"Entity[34063] Report(A100000[0700])","Entity[34063] Report(A100000[0800])","Entity[34063] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34063,"A100000","Line(00500)", , , , ,"48389", , , , ,"48389"
"HOSPC","hospc_2013_DATA",34063,"A100000","Line(00600)", , , , , , , , ,"74954","74954"
"HOSPC","hospc_2013_DATA",34063,"A100000","Line(01600)", , , , ,"33499","76770", , , ,"110269"
"HOSPC","hospc_2013_DATA",34063,"A100000","Line(02000)", , , ,"25957", , , , , ,"25957"
"HOSPC","hospc_2013_DATA",34063,"A100000","Line(02100)", , , , , , , , ,"85846","85846"
"HOSPC","hospc_2013_DATA",34063,"A100000","Line(02400)", , , , , , , ,"35972", ,"35972"
"HOSPC","hospc_2013_DATA",34063,"A100000","Line(05000)", , , , , , , , ,"22037","22037"
"HOSPC","hospc_2013_DATA",34063,"A100000","Line(05300)", , , , , , , , ,"6229","6229"
"Entity[34063] Report(A200000)", , , , , , , ,"Entity[34063] Report(A200000[0300])","Entity[34063] Report(A200000[0400])","Entity[34063] Report(A200000[0500])", ,"Entity[34063] Report(A200000[0700])","Entity[34063] Report(A200000[0800])","Entity[34063] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34063,"A200000","Line(00500)", , , , ,"6251", , , , ,"6251"
"HOSPC","hospc_2013_DATA",34063,"A200000","Line(00600)", , , , , , , , ,"9683","9683"
"HOSPC","hospc_2013_DATA",34063,"A200000","Line(01600)", , , , ,"4328","9918", , , ,"14246"
"HOSPC","hospc_2013_DATA",34063,"A200000","Line(02000)", , , ,"3353", , , , , ,"3353"
"HOSPC","hospc_2013_DATA",34063,"A200000","Line(02100)", , , , , , , , ,"11090","11090"
"HOSPC","hospc_2013_DATA",34063,"A200000","Line(02400)", , , , , , , ,"4647", ,"4647"
"HOSPC","hospc_2013_DATA",34063,"A200000","Line(05000)", , , , , , , , ,"2847","2847"
"HOSPC","hospc_2013_DATA",34063,"A200000","Line(05300)", , , , , , , , ,"805","805"
"Entity[34063] Report(A300000)", , , , , , ,"Entity[34063] Report(A300000[0200])", , , , , ,"Entity[34063] Report(A300000[0800])","Entity[34063] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34063,"A300000","Line(00600)", , , , , , , , ,"22071","22071"
"HOSPC","hospc_2013_DATA",34063,"A300000","Line(01100)", , , , , , , , ,"3946","3946"
"HOSPC","hospc_2013_DATA",34063,"A300000","Line(01500)", , ,"15000", , , , , , ,"15000"
"HOSPC","hospc_2013_DATA",34063,"A300000","Line(03000)", , , , , , , , ,"26074","26074"
"HOSPC","hospc_2013_DATA",34063,"A300000","Line(03100)", , , , , , , , ,"27382","27382"
"HOSPC","hospc_2013_DATA",34063,"A300000","Line(03400)", , , , , , , , ,"641","641"
"HOSPC","hospc_2013_DATA",34063,"A300000","Line(03500)", , , , , , , , ,"10025","10025"
"HOSPC","hospc_2013_DATA",34063,"A300000","Line(03600)", , , , , , , , ,"1386","1386"
"HOSPC","hospc_2013_DATA",34063,"A300000","Line(03900)", , , , , , , , ,"3322","3322"
"HOSPC","hospc_2013_DATA",34063,"A300000","Line(05300)", , , , , , , , ,"48771","48771"
"Entity[34063] Report(A700000)", , , , , ,"Entity[34063] Report(A700000[0100])", , , , ,"Entity[34063] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",34063,"A700000","Line(00300)", ,"492000", , , , ,"492000"
"HOSPC","hospc_2013_DATA",34063,"A700000","Line(00600)", ,"64493", , , , ,"64493"
"HOSPC","hospc_2013_DATA",34063,"A700000","Line(00700)", ,"556493", , , , ,"556493"
"Entity[34063] Report(A800000)", , , , ,"Entity[34063] Report(A800000[0000])","Entity[34063] Report(A800000[0100])","Entity[34063] Report(A800000[0200])","Entity[34063] Report(A800000[0300])","Entity[34063] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",34063,"A800000","Line(00800)","MEDICAID_ROOM_AND_BOARD","A","-48771","OTHER NONREIMBURSABLE COSTS","53"
