"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34378","D000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","", , , , , , , , , , , 
"-------------","-------------", ,"COMPUTATION OF PER DIEM COST","","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , 
"-------------","-------------", ,"","","-1","-2","-3","-4", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34378] Report(D000000[0100])","Entity[34378] Report(D000000[0200])","Entity[34378] Report(D000000[0300])","Entity[34378] Report(D000000[0400])", , , , , , , , , , , 
"hospc_2013_DATA",34378,"D000000","Line(00100)", , , , ,"638788", , , , , , , , , , , 
"hospc_2013_DATA",34378,"D000000","Line(00200)", , , , ,"4696", , , , , , , , , , , 
"hospc_2013_DATA",34378,"D000000","Line(00300)", , , , ,"136", , , , , , , , , , , 
"hospc_2013_DATA",34378,"D000000","Line(00400)", ,"4316", , , , , , , , , , , , , , 
"hospc_2013_DATA",34378,"D000000","Line(00500)", ,"587105", , , , , , , , , , , , , , 
"hospc_2013_DATA",34378,"D000000","Line(00600)", , ,"156", , , , , , , , , , , , , 
"hospc_2013_DATA",34378,"D000000","Line(00700)", , ,"21221", , , , , , , , , , , , , 
"hospc_2013_DATA",34378,"D000000","Line(01200)", , , ,"224", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
