"Entity[34019] Report(A000000)", , , , ,"Entity[34019] Report(A000000[0000])","Entity[34019] Report(A000000[0100])","Entity[34019] Report(A000000[0200])","Entity[34019] Report(A000000[0300])","Entity[34019] Report(A000000[0400])","Entity[34019] Report(A000000[0500])","Entity[34019] Report(A000000[0600])","Entity[34019] Report(A000000[0700])","Entity[34019] Report(A000000[0800])","Entity[34019] Report(A000000[0900])","Entity[34019] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"3429","3429", ,"3429", ,"3429"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , ,"4120","24551","28671", ,"28671", ,"28671"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","12172","2492", , , ,"14664", ,"14664", ,"14664"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","400971","82099","11280","12574","155762","662686","-164","662522","-16777","645745"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , ,"1734","1734", ,"1734", ,"1734"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"1064", ,"1064", ,"1064", ,"1064"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(01500)","1500PHYSICIAN SERVICES","30500","6245", ,"100", ,"36845", ,"36845", ,"36845"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(01600)","1600NURSING CARE","452117","92571","54872","4493", ,"604053", ,"604053", ,"604053"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","59594","12202","4574","434","34","76838", ,"76838", ,"76838"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","48668","9965","6451","434","670","66188", ,"66188", ,"66188"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","154825","31700","41944","2574", ,"231043", ,"231043", ,"231043"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"101842", ,"101842", ,"101842", ,"101842"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , ,"108931","108931", ,"108931", ,"108931"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(03200)","3200PATIENT TRANSPORTATION"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(03300)","3300IMAGING SERVICES"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"22515", ,"22515", ,"22515", ,"22515"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"11214", ,"11214", ,"11214", ,"11214"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"569", ,"569", ,"569", ,"569"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS", , , , ,"14073","14073", ,"14073", ,"14073"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , ,"2005", ,"743","2748", ,"2748", ,"2748"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(05200)","5200FUNDRAISING","47633","9753", , ,"11659","69045", ,"69045", ,"69045"
"HOSPC","hospc_2013_DATA",34019,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","84873","17378","6760","347538","59698","516247","164","516411","-374538","141873"
"Entity[34019] Report(A100000)", , , , , ,"Entity[34019] Report(A100000[0100])","Entity[34019] Report(A100000[0200])","Entity[34019] Report(A100000[0300])", ,"Entity[34019] Report(A100000[0500])", ,"Entity[34019] Report(A100000[0700])","Entity[34019] Report(A100000[0800])","Entity[34019] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34019,"A100000","Line(00500)", , ,"12172", , , , , , ,"12172"
"HOSPC","hospc_2013_DATA",34019,"A100000","Line(00600)", ,"47254","88669", , ,"17919", , ,"247129","400971"
"HOSPC","hospc_2013_DATA",34019,"A100000","Line(01500)", , ,"30500", , , , , , ,"30500"
"HOSPC","hospc_2013_DATA",34019,"A100000","Line(01600)", , ,"78559", , ,"373558", , , ,"452117"
"HOSPC","hospc_2013_DATA",34019,"A100000","Line(02000)", , , ,"59594", , , , , ,"59594"
"HOSPC","hospc_2013_DATA",34019,"A100000","Line(02100)", , , , , , , , ,"48668","48668"
"HOSPC","hospc_2013_DATA",34019,"A100000","Line(02400)", , , , , , , ,"154825", ,"154825"
"HOSPC","hospc_2013_DATA",34019,"A100000","Line(05200)", , , , , , , , ,"47633","47633"
"HOSPC","hospc_2013_DATA",34019,"A100000","Line(05300)", , , , , , , , ,"84873","84873"
"Entity[34019] Report(A200000)", , , , , ,"Entity[34019] Report(A200000[0100])","Entity[34019] Report(A200000[0200])","Entity[34019] Report(A200000[0300])", ,"Entity[34019] Report(A200000[0500])", ,"Entity[34019] Report(A200000[0700])","Entity[34019] Report(A200000[0800])","Entity[34019] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34019,"A200000","Line(00500)", , ,"2492", , , , , , ,"2492"
"HOSPC","hospc_2013_DATA",34019,"A200000","Line(00600)", ,"9675","18155", , ,"3669", , ,"50600","82099"
"HOSPC","hospc_2013_DATA",34019,"A200000","Line(01500)", , ,"6245", , , , , , ,"6245"
"HOSPC","hospc_2013_DATA",34019,"A200000","Line(01600)", , ,"16085", , ,"76486", , , ,"92571"
"HOSPC","hospc_2013_DATA",34019,"A200000","Line(02000)", , , ,"12202", , , , , ,"12202"
"HOSPC","hospc_2013_DATA",34019,"A200000","Line(02100)", , , , , , , , ,"9965","9965"
"HOSPC","hospc_2013_DATA",34019,"A200000","Line(02400)", , , , , , , ,"31700", ,"31700"
"HOSPC","hospc_2013_DATA",34019,"A200000","Line(05200)", , , , , , , , ,"9753","9753"
"HOSPC","hospc_2013_DATA",34019,"A200000","Line(05300)", , , , , , , , ,"17378","17378"
"Entity[34019] Report(A300000)", , , , , , , ,"Entity[34019] Report(A300000[0300])", ,"Entity[34019] Report(A300000[0500])","Entity[34019] Report(A300000[0600])","Entity[34019] Report(A300000[0700])","Entity[34019] Report(A300000[0800])","Entity[34019] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34019,"A300000","Line(00300)", , , , , , , , ,"4120","4120"
"HOSPC","hospc_2013_DATA",34019,"A300000","Line(00600)", , , , , ,"32","598", ,"11944","12574"
"HOSPC","hospc_2013_DATA",34019,"A300000","Line(01100)", , , , , , , , ,"1064","1064"
"HOSPC","hospc_2013_DATA",34019,"A300000","Line(01500)", , , , , , , , ,"100","100"
"HOSPC","hospc_2013_DATA",34019,"A300000","Line(01600)", , , , , ,"4493", , , ,"4493"
"HOSPC","hospc_2013_DATA",34019,"A300000","Line(02000)", , , ,"434", , , , , ,"434"
"HOSPC","hospc_2013_DATA",34019,"A300000","Line(02100)", , , , , , , , ,"434","434"
"HOSPC","hospc_2013_DATA",34019,"A300000","Line(02400)", , , , , , , ,"2574", ,"2574"
"HOSPC","hospc_2013_DATA",34019,"A300000","Line(03000)", , , , , , , , ,"101842","101842"
"HOSPC","hospc_2013_DATA",34019,"A300000","Line(03500)", , , , , , , , ,"22515","22515"
"HOSPC","hospc_2013_DATA",34019,"A300000","Line(03600)", , , , , , , , ,"11214","11214"
"HOSPC","hospc_2013_DATA",34019,"A300000","Line(03900)", , , , , , , , ,"569","569"
"HOSPC","hospc_2013_DATA",34019,"A300000","Line(05300)", , , , , , , , ,"347538","347538"
"Entity[34019] Report(A600010)", , , , ,"Entity[34019] Report(A600010[0000])","Entity[34019] Report(A600010[0100])","Entity[34019] Report(A600010[0200])","Entity[34019] Report(A600010[0300])", ,"Entity[34019] Report(A600010[0500])","Entity[34019] Report(A600010[0600])","Entity[34019] Report(A600010[0700])", ,"Entity[34019] Report(A600010[0900])"
"HOSPC","hospc_2013_DATA",34019,"A600010","Line(00100)","ASSOCIATION_DUES_ALLOCABLE_TO_LOBBYI","A","OTHER NONREIMBURSABLE COSTS","53", ,"164","ADMINISTRATIVE AND GENERAL","6", ,"164"
"Entity[34019] Report(A700000)", , , , , ,"Entity[34019] Report(A700000[0100])", ,"Entity[34019] Report(A700000[0300])","Entity[34019] Report(A700000[0400])", ,"Entity[34019] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",34019,"A700000","Line(00200)", ,"5677", , , , ,"5677"
"HOSPC","hospc_2013_DATA",34019,"A700000","Line(00300)", ,"208009", ,"144538","144538", ,"352547"
"HOSPC","hospc_2013_DATA",34019,"A700000","Line(00500)", ,"36698", , , , ,"36698"
"HOSPC","hospc_2013_DATA",34019,"A700000","Line(00600)", ,"29491", , , , ,"29491"
"HOSPC","hospc_2013_DATA",34019,"A700000","Line(00700)", ,"279875", ,"144538","144538", ,"424413"
"Entity[34019] Report(A800000)", , , , ,"Entity[34019] Report(A800000[0000])","Entity[34019] Report(A800000[0100])","Entity[34019] Report(A800000[0200])","Entity[34019] Report(A800000[0300])","Entity[34019] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",34019,"A800000","Line(00600)", ,"A","-16777","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",34019,"A800000","Line(00800)","MEDICAID_ROOM_AND_BOARD","A","-374538","OTHER NONREIMBURSABLE COSTS","53"
