"Entity[33973] Report(A000000)", , , , ,"Entity[33973] Report(A000000[0000])","Entity[33973] Report(A000000[0100])","Entity[33973] Report(A000000[0200])","Entity[33973] Report(A000000[0300])","Entity[33973] Report(A000000[0400])","Entity[33973] Report(A000000[0500])","Entity[33973] Report(A000000[0600])","Entity[33973] Report(A000000[0700])","Entity[33973] Report(A000000[0800])","Entity[33973] Report(A000000[0900])","Entity[33973] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"126465","126465", ,"126465", ,"126465"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"12522","12522", ,"12522", ,"12522"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"55428","55428", ,"55428", ,"55428"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","26052","4699","57", ,"1295","32103", ,"32103", ,"32103"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","384157","69290","13566","20128","112646","599787","-575","599212","-712","598500"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","830090","149720","8807","125127","21530","1135274", ,"1135274", ,"1135274"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01500)","1500PHYSICIAN SERVICES","15956","2878","9","18836","1401","39080", ,"39080", ,"39080"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01600)","1600NURSING CARE","538706","97165","69452", ,"13458","718781", ,"718781", ,"718781"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","69239","12488","10165", ,"2731","94623", ,"94623", ,"94623"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","33136","5977","6480", ,"479","46072", ,"46072", ,"46072"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","223756","40358","96457","5823","7872","374266", ,"374266", ,"374266"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , ,"1959", ,"1959", ,"1959", ,"1959"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION","1919","346", ,"185746","115","188126", ,"188126", ,"188126"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"21677", ,"21677", ,"21677", ,"21677"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"19699", ,"19699", ,"19699", ,"19699"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03300)","3300IMAGING SERVICES"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"1573", ,"1573", ,"1573", ,"1573"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"42507", ,"42507", ,"42507", ,"42507"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"1330", ,"1330", ,"1330", ,"1330"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"254", ,"254", ,"254", ,"254"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","26552","4789","1703", ,"4244","37288", ,"37288", ,"37288"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , ,"2390", ,"328","2718", ,"2718", ,"2718"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(05200)","5200FUNDRAISING","36760","6630","171","658","18012","62231", ,"62231", ,"62231"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","70851","12780","8610","908888","19889","1021018","575","1021593","-908868","112725"
"Entity[33973] Report(A100000)", , , , , ,"Entity[33973] Report(A100000[0100])","Entity[33973] Report(A100000[0200])","Entity[33973] Report(A100000[0300])","Entity[33973] Report(A100000[0400])","Entity[33973] Report(A100000[0500])", ,"Entity[33973] Report(A100000[0700])","Entity[33973] Report(A100000[0800])","Entity[33973] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",33973,"A100000","Line(00500)", , ,"7535", ,"18517", , , , ,"26052"
"HOSPC","hospc_2013_DATA",33973,"A100000","Line(00600)", ,"23224","37089", ,"158948", , , ,"164896","384157"
"HOSPC","hospc_2013_DATA",33973,"A100000","Line(01000)", , , ,"15915","104620","558311", ,"145","151099","830090"
"HOSPC","hospc_2013_DATA",33973,"A100000","Line(01500)", , ,"15956", , , , , , ,"15956"
"HOSPC","hospc_2013_DATA",33973,"A100000","Line(01600)", , ,"14664", ,"49523","474519", , , ,"538706"
"HOSPC","hospc_2013_DATA",33973,"A100000","Line(02000)", , , ,"68599","640", , , , ,"69239"
"HOSPC","hospc_2013_DATA",33973,"A100000","Line(02100)", , , , , , , , ,"33136","33136"
"HOSPC","hospc_2013_DATA",33973,"A100000","Line(02400)", , , , , , , ,"223756", ,"223756"
"HOSPC","hospc_2013_DATA",33973,"A100000","Line(03000)", , , , , , , , ,"1919","1919"
"HOSPC","hospc_2013_DATA",33973,"A100000","Line(05000)", , , , ,"8989", , , ,"17563","26552"
"HOSPC","hospc_2013_DATA",33973,"A100000","Line(05200)", , , , , , , , ,"36760","36760"
"HOSPC","hospc_2013_DATA",33973,"A100000","Line(05300)", , , , ,"17007", , , ,"53844","70851"
"Entity[33973] Report(A200000)", , , , , ,"Entity[33973] Report(A200000[0100])","Entity[33973] Report(A200000[0200])","Entity[33973] Report(A200000[0300])","Entity[33973] Report(A200000[0400])","Entity[33973] Report(A200000[0500])", ,"Entity[33973] Report(A200000[0700])","Entity[33973] Report(A200000[0800])","Entity[33973] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",33973,"A200000","Line(00500)", , ,"1359", ,"3340", , , , ,"4699"
"HOSPC","hospc_2013_DATA",33973,"A200000","Line(00600)", ,"4189","6690", ,"28669", , , ,"29742","69290"
"HOSPC","hospc_2013_DATA",33973,"A200000","Line(01000)", , , ,"2870","18870","100701", ,"26","27253","149720"
"HOSPC","hospc_2013_DATA",33973,"A200000","Line(01500)", , ,"2878", , , , , , ,"2878"
"HOSPC","hospc_2013_DATA",33973,"A200000","Line(01600)", , ,"2645", ,"8932","85588", , , ,"97165"
"HOSPC","hospc_2013_DATA",33973,"A200000","Line(02000)", , , ,"12373","115", , , , ,"12488"
"HOSPC","hospc_2013_DATA",33973,"A200000","Line(02100)", , , , , , , , ,"5977","5977"
"HOSPC","hospc_2013_DATA",33973,"A200000","Line(02400)", , , , , , , ,"40358", ,"40358"
"HOSPC","hospc_2013_DATA",33973,"A200000","Line(03000)", , , , , , , , ,"346","346"
"HOSPC","hospc_2013_DATA",33973,"A200000","Line(05000)", , , , ,"1621", , , ,"3168","4789"
"HOSPC","hospc_2013_DATA",33973,"A200000","Line(05200)", , , , , , , , ,"6630","6630"
"HOSPC","hospc_2013_DATA",33973,"A200000","Line(05300)", , , , ,"3068", , , ,"9712","12780"
"Entity[33973] Report(A300000)", , , , , , ,"Entity[33973] Report(A300000[0200])", , , ,"Entity[33973] Report(A300000[0600])","Entity[33973] Report(A300000[0700])","Entity[33973] Report(A300000[0800])","Entity[33973] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",33973,"A300000","Line(00600)", , , , , , , , ,"20128","20128"
"HOSPC","hospc_2013_DATA",33973,"A300000","Line(01000)", , ,"4995", , , , , ,"120132","125127"
"HOSPC","hospc_2013_DATA",33973,"A300000","Line(01500)", , ,"18700", , , , , ,"136","18836"
"HOSPC","hospc_2013_DATA",33973,"A300000","Line(02400)", , , , , , , ,"5823", ,"5823"
"HOSPC","hospc_2013_DATA",33973,"A300000","Line(02500)", , , , , , ,"1959", , ,"1959"
"HOSPC","hospc_2013_DATA",33973,"A300000","Line(03000)", , , , , , , , ,"185746","185746"
"HOSPC","hospc_2013_DATA",33973,"A300000","Line(03100)", , , , , , , , ,"21677","21677"
"HOSPC","hospc_2013_DATA",33973,"A300000","Line(03200)", , , , , , , , ,"19699","19699"
"HOSPC","hospc_2013_DATA",33973,"A300000","Line(03400)", , , , , , , , ,"1573","1573"
"HOSPC","hospc_2013_DATA",33973,"A300000","Line(03500)", , , , , , , , ,"42507","42507"
"HOSPC","hospc_2013_DATA",33973,"A300000","Line(03600)", , , , , , , , ,"1330","1330"
"HOSPC","hospc_2013_DATA",33973,"A300000","Line(03900)", , , , , , , , ,"254","254"
"HOSPC","hospc_2013_DATA",33973,"A300000","Line(05200)", , , , , , , , ,"658","658"
"HOSPC","hospc_2013_DATA",33973,"A300000","Line(05300)", , , , , , , , ,"908888","908888"
"Entity[33973] Report(A600010)", , , , ,"Entity[33973] Report(A600010[0000])","Entity[33973] Report(A600010[0100])","Entity[33973] Report(A600010[0200])","Entity[33973] Report(A600010[0300])", ,"Entity[33973] Report(A600010[0500])","Entity[33973] Report(A600010[0600])","Entity[33973] Report(A600010[0700])", ,"Entity[33973] Report(A600010[0900])"
"HOSPC","hospc_2013_DATA",33973,"A600010","Line(00100)","ASSOCIATION DUES ALLOCABLE TO LOBBYI","A","OTHER NONREIMBURSABLE COSTS","53", ,"575","ADMINISTRATIVE AND GENERAL","6", ,"575"
"Entity[33973] Report(A700000)", , , , , ,"Entity[33973] Report(A700000[0100])","Entity[33973] Report(A700000[0200])","Entity[33973] Report(A700000[0300])","Entity[33973] Report(A700000[0400])","Entity[33973] Report(A700000[0500])","Entity[33973] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",33973,"A700000","Line(00100)", ,"1108150", , , ,"207087","901063"
"HOSPC","hospc_2013_DATA",33973,"A700000","Line(00200)", ,"325870","2563", ,"2563", ,"328433"
"HOSPC","hospc_2013_DATA",33973,"A700000","Line(00300)", ,"4786606","9588", ,"9588", ,"4796194"
"HOSPC","hospc_2013_DATA",33973,"A700000","Line(00400)", ,"551675","1325", ,"1325", ,"553000"
"HOSPC","hospc_2013_DATA",33973,"A700000","Line(00500)", ,"583229","1668", ,"1668", ,"584897"
"HOSPC","hospc_2013_DATA",33973,"A700000","Line(00600)", ,"2060219","255768","3500","259268","308065","2011422"
