"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35878","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35878] Report(A000000[0000])","Entity[35878] Report(A000000[0100])","Entity[35878] Report(A000000[0200])","Entity[35878] Report(A000000[0300])","Entity[35878] Report(A000000[0400])","Entity[35878] Report(A000000[0500])","Entity[35878] Report(A000000[0600])", ,"Entity[35878] Report(A000000[0800])","Entity[35878] Report(A000000[0900])","Entity[35878] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"376489","376489", ,"376489","-7740","368749", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"38538","38538", ,"38538","-33605","4933", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"8198","8198", ,"8198", ,"8198", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35878,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","42263","10047","612", ,"231","53153", ,"53153","-369","52784", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(00601)","0621A&G SHARED COSTS","600600","122939","2250","86906","440939","1253634", ,"1253634","301545","1555179", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","551777","131167","1138","53601","45761","783444", ,"783444","-3408","780036", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"27575", ,"27575", ,"27575", ,"27575", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(01500)","1500PHYSICIAN SERVICES","18759","4459","824", ,"99231","123273", ,"123273","-69","123204", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(01600)","1600NURSING CARE","1050213","249655","61965", , ,"1361833", ,"1361833","-3845","1357988", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C","2072","493","210", , ,"2775", ,"2775","-8","2767", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35878,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35878,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35878,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","222758","52954","18690", , ,"294402", ,"294402","-816","293586", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","81570","19391","12481", , ,"113442", ,"113442","-299","113143", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(02200)","2200DIETARY COUNSELING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35878,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35878,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","254936","60603","50636", , ,"366175", ,"366175","-933","365242", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35878,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35878,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , , ,"8504","8504", ,"8504", ,"8504", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(03030)","3030ANALGESICS", , , , ,"46393","46393", ,"46393", ,"46393", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , , ,"5917","5917", ,"5917", ,"5917", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(03032)","3032OTHER - SPECIFY", , , , ,"212406","212406", ,"212406", ,"212406", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , ,"215704","215704", ,"215704", ,"215704", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , , ,"97575","97575", ,"97575", ,"97575", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(03300)","3300IMAGING SERVICES", , , , ,"9076","9076", ,"9076", ,"9076", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , , ,"3720","3720", ,"3720", ,"3720", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"95798","95798", ,"95798", ,"95798", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , , ,"6595","6595", ,"6595", ,"6595", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(03700)","3700RADIATION THERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35878,"A000000","Line(03800)","3800CHEMOTHERAPY", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35878,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , , ,"84661","84661", ,"84661","-84661", , , , , , 
"hospc_2013_DATA",35878,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","50130","11917","980", ,"1215","64242", ,"64242","-184","64058", , , , , 
"hospc_2013_DATA",35878,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35878,"A000000","Line(05200)","5200FUNDRAISING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",35878,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35878","A100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","","", , , , , , 
"-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)", , , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9", , , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","","", , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[35878] Report(A100000[0100])","Entity[35878] Report(A100000[0200])","Entity[35878] Report(A100000[0300])","Entity[35878] Report(A100000[0400])","Entity[35878] Report(A100000[0500])", ,"Entity[35878] Report(A100000[0700])","Entity[35878] Report(A100000[0800])","Entity[35878] Report(A100000[0900])", , , , , , 
"hospc_2013_DATA",35878,"A100000","Line(00500)", , , , , , , , ,"42263","42263", , , , , , 
"hospc_2013_DATA",35878,"A100000","Line(00601)", ,"164787","65352", , , , , ,"370461","600600", , , , , , 
"hospc_2013_DATA",35878,"A100000","Line(01000)", , , ,"24378", ,"417141", ,"110258", ,"551777", , , , , , 
"hospc_2013_DATA",35878,"A100000","Line(01500)", , , , , , , , ,"18759","18759", , , , , , 
"hospc_2013_DATA",35878,"A100000","Line(01600)", , , , ,"120682","929531", , , ,"1050213", , , , , , 
"hospc_2013_DATA",35878,"A100000","Line(01620)", , , , , ,"2072", , , ,"2072", , , , , , 
"hospc_2013_DATA",35878,"A100000","Line(02000)", , , ,"222758", , , , , ,"222758", , , , , , 
"hospc_2013_DATA",35878,"A100000","Line(02100)", , , , , , , , ,"81570","81570", , , , , , 
"hospc_2013_DATA",35878,"A100000","Line(02400)", , , , , , , ,"254936", ,"254936", , , , , , 
"hospc_2013_DATA",35878,"A100000","Line(05000)", , , , , , , , ,"50130","50130", , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35878","A200000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","","", , , , , , 
"-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)", , , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9", , , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","","", , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[35878] Report(A200000[0100])","Entity[35878] Report(A200000[0200])","Entity[35878] Report(A200000[0300])","Entity[35878] Report(A200000[0400])","Entity[35878] Report(A200000[0500])", ,"Entity[35878] Report(A200000[0700])","Entity[35878] Report(A200000[0800])","Entity[35878] Report(A200000[0900])", , , , , , 
"hospc_2013_DATA",35878,"A200000","Line(00500)", , , , , , , , ,"10047","10047", , , , , , 
"hospc_2013_DATA",35878,"A200000","Line(00601)", ,"33731","13377", , , , , ,"75831","122939", , , , , , 
"hospc_2013_DATA",35878,"A200000","Line(01000)", , , ,"5795", ,"99162", ,"26210", ,"131167", , , , , , 
"hospc_2013_DATA",35878,"A200000","Line(01500)", , , , , , , , ,"4459","4459", , , , , , 
"hospc_2013_DATA",35878,"A200000","Line(01600)", , , , ,"28688","220967", , , ,"249655", , , , , , 
"hospc_2013_DATA",35878,"A200000","Line(01620)", , , , , ,"493", , , ,"493", , , , , , 
"hospc_2013_DATA",35878,"A200000","Line(02000)", , , ,"52954", , , , , ,"52954", , , , , , 
"hospc_2013_DATA",35878,"A200000","Line(02100)", , , , , , , , ,"19391","19391", , , , , , 
"hospc_2013_DATA",35878,"A200000","Line(02400)", , , , , , , ,"60603", ,"60603", , , , , , 
"hospc_2013_DATA",35878,"A200000","Line(05000)", , , , , , , , ,"11917","11917", , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35878","A300000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","","", , , , , , 
"-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)", , , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9", , , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","","", , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , ,"Entity[35878] Report(A300000[0200])", , , , , ,"Entity[35878] Report(A300000[0800])","Entity[35878] Report(A300000[0900])", , , , , , 
"hospc_2013_DATA",35878,"A300000","Line(00601)", , ,"86906", , , , , , ,"86906", , , , , , 
"hospc_2013_DATA",35878,"A300000","Line(01000)", , , , , , , , ,"53601","53601", , , , , , 
"hospc_2013_DATA",35878,"A300000","Line(01100)", , , , , , , , ,"27575","27575", , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35878","A700000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","Beginning","","","","and","Ending", , , , , , , , , 
"-------------","-------------", ,"","Description","Balances","Purchases","Donation","Total","Retirements","Balance", , , , , , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6", , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[35878] Report(A700000[0100])","Entity[35878] Report(A700000[0200])", ,"Entity[35878] Report(A700000[0400])","Entity[35878] Report(A700000[0500])","Entity[35878] Report(A700000[0600])", , , , , , , , , 
"hospc_2013_DATA",35878,"A700000","Line(00400)", ,"27653", , , ,"7442","20211", , , , , , , , , 
"hospc_2013_DATA",35878,"A700000","Line(00600)", ,"197059","10818", ,"10818","3948","203929", , , , , , , , , 
"hospc_2013_DATA",35878,"A700000","Line(00700)", ,"224712","10818", ,"10818","11390","224140", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 35878","A800000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","-1","BASIS  FOR","","","WORKSHEET   A   TO / FROM   WHICH","","", , , , , , , , , 
"-------------","-------------", ,"","Description","ADJUST-","","","THE   AMOUNT  IS  TO  BE  ADJUSTED","","", , , , , , , , , 
"-------------","-------------", ,"","","MENT","AMOUNT","","COST  CENTER","","LINE  NO.", , , , , , , , , 
"-------------","-------------", ,"","","1","2","","3","","4", , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[35878] Report(A800000[0000])","Entity[35878] Report(A800000[0100])","Entity[35878] Report(A800000[0200])","Entity[35878] Report(A800000[0300])","Entity[35878] Report(A800000[0400])", , , , , , , , , , , 
"hospc_2013_DATA",35878,"A800000","Line(00300)", , ,"327047", , , , , , , , , , , , , 
"hospc_2013_DATA",35878,"A800000","Line(00801)","ENTERTAINMENT & NON ALLOW COSTS","A","-3529","A&G SHARED COSTS","6", , , , , , , , , , , 
"hospc_2013_DATA",35878,"A800000","Line(00807)","VOLUNTEER SERVICE COORD ADMIN FRINGE","A","-369","VOLUNTEER SERVICE COORDINATION","5", , , , , , , , , , , 
"hospc_2013_DATA",35878,"A800000","Line(00809)","A&G SHARED COSTS ADMIN FRINGE","A","-5251","A&G SHARED COSTS","6", , , , , , , , , , , 
"hospc_2013_DATA",35878,"A800000","Line(00811)","PHYSICIAN SERVICES","A","-69","PHYSICIAN SERVICES","15", , , , , , , , , , , 
"hospc_2013_DATA",35878,"A800000","Line(00812)","NURSING CARE","A","-3845","NURSING CARE","16", , , , , , , , , , , 
