"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36388","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36388] Report(S000000[0100])","Entity[36388] Report(S000000[0200])","Entity[36388] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",36388,"S000000","Line(00100)", ,"1","06/03/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36388","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36388] Report(S100000[0100])","Entity[36388] Report(S100000[0200])","Entity[36388] Report(S100000[0300])","Entity[36388] Report(S100000[0400])","Entity[36388] Report(S100000[0500])","Entity[36388] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(00100)", ,"GENTIVA HOSPICE","444 REGENCY PKWY DR  STE 200","OMAHA","NE","68114-3779", , , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(00200)", ,"DOUGLAS", , , , , , , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(00300)", ,"09/01/2002", , , , , , , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(00400)", ,"09/01/2002","01/01/2003", , , , , , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(00600)", ,"281528", , , , , , , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(00700)", ,"4", , , , , , , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(00800)", ,"279","18", , ,"39","336", , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(00900)", ,"29474","494","7675","129","468","30436", , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(01000)", ,"17", , , , ,"17", , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(01100)", , , , , ,"25","25", , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(01200)", ,"29770","512","7675","129","532","30814", , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(01300)", ,"460","13","120","3","26","499", , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(01400)", ,"4340", , , , ,"4340", , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(01500)", ,"65","39","64","43","20","62", , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(01600)", ,"455","13","120","3","26","494", , , , , , , , , 
"hospc_2013_DATA",36388,"S100000","Line(01700)", ,"1", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
