"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 33869","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[33869] Report(S000000[0100])","Entity[33869] Report(S000000[0200])","Entity[33869] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",33869,"S000000","Line(00100)", ,"1","03/03/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 33869","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[33869] Report(S100000[0100])","Entity[33869] Report(S100000[0200])","Entity[33869] Report(S100000[0300])","Entity[33869] Report(S100000[0400])","Entity[33869] Report(S100000[0500])","Entity[33869] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(00100)", ,"MEDI HOME HOSPICE","1011 STATE ROUTE 30","IRWIN","PA","15642", , , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(00200)", ,"ALLEGHENY", , , , , , , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(00300)", ,"04/11/2000", , , , , , , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(00400)", ,"08/30/2000","08/30/2000", , , , , , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(00500)", ,"10/01/2012","09/30/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(00600)", ,"391634", , , , , , , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(00700)", ,"4", , , , , , , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(00800)", ,"7", ,"2", , ,"7", , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(00900)", ,"70048", ,"57192", ,"410","70458", , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(01000)", ,"135", ,"130", ,"5","140", , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(01100)", ,"78", ,"68", ,"8","86", , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(01200)", ,"70268", ,"57392", ,"423","70691", , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(01300)", ,"719", ,"578", ,"8","727", , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(01400)", ,"165", , , , ,"165", , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(01500)", ,"98", ,"99", ,"53","97", , , , , , , , , 
"hospc_2013_DATA",33869,"S100000","Line(01600)", ,"656", ,"563", ,"7","663", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
