"Entity[34002] Report(A000000)", , , , ,"Entity[34002] Report(A000000[0000])","Entity[34002] Report(A000000[0100])","Entity[34002] Report(A000000[0200])","Entity[34002] Report(A000000[0300])","Entity[34002] Report(A000000[0400])","Entity[34002] Report(A000000[0500])","Entity[34002] Report(A000000[0600])", ,"Entity[34002] Report(A000000[0800])","Entity[34002] Report(A000000[0900])","Entity[34002] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"50495","50495", ,"50495", ,"50495"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"72727","72727", ,"72727", ,"72727"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"171482","171482", ,"171482", ,"171482"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","100842","23343", , ,"1608","125793", ,"125793", ,"125793"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","1817602","420745","15875", ,"1011669","3265891", ,"3265891","-54486","3211405"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","835430","193389","647","609453","107188","1746107", ,"1746107", ,"1746107"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(01500)","1500PHYSICIAN SERVICES","113536","26282", , ,"1810","141628", ,"141628", ,"141628"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(01600)","1600NURSING CARE","3379954","782403","178931", ,"53897","4395185", ,"4395185", ,"4395185"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","534469","123721","34872", ,"8523","701585", ,"701585", ,"701585"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","227351","52628","21800", ,"12153","313932", ,"313932", ,"313932"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","374916","86787","109503", ,"5979","577185", ,"577185", ,"577185"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"313200","1215","314415", ,"314415", ,"314415"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"391490","681","392171", ,"392171", ,"392171"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(03200)","3200PATIENT TRANSPORTATION"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(03300)","3300IMAGING SERVICES"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"176607","176607", ,"176607", ,"176607"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","299651","69364","2856", ,"16045","387916", ,"387916", ,"387916"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , ,"1849", ,"7185","9034", ,"9034", ,"9034"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(05200)","5200FUNDRAISING","348516","14980","3402", ,"210277","577175", ,"577175", ,"577175"
"HOSPC","hospc_2013_DATA",34002,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS", ,"65695", , ,"3524","69219", ,"69219", ,"69219"
"Entity[34002] Report(A100000)", , , , , ,"Entity[34002] Report(A100000[0100])","Entity[34002] Report(A100000[0200])","Entity[34002] Report(A100000[0300])","Entity[34002] Report(A100000[0400])","Entity[34002] Report(A100000[0500])", ,"Entity[34002] Report(A100000[0700])","Entity[34002] Report(A100000[0800])","Entity[34002] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34002,"A100000","Line(00500)", , , , ,"100842", , , , ,"100842"
"HOSPC","hospc_2013_DATA",34002,"A100000","Line(00600)", ,"170116","356045", ,"234657", , , ,"1056784","1817602"
"HOSPC","hospc_2013_DATA",34002,"A100000","Line(01000)", , , ,"79228", ,"537942", ,"161073","57187","835430"
"HOSPC","hospc_2013_DATA",34002,"A100000","Line(01500)", , ,"113536", , , , , , ,"113536"
"HOSPC","hospc_2013_DATA",34002,"A100000","Line(01600)", , , , ,"368886","3011068", , , ,"3379954"
"HOSPC","hospc_2013_DATA",34002,"A100000","Line(02000)", , , ,"495900","38569", , , , ,"534469"
"HOSPC","hospc_2013_DATA",34002,"A100000","Line(02100)", , , , ,"35589", , , ,"191762","227351"
"HOSPC","hospc_2013_DATA",34002,"A100000","Line(02400)", , , , , , , ,"374916", ,"374916"
"HOSPC","hospc_2013_DATA",34002,"A100000","Line(05000)", , , , ,"1144", , , ,"298507","299651"
"HOSPC","hospc_2013_DATA",34002,"A100000","Line(05200)", , , , ,"64714", , , ,"283802","348516"
"Entity[34002] Report(A200000)", , , , , ,"Entity[34002] Report(A200000[0100])","Entity[34002] Report(A200000[0200])","Entity[34002] Report(A200000[0300])","Entity[34002] Report(A200000[0400])","Entity[34002] Report(A200000[0500])", ,"Entity[34002] Report(A200000[0700])","Entity[34002] Report(A200000[0800])","Entity[34002] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34002,"A200000","Line(00500)", , , , ,"23343", , , , ,"23343"
"HOSPC","hospc_2013_DATA",34002,"A200000","Line(00600)", ,"39379","82419", ,"54319", , , ,"244628","420745"
"HOSPC","hospc_2013_DATA",34002,"A200000","Line(01000)", , , ,"18340", ,"124525", ,"37286","13238","193389"
"HOSPC","hospc_2013_DATA",34002,"A200000","Line(01500)", , ,"26282", , , , , , ,"26282"
"HOSPC","hospc_2013_DATA",34002,"A200000","Line(01600)", , , , ,"85391","697012", , , ,"782403"
"HOSPC","hospc_2013_DATA",34002,"A200000","Line(02000)", , , ,"114793","8928", , , , ,"123721"
"HOSPC","hospc_2013_DATA",34002,"A200000","Line(02100)", , , , ,"8238", , , ,"44390","52628"
"HOSPC","hospc_2013_DATA",34002,"A200000","Line(02400)", , , , , , , ,"86787", ,"86787"
"HOSPC","hospc_2013_DATA",34002,"A200000","Line(05000)", , , , ,"265", , , ,"69099","69364"
"HOSPC","hospc_2013_DATA",34002,"A200000","Line(05200)", , , , ,"14980", , , , ,"14980"
"HOSPC","hospc_2013_DATA",34002,"A200000","Line(05300)", , , , , , , , ,"65695","65695"
"Entity[34002] Report(A300000)", , , , , , , , , , , , ,"Entity[34002] Report(A300000[0800])","Entity[34002] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34002,"A300000","Line(01000)", , , , , , , , ,"609453","609453"
"HOSPC","hospc_2013_DATA",34002,"A300000","Line(03000)", , , , , , , , ,"313200","313200"
"HOSPC","hospc_2013_DATA",34002,"A300000","Line(03100)", , , , , , , , ,"391490","391490"
"Entity[34002] Report(A700000)", , , , , ,"Entity[34002] Report(A700000[0100])","Entity[34002] Report(A700000[0200])", ,"Entity[34002] Report(A700000[0400])", ,"Entity[34002] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",34002,"A700000","Line(00100)", ,"35000","770759", ,"770759", ,"805759"
"HOSPC","hospc_2013_DATA",34002,"A700000","Line(00200)", ,"17832", , , , ,"17832"
"HOSPC","hospc_2013_DATA",34002,"A700000","Line(00300)", , ,"1859241", ,"1859241", ,"1859241"
"HOSPC","hospc_2013_DATA",34002,"A700000","Line(00400)", ,"268321","110813", ,"110813", ,"379134"
"HOSPC","hospc_2013_DATA",34002,"A700000","Line(00500)", ,"140704", , , , ,"140704"
"HOSPC","hospc_2013_DATA",34002,"A700000","Line(00600)", ,"588120","70173", ,"70173", ,"658293"
"HOSPC","hospc_2013_DATA",34002,"A700000","Line(00700)", ,"1049977","2810986", ,"2810986", ,"3860963"
"Entity[34002] Report(A800000)", , , , , ,"Entity[34002] Report(A800000[0100])","Entity[34002] Report(A800000[0200])","Entity[34002] Report(A800000[0300])","Entity[34002] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",34002,"A800000","Line(00600)", ,"A","-54486","ADMINISTRATIVE AND GENERAL","6"
