"Entity[34074] Report(A000000)", , , , ,"Entity[34074] Report(A000000[0000])","Entity[34074] Report(A000000[0100])","Entity[34074] Report(A000000[0200])","Entity[34074] Report(A000000[0300])","Entity[34074] Report(A000000[0400])","Entity[34074] Report(A000000[0500])","Entity[34074] Report(A000000[0600])","Entity[34074] Report(A000000[0700])","Entity[34074] Report(A000000[0800])","Entity[34074] Report(A000000[0900])","Entity[34074] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"106957","106957", ,"106957", ,"106957"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"6398","6398", ,"6398", ,"6398"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","1972321","500314","50227", ,"616908","3139770", ,"3139770","-100866","3038904"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , , , ,"408","408", ,"408"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , , , ,"3464","3464", ,"3464"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(01500)","1500PHYSICIAN SERVICES","357","91", ,"27561","59744","87753", ,"87753", ,"87753"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(01600)","1600NURSING CARE","1849173","469076","119065", , ,"2437314","-4810","2432504", ,"2432504"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C", , , , , , ,"938","938", ,"938"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , ,"10931", ,"10931", ,"10931", ,"10931"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","268707","68162","18414", , ,"355283", ,"355283", ,"355283"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","108828","27606","10053", , ,"146487", ,"146487", ,"146487"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(02200)","2200DIETARY COUNSELING","11782","2989", , , ,"14771", ,"14771", ,"14771"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","325711","82623","62946","17633", ,"488913", ,"488913", ,"488913"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , , ,"592859","592859", ,"592859", ,"592859"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , ,"397177","397177", ,"397177", ,"397177"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , , ,"53518","53518", ,"53518", ,"53518"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(03300)","3300IMAGING SERVICES"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , , ,"8028","8028", ,"8028", ,"8028"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"226299","226299", ,"226299", ,"226299"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , , ,"1526","1526", ,"1526", ,"1526"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","4920","1248", , ,"316","6484", ,"6484", ,"6484"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , ,"1095","1095", ,"1095", ,"1095"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(05200)","5200FUNDRAISING"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS"
"HOSPC","hospc_2013_DATA",34074,"A000000","Line(05301)","5301ROOM & BOARD", , , , ,"864521","864521", ,"864521","-864521"
"Entity[34074] Report(A100000)", , , , , , , ,"Entity[34074] Report(A100000[0300])", ,"Entity[34074] Report(A100000[0500])", ,"Entity[34074] Report(A100000[0700])","Entity[34074] Report(A100000[0800])","Entity[34074] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34074,"A100000","Line(00600)", , , , , , , , ,"1972321","1972321"
"HOSPC","hospc_2013_DATA",34074,"A100000","Line(01500)", , , , , , , , ,"357","357"
"HOSPC","hospc_2013_DATA",34074,"A100000","Line(01600)", , , , , ,"1849173", , , ,"1849173"
"HOSPC","hospc_2013_DATA",34074,"A100000","Line(02000)", , , ,"268707", , , , , ,"268707"
"HOSPC","hospc_2013_DATA",34074,"A100000","Line(02100)", , , , , , , , ,"108828","108828"
"HOSPC","hospc_2013_DATA",34074,"A100000","Line(02200)", , , , , , , , ,"11782","11782"
"HOSPC","hospc_2013_DATA",34074,"A100000","Line(02400)", , , , , , , ,"325711", ,"325711"
"HOSPC","hospc_2013_DATA",34074,"A100000","Line(05000)", , , , , , , , ,"4920","4920"
"Entity[34074] Report(A200000)", , , , , , , ,"Entity[34074] Report(A200000[0300])", ,"Entity[34074] Report(A200000[0500])", ,"Entity[34074] Report(A200000[0700])","Entity[34074] Report(A200000[0800])","Entity[34074] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34074,"A200000","Line(00600)", , , , , , , , ,"500314","500314"
"HOSPC","hospc_2013_DATA",34074,"A200000","Line(01500)", , , , , , , , ,"91","91"
"HOSPC","hospc_2013_DATA",34074,"A200000","Line(01600)", , , , , ,"469076", , , ,"469076"
"HOSPC","hospc_2013_DATA",34074,"A200000","Line(02000)", , , ,"68162", , , , , ,"68162"
"HOSPC","hospc_2013_DATA",34074,"A200000","Line(02100)", , , , , , , , ,"27606","27606"
"HOSPC","hospc_2013_DATA",34074,"A200000","Line(02200)", , , , , , , , ,"2989","2989"
"HOSPC","hospc_2013_DATA",34074,"A200000","Line(02400)", , , , , , , ,"82623", ,"82623"
"HOSPC","hospc_2013_DATA",34074,"A200000","Line(05000)", , , , , , , , ,"1248","1248"
"Entity[34074] Report(A300000)", , , , , , , , , , ,"Entity[34074] Report(A300000[0600])","Entity[34074] Report(A300000[0700])","Entity[34074] Report(A300000[0800])","Entity[34074] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34074,"A300000","Line(01500)", , , , , , , , ,"27561","27561"
"HOSPC","hospc_2013_DATA",34074,"A300000","Line(01900)", , , , , , ,"10931", , ,"10931"
"HOSPC","hospc_2013_DATA",34074,"A300000","Line(02400)", , , , , , , ,"17633", ,"17633"
"Entity[34074] Report(A600010)", , , , ,"Entity[34074] Report(A600010[0000])","Entity[34074] Report(A600010[0100])","Entity[34074] Report(A600010[0200])","Entity[34074] Report(A600010[0300])", ,"Entity[34074] Report(A600010[0500])","Entity[34074] Report(A600010[0600])","Entity[34074] Report(A600010[0700])", ,"Entity[34074] Report(A600010[0900])"
"HOSPC","hospc_2013_DATA",34074,"A600010","Line(00100)","RECLASS NRSG COSTS TO CONT CARE","A","NURSING CARE - CONTINUOUS HOME CARE","16", ,"938","NURSING CARE","16", ,"938"
"HOSPC","hospc_2013_DATA",34074,"A600010","Line(00200)","RECLASS NRSG COSTS TO INPT RESPITE","B","INPATIENT- RESPITE CARE","11", ,"3464","NURSING CARE","16", ,"3464"
"HOSPC","hospc_2013_DATA",34074,"A600010","Line(00300)","RECLASS NRSG COSTS TO GEN INPT","C","INPATIENT- GENERAL CARE","10", ,"408","NURSING CARE","16", ,"408"
"Entity[34074] Report(A700000)", , , , , ,"Entity[34074] Report(A700000[0100])", , , , ,"Entity[34074] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",34074,"A700000","Line(00600)", ,"320182", , , , ,"320182"
"HOSPC","hospc_2013_DATA",34074,"A700000","Line(00700)", ,"320182", , , , ,"320182"
"Entity[34074] Report(A800000)", , , , ,"Entity[34074] Report(A800000[0000])","Entity[34074] Report(A800000[0100])","Entity[34074] Report(A800000[0200])","Entity[34074] Report(A800000[0300])","Entity[34074] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",34074,"A800000","Line(00800)","ROOM AND BOARD - SNF","A","-864521","ROOM & BOARD","53"
"HOSPC","hospc_2013_DATA",34074,"A800000","Line(00801)","LOBBYING","A","-678","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",34074,"A800000","Line(00802)","CHARITY","A","-15056","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",34074,"A800000","Line(00803)","COMMUNITY RELATIONS - OTHER","A","-379","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",34074,"A800000","Line(00804)","MARKETING","A","-28573","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",34074,"A800000","Line(00805)","MEALS AND ENTERTAINMENT","A","-203","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",34074,"A800000","Line(00806)","INTEREST INCOME","B","-362","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",34074,"A800000","Line(00807)","ADVERTISING","A","-3298","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",34074,"A800000","Line(00808)","INTEREST EXPENSE","A","-52317","ADMINISTRATIVE AND GENERAL","6"
