"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34119","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[34119] Report(A000000[0000])","Entity[34119] Report(A000000[0100])","Entity[34119] Report(A000000[0200])","Entity[34119] Report(A000000[0300])","Entity[34119] Report(A000000[0400])","Entity[34119] Report(A000000[0500])","Entity[34119] Report(A000000[0600])","Entity[34119] Report(A000000[0700])","Entity[34119] Report(A000000[0800])","Entity[34119] Report(A000000[0900])","Entity[34119] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",34119,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"1405147","1405147", ,"1405147", ,"1405147", , , , , 
"hospc_2013_DATA",34119,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"1157380","1157380", ,"1157380","90043","1247423", , , , , 
"hospc_2013_DATA",34119,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE","51957","12323","11332","1543","776908","854063", ,"854063", ,"854063", , , , , 
"hospc_2013_DATA",34119,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34119,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","584249","138566","23811", ,"44609","791235", ,"791235", ,"791235", , , , , 
"hospc_2013_DATA",34119,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","7268216","1723804","206938","427098","1878596","11504652","-1365","11503287","-64895","11438392", , , , , 
"hospc_2013_DATA",34119,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","3482850","826027","11079","1064772","115492","5500220", ,"5500220", ,"5500220", , , , , 
"hospc_2013_DATA",34119,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"48038", ,"48038", ,"48038", ,"48038", , , , , 
"hospc_2013_DATA",34119,"A000000","Line(01500)","1500PHYSICIAN SERVICES","1330088","315457","19067","84188","69270","1818070", ,"1818070", ,"1818070", , , , , 
"hospc_2013_DATA",34119,"A000000","Line(01600)","1600NURSING CARE","7594634","1801220","420941","5307","356141","10178243", ,"10178243", ,"10178243", , , , , 
