"Entity[34030] Report(A000000)", , , , ,"Entity[34030] Report(A000000[0000])","Entity[34030] Report(A000000[0100])","Entity[34030] Report(A000000[0200])","Entity[34030] Report(A000000[0300])","Entity[34030] Report(A000000[0400])","Entity[34030] Report(A000000[0500])","Entity[34030] Report(A000000[0600])","Entity[34030] Report(A000000[0700])","Entity[34030] Report(A000000[0800])","Entity[34030] Report(A000000[0900])","Entity[34030] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(00100)","0100CAP REL COSTS-BLDG & FIXT", , , , ,"334420","334420", ,"334420", ,"334420"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(00200)","0200CAP REL COSTS-MVBLE EQUIP", , , , ,"39339","39339", ,"39339", ,"39339"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE","23992","7146","2180", ,"215780","249098", ,"249098", ,"249098"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(00500)","0500VOLUNTEER SERVICES","46527","13857","1239", ,"1081","62704", ,"62704", ,"62704"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(00600)","0600ADMINISTRATIVE & GENERAL","640912","190883","4509","164779","1675039","2676122","-827","2675295","-1505684","1169611"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(01000)","1000INPATIENT-GENERAL CARE","622347","185355","384","248963","1641","1058690", ,"1058690", ,"1058690"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(01100)","1100INPATIENT-RESPITE CARE", , , ,"7950", ,"7950", ,"7950", ,"7950"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(01500)","1500PHYSICIAN SERVICES","140246","41770","1432","9597", ,"193045", ,"193045", ,"193045"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(01600)","1600NURSING CARE","748447","222912","34057", , ,"1005416", ,"1005416", ,"1005416"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C","58563","17442","3001", , ,"79006", ,"79006", ,"79006"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"1244", ,"1244", ,"1244", ,"1244"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","149605","44557","9808", , ,"203970", ,"203970", ,"203970"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","75197","22396","6682", , ,"104275", ,"104275", ,"104275"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","185236","55170","31247", ,"440","272093", ,"272093", ,"272093"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , ,"585", ,"585", ,"585", ,"585"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(03000)","3000DRUGS BIOLOGICAL AND INFUSION", , , ,"259532", ,"259532", ,"259532", ,"259532"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"253080", ,"253080", ,"253080", ,"253080"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"25600", ,"25600", ,"25600", ,"25600"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"3153", ,"3153", ,"3153", ,"3153"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"7164", ,"7164", ,"7164", ,"7164"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENT", , , ,"46064", ,"46064", ,"46064", ,"46064"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INC E/R DEP", , , ,"11661", ,"11661", ,"11661", ,"11661"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(03700)","3700RADIATION THERAPY", , , ,"6667", ,"6667", ,"6667", ,"6667"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(03800)","3800CHEMOTHERAPY", , , ,"894", ,"894", ,"894", ,"894"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"237", ,"237", ,"237", ,"237"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","71116","21181","1737", ,"9088","103122", ,"103122", ,"103122"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COST", , , , ,"6304","6304", ,"6304", ,"6304"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(05200)","5200FUNDRAISING"
"HOSPC","hospc_2013_DATA",34030,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","371158","110544","6854","2401483","20817","2910856","827","2911683","-2361497","550186"
"Entity[34030] Report(A100000)", , , , , ,"Entity[34030] Report(A100000[0100])","Entity[34030] Report(A100000[0200])","Entity[34030] Report(A100000[0300])","Entity[34030] Report(A100000[0400])","Entity[34030] Report(A100000[0500])", ,"Entity[34030] Report(A100000[0700])","Entity[34030] Report(A100000[0800])","Entity[34030] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34030,"A100000","Line(00300)", , , , , , , , ,"23992","23992"
"HOSPC","hospc_2013_DATA",34030,"A100000","Line(00500)", , ,"19978", ,"26549", , , , ,"46527"
"HOSPC","hospc_2013_DATA",34030,"A100000","Line(00600)", ,"104207","116735", , ,"155723", , ,"264247","640912"
"HOSPC","hospc_2013_DATA",34030,"A100000","Line(01000)", , ,"46647","48441","62094","262749", ,"151260","51156","622347"
"HOSPC","hospc_2013_DATA",34030,"A100000","Line(01500)", , ,"134074", , , , , ,"6172","140246"
"HOSPC","hospc_2013_DATA",34030,"A100000","Line(01600)", , , , ,"128922","619525", , , ,"748447"
"HOSPC","hospc_2013_DATA",34030,"A100000","Line(01620)", , , , , ,"58563", , , ,"58563"
"HOSPC","hospc_2013_DATA",34030,"A100000","Line(02000)", , , ,"149605", , , , , ,"149605"
"HOSPC","hospc_2013_DATA",34030,"A100000","Line(02100)", , , , , , , , ,"75197","75197"
"HOSPC","hospc_2013_DATA",34030,"A100000","Line(02400)", , , , , , , ,"185236", ,"185236"
"HOSPC","hospc_2013_DATA",34030,"A100000","Line(05000)", , ,"17992", , , , , ,"53124","71116"
"HOSPC","hospc_2013_DATA",34030,"A100000","Line(05300)", , ,"35697", , ,"202357", ,"83691","49413","371158"
"Entity[34030] Report(A200000)", , , , , ,"Entity[34030] Report(A200000[0100])","Entity[34030] Report(A200000[0200])","Entity[34030] Report(A200000[0300])","Entity[34030] Report(A200000[0400])","Entity[34030] Report(A200000[0500])", ,"Entity[34030] Report(A200000[0700])","Entity[34030] Report(A200000[0800])","Entity[34030] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34030,"A200000","Line(00300)", , , , , , , , ,"7146","7146"
"HOSPC","hospc_2013_DATA",34030,"A200000","Line(00500)", , ,"5950", ,"7907", , , , ,"13857"
"HOSPC","hospc_2013_DATA",34030,"A200000","Line(00600)", ,"31036","34767", , ,"46379", , ,"78701","190883"
"HOSPC","hospc_2013_DATA",34030,"A200000","Line(01000)", , ,"13893","14427","18494","78255", ,"45050","15236","185355"
"HOSPC","hospc_2013_DATA",34030,"A200000","Line(01500)", , ,"39932", , , , , ,"1838","41770"
"HOSPC","hospc_2013_DATA",34030,"A200000","Line(01600)", , , , ,"38397","184515", , , ,"222912"
"HOSPC","hospc_2013_DATA",34030,"A200000","Line(01620)", , , , , ,"17442", , , ,"17442"
"HOSPC","hospc_2013_DATA",34030,"A200000","Line(02000)", , , ,"44557", , , , , ,"44557"
"HOSPC","hospc_2013_DATA",34030,"A200000","Line(02100)", , , , , , , , ,"22396","22396"
"HOSPC","hospc_2013_DATA",34030,"A200000","Line(02400)", , , , , , , ,"55170", ,"55170"
"HOSPC","hospc_2013_DATA",34030,"A200000","Line(05000)", , ,"5359", , , , , ,"15822","21181"
"HOSPC","hospc_2013_DATA",34030,"A200000","Line(05300)", , ,"10632", , ,"60269", ,"24926","14717","110544"
"Entity[34030] Report(A300000)", , , , , , , , , , ,"Entity[34030] Report(A300000[0600])", ,"Entity[34030] Report(A300000[0800])","Entity[34030] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(00600)", , , , , , , , ,"164779","164779"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(01000)", , , , , , , , ,"248963","248963"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(01100)", , , , , , , , ,"7950","7950"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(01500)", , , , , , , , ,"9597","9597"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(01700)", , , , , , ,"1244", , ,"1244"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(02500)", , , , , , ,"585", , ,"585"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(03000)", , , , , , , , ,"259532","259532"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(03100)", , , , , , , , ,"253080","253080"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(03200)", , , , , , , , ,"25600","25600"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(03300)", , , , , , , , ,"3153","3153"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(03400)", , , , , , , , ,"7164","7164"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(03500)", , , , , , , , ,"46064","46064"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(03600)", , , , , , , , ,"11661","11661"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(03700)", , , , , , , , ,"6667","6667"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(03800)", , , , , , , , ,"894","894"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(03900)", , , , , , , , ,"237","237"
"HOSPC","hospc_2013_DATA",34030,"A300000","Line(05300)", , , , , , , , ,"2401483","2401483"
"Entity[34030] Report(A600010)", , , , ,"Entity[34030] Report(A600010[0000])","Entity[34030] Report(A600010[0100])","Entity[34030] Report(A600010[0200])","Entity[34030] Report(A600010[0300])", ,"Entity[34030] Report(A600010[0500])","Entity[34030] Report(A600010[0600])","Entity[34030] Report(A600010[0700])", ,"Entity[34030] Report(A600010[0900])"
"HOSPC","hospc_2013_DATA",34030,"A600010","Line(00100)","ASSOCIATION_DUES_ALLOCABLE_TO_LOBBYI","A","OTHER NONREIMBURSABLE COSTS","53", ,"827","ADMINISTRATIVE AND GENERAL","6", ,"827"
"Entity[34030] Report(A700000)", , , , , ,"Entity[34030] Report(A700000[0100])","Entity[34030] Report(A700000[0200])", ,"Entity[34030] Report(A700000[0400])","Entity[34030] Report(A700000[0500])","Entity[34030] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",34030,"A700000","Line(00100)", ,"61000", , , , ,"61000"
"HOSPC","hospc_2013_DATA",34030,"A700000","Line(00200)", ,"200962", , , , ,"200962"
"HOSPC","hospc_2013_DATA",34030,"A700000","Line(00300)", ,"7973561", , , ,"23070","7950491"
"HOSPC","hospc_2013_DATA",34030,"A700000","Line(00400)", ,"146577", , , , ,"146577"
"HOSPC","hospc_2013_DATA",34030,"A700000","Line(00500)", ,"278211","26026", ,"26026","29371","274866"
"HOSPC","hospc_2013_DATA",34030,"A700000","Line(00600)", ,"79588", , , ,"41263","38325"
