"Entity[33852] Report(A000000)", , , , ,"Entity[33852] Report(A000000[0000])","Entity[33852] Report(A000000[0100])","Entity[33852] Report(A000000[0200])","Entity[33852] Report(A000000[0300])","Entity[33852] Report(A000000[0400])","Entity[33852] Report(A000000[0500])","Entity[33852] Report(A000000[0600])", ,"Entity[33852] Report(A000000[0800])","Entity[33852] Report(A000000[0900])","Entity[33852] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(00100)","0100CAP REL COSTS-BLDG & FIXT", , , , ,"163294","163294", ,"163294", ,"163294"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(00200)","0200CAP REL COSTS-MVBLE EQUIP", , , , ,"149722","149722", ,"149722", ,"149722"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"14388","14388", ,"14388", ,"14388"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(00500)","0500VOLUNTEER SERVICES"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(00600)","0600ADMINISTRATIVE & GENERAL","405561","63265","15299","585686","1651760","2721571", ,"2721571","-37770","2683801"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(01000)","1000INPATIENT-GENERAL CARE", , , ,"76733", ,"76733", ,"76733", ,"76733"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(01100)","1100INPATIENT-RESPITE CARE", , , ,"68703", ,"68703", ,"68703", ,"68703"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(01500)","1500PHYSICIAN SERVICES","318705","24000","3019","251445", ,"597169", ,"597169", ,"597169"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(01600)","1600NURSING CARE","1714397","190691","86983", , ,"1992071", ,"1992071", ,"1992071"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(01700)","1700PHYSICAL THERAPY","360", , ,"188", ,"548", ,"548", ,"548"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","226346","33909","12389","111030", ,"383674", ,"383674", ,"383674"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","147947","13664","23376", , ,"184987", ,"184987", ,"184987"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(02300)","2300COUNSELING - OTHER"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","515744","51942","112427","890", ,"681003", ,"681003", ,"681003"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(02500)","2500OTHER VISITING SERVICES","19973","2492","1503", , ,"23968", ,"23968", ,"23968"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(03000)","3000DRUGS BIOLOGICAL AND INFUSION", , , ,"269760","9423","279183", ,"279183", ,"279183"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(03200)","3200PATIENT TRANSPORTATION"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(03300)","3300IMAGING SERVICES"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"16244", ,"16244", ,"16244", ,"16244"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENT", , , , ,"311411","311411", ,"311411", ,"311411"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INC E/R DEP"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COSTS", , , ,"1391837", ,"1391837", ,"1391837", ,"1391837"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","45589","646", , , ,"46235", ,"46235", ,"46235"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COST"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(05200)","5200FUNDRAISING"
"HOSPC","hospc_2013_DATA",33852,"A000000","Line(05300)","5300OTHER PROGRAM COSTS", , , , ,"324474","324474", ,"324474","-324474"
"Entity[33852] Report(A100000)", , , , , ,"Entity[33852] Report(A100000[0100])","Entity[33852] Report(A100000[0200])","Entity[33852] Report(A100000[0300])", ,"Entity[33852] Report(A100000[0500])","Entity[33852] Report(A100000[0600])","Entity[33852] Report(A100000[0700])","Entity[33852] Report(A100000[0800])","Entity[33852] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",33852,"A100000","Line(00600)", ,"100661", , , , , , ,"304900","405561"
"HOSPC","hospc_2013_DATA",33852,"A100000","Line(01500)", , ,"318705", , , , , , ,"318705"
"HOSPC","hospc_2013_DATA",33852,"A100000","Line(01600)", , , , , ,"1714397", , , ,"1714397"
"HOSPC","hospc_2013_DATA",33852,"A100000","Line(01700)", , , , , , ,"360", , ,"360"
"HOSPC","hospc_2013_DATA",33852,"A100000","Line(02000)", , , ,"226346", , , , , ,"226346"
"HOSPC","hospc_2013_DATA",33852,"A100000","Line(02100)", , , , , , , , ,"147947","147947"
"HOSPC","hospc_2013_DATA",33852,"A100000","Line(02400)", , , , , , , ,"515744", ,"515744"
"HOSPC","hospc_2013_DATA",33852,"A100000","Line(02500)", , , , , , ,"19973", , ,"19973"
"HOSPC","hospc_2013_DATA",33852,"A100000","Line(05000)", , , , , , , , ,"45589","45589"
"Entity[33852] Report(A200000)", , , , , ,"Entity[33852] Report(A200000[0100])","Entity[33852] Report(A200000[0200])","Entity[33852] Report(A200000[0300])", ,"Entity[33852] Report(A200000[0500])","Entity[33852] Report(A200000[0600])","Entity[33852] Report(A200000[0700])","Entity[33852] Report(A200000[0800])","Entity[33852] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",33852,"A200000","Line(00600)", ,"22830", , , , , , ,"40435","63265"
"HOSPC","hospc_2013_DATA",33852,"A200000","Line(01500)", , ,"24000", , , , , , ,"24000"
"HOSPC","hospc_2013_DATA",33852,"A200000","Line(01600)", , , , , ,"190691", , , ,"190691"
"HOSPC","hospc_2013_DATA",33852,"A200000","Line(02000)", , , ,"33909", , , , , ,"33909"
"HOSPC","hospc_2013_DATA",33852,"A200000","Line(02100)", , , , , , , , ,"13664","13664"
"HOSPC","hospc_2013_DATA",33852,"A200000","Line(02400)", , , , , , , ,"51942", ,"51942"
"HOSPC","hospc_2013_DATA",33852,"A200000","Line(02500)", , , , , , ,"2492", , ,"2492"
"HOSPC","hospc_2013_DATA",33852,"A200000","Line(05000)", , , , , , , , ,"646","646"
"Entity[33852] Report(A300000)", , , , , , ,"Entity[33852] Report(A300000[0200])","Entity[33852] Report(A300000[0300])", ,"Entity[33852] Report(A300000[0500])","Entity[33852] Report(A300000[0600])","Entity[33852] Report(A300000[0700])","Entity[33852] Report(A300000[0800])","Entity[33852] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",33852,"A300000","Line(00600)", , ,"282977", , ,"17088", , ,"285621","585686"
"HOSPC","hospc_2013_DATA",33852,"A300000","Line(01000)", , , , , , , , ,"76733","76733"
"HOSPC","hospc_2013_DATA",33852,"A300000","Line(01100)", , , , , , , , ,"68703","68703"
"HOSPC","hospc_2013_DATA",33852,"A300000","Line(01500)", , , , , , , , ,"251445","251445"
"HOSPC","hospc_2013_DATA",33852,"A300000","Line(01700)", , , , , , ,"188", , ,"188"
"HOSPC","hospc_2013_DATA",33852,"A300000","Line(02000)", , , ,"111030", , , , , ,"111030"
"HOSPC","hospc_2013_DATA",33852,"A300000","Line(02400)", , , , , , , ,"890", ,"890"
"HOSPC","hospc_2013_DATA",33852,"A300000","Line(03000)", , , , , , , , ,"269760","269760"
"HOSPC","hospc_2013_DATA",33852,"A300000","Line(03400)", , , , , , , , ,"16244","16244"
"HOSPC","hospc_2013_DATA",33852,"A300000","Line(03900)", , , , , , , , ,"1391837","1391837"
"Entity[33852] Report(A700000)", , , , , ,"Entity[33852] Report(A700000[0100])","Entity[33852] Report(A700000[0200])", ,"Entity[33852] Report(A700000[0400])", ,"Entity[33852] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",33852,"A700000","Line(00400)", ,"3023", , , , ,"3023"
"HOSPC","hospc_2013_DATA",33852,"A700000","Line(00500)", ,"2053", , , , ,"2053"
"HOSPC","hospc_2013_DATA",33852,"A700000","Line(00600)", ,"28794","1250", ,"1250", ,"30044"
"HOSPC","hospc_2013_DATA",33852,"A700000","Line(00700)", ,"33870","1250", ,"1250", ,"35120"
