"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34282","D000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","", , , , , , , , , , , 
"-------------","-------------", ,"COMPUTATION OF PER DIEM COST","","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , 
"-------------","-------------", ,"","","-1","-2","-3","-4", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34282] Report(D000000[0100])","Entity[34282] Report(D000000[0200])","Entity[34282] Report(D000000[0300])","Entity[34282] Report(D000000[0400])", , , , , , , , , , , 
"hospc_2013_DATA",34282,"D000000","Line(00100)", , , , ,"2278408", , , , , , , , , , , 
"hospc_2013_DATA",34282,"D000000","Line(00200)", , , , ,"16579", , , , , , , , , , , 
"hospc_2013_DATA",34282,"D000000","Line(00300)", , , , ,"137", , , , , , , , , , , 
"hospc_2013_DATA",34282,"D000000","Line(00400)", ,"14404", , , , , , , , , , , , , , 
"hospc_2013_DATA",34282,"D000000","Line(00500)", ,"1979542", , , , , , , , , , , , , , 
"hospc_2013_DATA",34282,"D000000","Line(00600)", , ,"1627", , , , , , , , , , , , , 
"hospc_2013_DATA",34282,"D000000","Line(00700)", , ,"223599", , , , , , , , , , , , , 
"hospc_2013_DATA",34282,"D000000","Line(01200)", , , ,"548", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
