"Entity[33829] Report(A000000)", , , , ,"Entity[33829] Report(A000000[0000])","Entity[33829] Report(A000000[0100])","Entity[33829] Report(A000000[0200])","Entity[33829] Report(A000000[0300])","Entity[33829] Report(A000000[0400])","Entity[33829] Report(A000000[0500])","Entity[33829] Report(A000000[0600])", ,"Entity[33829] Report(A000000[0800])", ,"Entity[33829] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","61539","1598","1644", , ,"64781", ,"64781", ,"64781"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"3000","803","3803", ,"3803", ,"3803"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(01600)","1600NURSING CARE","28846","2163","704", , ,"31713", ,"31713", ,"31713"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(02100)","2100SPIRITUAL COUNSELING"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","6000", , , , ,"6000", ,"6000", ,"6000"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION","7499", , , , ,"7499", ,"7499", ,"7499"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(03200)","3200PATIENT TRANSPORTATION"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(03300)","3300IMAGING SERVICES"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , , ,"188","188", ,"188", ,"188"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(05200)","5200FUNDRAISING"
"HOSPC","hospc_2013_DATA",33829,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS"
"Entity[33829] Report(A100000)", , , , , ,"Entity[33829] Report(A100000[0100])", , , ,"Entity[33829] Report(A100000[0500])", ,"Entity[33829] Report(A100000[0700])","Entity[33829] Report(A100000[0800])","Entity[33829] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",33829,"A100000","Line(00600)", ,"61539", , , , , , , ,"61539"
"HOSPC","hospc_2013_DATA",33829,"A100000","Line(01600)", , , , , ,"28846", , , ,"28846"
