"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 33962","A000000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS",""
"-------------","-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/",""
"-------------","-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)",""
"-------------","-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL"
"-------------","-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)"
"-------------","-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10"
"-------------","-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ",""
 , , , , , , , , , , , 
"Entity[33962] Report(A000000)", , , , ,"Entity[33962] Report(A000000[0000])","Entity[33962] Report(A000000[0100])","Entity[33962] Report(A000000[0200])","Entity[33962] Report(A000000[0300])","Entity[33962] Report(A000000[0400])","Entity[33962] Report(A000000[0500])","Entity[33962] Report(A000000[0600])","Entity[33962] Report(A000000[0700])","Entity[33962] Report(A000000[0800])","Entity[33962] Report(A000000[0900])","Entity[33962] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"1803027","1803027", ,"1803027","-60118","1742909"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(00101)","0101CAPITAL REL COSTS-BLDG - CARE CE", , , , ,"217942","217942", ,"217942", ,"217942"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(00102)","0102CAPITAL REL COSTS-BLDG - CARE CE", , , , ,"722875","722875", ,"722875", ,"722875"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"1308511","1308511", ,"1308511","-2860","1305651"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(00201)","0201CAPITAL REL COSTS- EQUIP - CARE", , , , ,"123955","123955", ,"123955", ,"123955"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(00202)","0202CAPITAL REL COSTS- EQUIP - CARE", , , , ,"113394","113394", ,"113394", ,"113394"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , ,"302061","2369701","2671762", ,"2671762", ,"2671762"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(00301)","0301PLANT OPS & MAINT - CARE CENTER","217767","56340", ,"69102","583630","926839", ,"926839", ,"926839"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(00302)","0302PLANT OPS & MAINT - CARE CENTER","144630","37418", ,"7314","324245","513607", ,"513607", ,"513607"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(00303)","0303PLANT OPERATION AND MAINTENANCE"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","951078","246062","42122", ,"67782","1307044", ,"1307044","-4085","1302959"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","2503952","647819","10673","6844778","8237177","18244399", ,"18244399","-2652186","15592213"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , ,"2441645", ,"2441645", ,"2441645", ,"2441645"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(01001)","1001INPATIENT- GENERAL CARE - CARE C","3655889","945846","7869","486062","323563","5419229","90398","5509627","-9096","5500531"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(01002)","1002INPATIENT- GENERAL CARE - CARE C","4410949","1141194","5167","705330","362159","6624799","77602","6702401", ,"6702401"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"89745", ,"89745", ,"89745", ,"89745"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(01500)","1500PHYSICIAN SERVICES","1592288","411955","18459","1811179", ,"3833881", ,"3833881", ,"3833881"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(01600)","1600NURSING CARE","16932476","4380745","526232","149293", ,"21988746", ,"21988746", ,"21988746"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C","3730933","965262","28124","194547", ,"4918866", ,"4918866", ,"4918866"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(01700)","1700PHYSICAL THERAPY","254745","65906","12487","7926", ,"341064", ,"341064", ,"341064"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY","12410","3211","1277","1007", ,"17905", ,"17905", ,"17905"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(01801)","1801RESPIRATORY THERAPY","81936","21198","6888","8549", ,"118571", ,"118571", ,"118571"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(01802)","1802OTHER THERAPY","169057","43738","7771", , ,"220566", ,"220566", ,"220566"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY","7853","2032", ,"7446", ,"17331", ,"17331", ,"17331"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","4259859","1102104","130716","53308", ,"5545987", ,"5545987", ,"5545987"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","792139","204942","41224","14206", ,"1052511", ,"1052511", ,"1052511"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(02200)","2200DIETARY COUNSELING","8108","2097", ,"38", ,"10243", ,"10243", ,"10243"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","3959916","1024506","7034","56804", ,"5048260", ,"5048260", ,"5048260"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME","91747","23736","657","372", ,"116512", ,"116512", ,"116512"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION","2284345","591002","49210","264136","3423551","6612244","-168000","6444244", ,"6444244"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(03030)","3030ANALGESICS", , , , ,"651008","651008", ,"651008", ,"651008"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , , ,"112289","112289", ,"112289", ,"112289"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN","646008","167134","32","157633","604242","1575049", ,"1575049", ,"1575049"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"676707", ,"676707", ,"676707", ,"676707"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"313840", ,"313840", ,"313840", ,"313840"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"255013", ,"255013", ,"255013", ,"255013"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"884556","884556", ,"884556", ,"884556"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"540396", ,"540396", ,"540396", ,"540396"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(03700)","3700RADIATION THERAPY", , , ,"460320", ,"460320", ,"460320", ,"460320"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(03800)","3800CHEMOTHERAPY", , , ,"4489473", ,"4489473", ,"4489473", ,"4489473"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(03901)","3901BEREAVEMENT - PATIENT RELATED"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","602987","156005","21264","18666", ,"798922", ,"798922", ,"798922"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(05200)","5200FUNDRAISING"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(05301)","5301PALLIATIVE CARE SERVICES","501206","129671", , , ,"630877", ,"630877","-50000","580877"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(05302)","5302MEDICAID ROOM & BOARD", , , ,"20065910", ,"20065910", ,"20065910","-20065910"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(05303)","5303RESIDENTIAL SERVICES", , , , ,"62143","62143", ,"62143", ,"62143"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(05304)","5304HOME HEALTH AGENCY","836757","216485","11711","53","18730","1083736", ,"1083736", ,"1083736"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(05305)","5305PIC","59087","15287", , , ,"74374", ,"74374", ,"74374"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(05306)","5306CAREGIVER","9000","2328","19220","31637", ,"62185", ,"62185", ,"62185"
"HOSPC","hospc_2013_DATA",33962,"A000000","Line(05307)","5307CENTER FOR LOSS AND HEALING","811053","209835","6447","34","59664","1087033", ,"1087033","-23883","1063150"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 33962","A100000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","",""
"-------------","-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)"
"-------------","-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9"
"-------------","-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","",""
 , , , , , , , , , , , 
"Entity[33962] Report(A100000)", , , , , , ,"Entity[33962] Report(A100000[0200])","Entity[33962] Report(A100000[0300])","Entity[33962] Report(A100000[0400])","Entity[33962] Report(A100000[0500])","Entity[33962] Report(A100000[0600])","Entity[33962] Report(A100000[0700])","Entity[33962] Report(A100000[0800])","Entity[33962] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(00301)", , , , , , , , ,"217767","217767"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(00302)", , , , , , , , ,"144630","144630"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(00500)", , ,"89850", , , , , ,"861228","951078"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(00600)", , ,"608901", ,"234340", , , ,"1660711","2503952"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(01001)", , ,"31362","170533","363287","1515974","15063","693253","866417","3655889"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(01002)", , ,"74777","146845","454832","1971625","15086","837458","910326","4410949"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(01500)", , ,"248387", , , , , ,"1343901","1592288"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(01600)", , ,"396539", ,"1802164","14359613", , ,"374160","16932476"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(01620)", , ,"32100", ,"54001","3644832", , , ,"3730933"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(01700)", , ,"10391", ,"17480", ,"226874", , ,"254745"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(01800)", , ,"171", ,"287", ,"11952", , ,"12410"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(01801)", , ,"1891", ,"3181", ,"76864", , ,"81936"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(01802)", , ,"104", ,"170", ,"168783", , ,"169057"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(01900)", , , , , , ,"7853", , ,"7853"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(02000)", , ,"169160","2947536","764879", , , ,"378284","4259859"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(02100)", , ,"133680", ,"49417", , , ,"609042","792139"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(02200)", , ,"82", ,"134", , , ,"7892","8108"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(02400)", , ,"120388", ,"197599", , ,"3097628","544301","3959916"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(02420)", , ,"789", ,"1296", , ,"89662", ,"91747"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(03000)", , ,"203460", ,"190181", , , ,"1890704","2284345"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(03100)", , ,"62696", ,"78249", , , ,"505063","646008"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(05000)", , ,"59233","266794","64932","179854","4108","3770","24296","602987"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(05301)", , ,"94724","26888", ,"326054","106","20339","33095","501206"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(05304)", , ,"116390","6","7457","611169","5052","60138","36545","836757"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(05305)", , , ,"15265", ,"38439", ,"5345","38","59087"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(05306)", , , , , , , , ,"9000","9000"
"HOSPC","hospc_2013_DATA",33962,"A100000","Line(05307)", , ,"143726","322028","44038","14289", ,"15029","271943","811053"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 33962","A200000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","",""
"-------------","-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)"
"-------------","-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9"
"-------------","-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","",""
 , , , , , , , , , , , 
"Entity[33962] Report(A200000)", , , , , , ,"Entity[33962] Report(A200000[0200])","Entity[33962] Report(A200000[0300])","Entity[33962] Report(A200000[0400])","Entity[33962] Report(A200000[0500])","Entity[33962] Report(A200000[0600])","Entity[33962] Report(A200000[0700])","Entity[33962] Report(A200000[0800])","Entity[33962] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(00301)", , , , , , , , ,"56340","56340"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(00302)", , , , , , , , ,"37418","37418"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(00500)", , ,"23246", , , , , ,"222816","246062"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(00600)", , ,"157534", ,"60628", , , ,"429657","647819"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(01001)", , ,"8114","44120","93989","392211","3897","179357","224158","945846"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(01002)", , ,"19346","37991","117673","510096","3903","216666","235519","1141194"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(01500)", , ,"64263", , , , , ,"347692","411955"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(01600)", , ,"102592", ,"466253","3715098", , ,"96802","4380745"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(01620)", , ,"8305", ,"13971","942986", , , ,"965262"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(01700)", , ,"2688", ,"4522", ,"58696", , ,"65906"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(01800)", , ,"44", ,"75", ,"3092", , ,"3211"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(01801)", , ,"489", ,"823", ,"19886", , ,"21198"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(01802)", , ,"27", ,"44", ,"43667", , ,"43738"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(01900)", , , , , , ,"2032", , ,"2032"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(02000)", , ,"43765","762582","197888", , , ,"97869","1102104"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(02100)", , ,"34586", ,"12785", , , ,"157571","204942"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(02200)", , ,"21", ,"35", , , ,"2041","2097"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(02400)", , ,"31147", ,"51123", , ,"801415","140821","1024506"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(02420)", , ,"204", ,"335", , ,"23197", ,"23736"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(03000)", , ,"52639", ,"49203", , , ,"489160","591002"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(03100)", , ,"16221", ,"20244", , , ,"130669","167134"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(05000)", , ,"15325","69025","16799","46532","1063","975","6286","156005"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(05301)", , ,"24507","6956", ,"84356","28","5262","8562","129671"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(05304)", , ,"30112","2","1929","158121","1307","15559","9455","216485"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(05305)", , , ,"3949", ,"9945", ,"1383","10","15287"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(05306)", , , , , ,"201", ,"454","1673","2328"
"HOSPC","hospc_2013_DATA",33962,"A200000","Line(05307)", , ,"37185","83315","11393","3697", ,"3888","70357","209835"
