"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34731","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[34731] Report(A000000[0000])","Entity[34731] Report(A000000[0100])","Entity[34731] Report(A000000[0200])","Entity[34731] Report(A000000[0300])","Entity[34731] Report(A000000[0400])","Entity[34731] Report(A000000[0500])","Entity[34731] Report(A000000[0600])", ,"Entity[34731] Report(A000000[0800])","Entity[34731] Report(A000000[0900])","Entity[34731] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",34731,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"208645","208645", ,"208645","-13852","194793", , , , , 
"hospc_2013_DATA",34731,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"54719","54719", ,"54719","25415","80134", , , , , 
"hospc_2013_DATA",34731,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"2486","2486", ,"2486","161","2647", , , , , 
"hospc_2013_DATA",34731,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34731,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","54811","8280", , , ,"63091", ,"63091", ,"63091", , , , , 
"hospc_2013_DATA",34731,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","685986","103625","16092", ,"795310","1601013", ,"1601013","-510986","1090027", , , , , 
"hospc_2013_DATA",34731,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , ,"25182","25182", ,"25182","-532","24650", , , , , 
"hospc_2013_DATA",34731,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , , ,"9907","9907", ,"9907", ,"9907", , , , , 
