"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34347","A000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS","", , , , , 
"-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/","", , , , , 
"-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)","", , , , , 
"-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL", , , , , 
"-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)", , , , , 
"-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10", , , , , 
"-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ","", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[34347] Report(A000000[0000])","Entity[34347] Report(A000000[0100])","Entity[34347] Report(A000000[0200])","Entity[34347] Report(A000000[0300])","Entity[34347] Report(A000000[0400])","Entity[34347] Report(A000000[0500])","Entity[34347] Report(A000000[0600])", ,"Entity[34347] Report(A000000[0800])","Entity[34347] Report(A000000[0900])","Entity[34347] Report(A000000[1000])", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"852957","852957", ,"852957", ,"852957", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"58326","58326", ,"58326", ,"58326", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE","694708","180447","2736","8747","463744","1350382", ,"1350382", ,"1350382", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34347,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","800973","208048","21360","1755","214831","1246967", ,"1246967", ,"1246967", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","9519673","2472687","170882","73230","3104694","15341166", ,"15341166","378663","15719829", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","3406491","884819","15205","1274588","1968947","7550050", ,"7550050","-61784","7488266", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE","200588","52102", ,"73219", ,"325909", ,"325909", ,"325909", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(01500)","1500PHYSICIAN SERVICES","1553275","403455","28935","355772","97932","2439369", ,"2439369", ,"2439369", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(01600)","1600NURSING CARE","13286728","3451159","705976", ,"2675098","20118961", ,"20118961", ,"20118961", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C","731006","189875","95948", ,"76033","1092862", ,"1092862", ,"1092862", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"8377", ,"8377", ,"8377", ,"8377", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , ,"2755", ,"2755", ,"2755", ,"2755", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , ,"1523", ,"1523", ,"1523", ,"1523", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","2775002","720792","204566", , ,"3700360", ,"3700360", ,"3700360", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","1058961","275060","81850", , ,"1415871", ,"1415871", ,"1415871", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(02200)","2200DIETARY COUNSELING", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34347,"A000000","Line(02300)","2300COUNSELING-OTHER", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34347,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","4042269","1049958","491428", , ,"5583655", ,"5583655", ,"5583655", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME","10365","2692","3897", , ,"16954", ,"16954", ,"16954", , , , , 
"hospc_2013_DATA",34347,"A000000","Line(02500)","2500OTHER VISITING SERVICES","556815","144630","50459","1200","40749","793853", ,"793853", ,"793853", , , , , 
