"Entity[34049] Report(A000000)", , , , ,"Entity[34049] Report(A000000[0000])","Entity[34049] Report(A000000[0100])","Entity[34049] Report(A000000[0200])","Entity[34049] Report(A000000[0300])","Entity[34049] Report(A000000[0400])","Entity[34049] Report(A000000[0500])","Entity[34049] Report(A000000[0600])","Entity[34049] Report(A000000[0700])","Entity[34049] Report(A000000[0800])","Entity[34049] Report(A000000[0900])","Entity[34049] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"143333","143333", ,"143333", ,"143333"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"54215","54215", ,"54215", ,"54215"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"31485","31485", ,"31485", ,"31485"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","32127","5634","1087", , ,"38848", ,"38848", ,"38848"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","515335","90372","3986","98785","231257","939735","-306","939429","-4455","934974"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","679201","119110", ,"165868","6726","970905", ,"970905", ,"970905"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"10955", ,"10955", ,"10955", ,"10955"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01600)","1600NURSING CARE","787388","138082","43906", ,"1142","970518", ,"970518", ,"970518"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C","6887","1208", , , ,"8095", ,"8095", ,"8095"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","145719","25554","12920", , ,"184193", ,"184193", ,"184193"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","72268","12674","8357", ,"140","93439", ,"93439", ,"93439"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","177385","31108","38918", , ,"247411", ,"247411", ,"247411"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"29953", ,"29953", ,"29953", ,"29953"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03030)","3030ANALGESICS", , , ,"73248", ,"73248", ,"73248", ,"73248"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , ,"29743", ,"29743", ,"29743", ,"29743"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03032)","3032OTHER - SPECIFY", , , ,"146956", ,"146956", ,"146956", ,"146956"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"117868", ,"117868", ,"117868", ,"117868"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"25750", ,"25750", ,"25750", ,"25750"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"5167", ,"5167", ,"5167", ,"5167"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"67638", ,"67638", ,"67638", ,"67638"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"58", ,"58", ,"58", ,"58"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"15957", ,"15957", ,"15957", ,"15957"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","25366","4448", , ,"4306","34120", ,"34120", ,"34120"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , ,"3577","3577", ,"3577", ,"3577"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(05200)","5200FUNDRAISING", , , , ,"2004","2004", ,"2004", ,"2004"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","60372","10587","4199","1861034","61220","1997412","306","1997718","-1861034","136684"
"Entity[34049] Report(A100000)", , , , , ,"Entity[34049] Report(A100000[0100])","Entity[34049] Report(A100000[0200])","Entity[34049] Report(A100000[0300])","Entity[34049] Report(A100000[0400])","Entity[34049] Report(A100000[0500])", ,"Entity[34049] Report(A100000[0700])","Entity[34049] Report(A100000[0800])","Entity[34049] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34049,"A100000","Line(00500)", , , , ,"32127", , , , ,"32127"
"HOSPC","hospc_2013_DATA",34049,"A100000","Line(00600)", ,"93281","158279", , ,"38669", , ,"225106","515335"
"HOSPC","hospc_2013_DATA",34049,"A100000","Line(01000)", , ,"77022", ,"5509","561897", , ,"34773","679201"
"HOSPC","hospc_2013_DATA",34049,"A100000","Line(01600)", , ,"119081", , ,"668307", , , ,"787388"
"HOSPC","hospc_2013_DATA",34049,"A100000","Line(01620)", , , , , ,"6887", , , ,"6887"
"HOSPC","hospc_2013_DATA",34049,"A100000","Line(02000)", , , ,"145719", , , , , ,"145719"
"HOSPC","hospc_2013_DATA",34049,"A100000","Line(02100)", , , , , , , , ,"72268","72268"
"HOSPC","hospc_2013_DATA",34049,"A100000","Line(02400)", , , , , , , ,"177385", ,"177385"
"HOSPC","hospc_2013_DATA",34049,"A100000","Line(05000)", , , , ,"22016", , , ,"3350","25366"
"HOSPC","hospc_2013_DATA",34049,"A100000","Line(05300)", , ,"27961", , , , , ,"32411","60372"
"Entity[34049] Report(A200000)", , , , , ,"Entity[34049] Report(A200000[0100])","Entity[34049] Report(A200000[0200])","Entity[34049] Report(A200000[0300])","Entity[34049] Report(A200000[0400])","Entity[34049] Report(A200000[0500])", ,"Entity[34049] Report(A200000[0700])","Entity[34049] Report(A200000[0800])","Entity[34049] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34049,"A200000","Line(00500)", , , , ,"5634", , , , ,"5634"
"HOSPC","hospc_2013_DATA",34049,"A200000","Line(00600)", ,"16358","27757", , ,"6781", , ,"39476","90372"
"HOSPC","hospc_2013_DATA",34049,"A200000","Line(01000)", , ,"13507", ,"966","98539", , ,"6098","119110"
"HOSPC","hospc_2013_DATA",34049,"A200000","Line(01600)", , ,"20883", , ,"117199", , , ,"138082"
"HOSPC","hospc_2013_DATA",34049,"A200000","Line(01620)", , , , , ,"1208", , , ,"1208"
"HOSPC","hospc_2013_DATA",34049,"A200000","Line(02000)", , , ,"25554", , , , , ,"25554"
"HOSPC","hospc_2013_DATA",34049,"A200000","Line(02100)", , , , , , , , ,"12674","12674"
"HOSPC","hospc_2013_DATA",34049,"A200000","Line(02400)", , , , , , , ,"31108", ,"31108"
"HOSPC","hospc_2013_DATA",34049,"A200000","Line(05000)", , , , ,"3861", , , ,"587","4448"
"HOSPC","hospc_2013_DATA",34049,"A200000","Line(05300)", , ,"4903", , , , , ,"5684","10587"
"Entity[34049] Report(A300000)", , , , , , ,"Entity[34049] Report(A300000[0200])", , , , , ,"Entity[34049] Report(A300000[0800])","Entity[34049] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34049,"A300000","Line(00600)", , , , , , , , ,"98785","98785"
"HOSPC","hospc_2013_DATA",34049,"A300000","Line(01000)", , , , , , , , ,"165868","165868"
"HOSPC","hospc_2013_DATA",34049,"A300000","Line(01500)", , ,"10688", , , , , ,"267","10955"
"HOSPC","hospc_2013_DATA",34049,"A300000","Line(03000)", , , , , , , , ,"29953","29953"
"HOSPC","hospc_2013_DATA",34049,"A300000","Line(03030)", , , , , , , , ,"73248","73248"
"HOSPC","hospc_2013_DATA",34049,"A300000","Line(03031)", , , , , , , , ,"29743","29743"
"HOSPC","hospc_2013_DATA",34049,"A300000","Line(03032)", , , , , , , , ,"146956","146956"
"HOSPC","hospc_2013_DATA",34049,"A300000","Line(03100)", , , , , , , , ,"117868","117868"
"HOSPC","hospc_2013_DATA",34049,"A300000","Line(03200)", , , , , , , , ,"25750","25750"
"HOSPC","hospc_2013_DATA",34049,"A300000","Line(03300)", , , , , , , , ,"5167","5167"
"HOSPC","hospc_2013_DATA",34049,"A300000","Line(03500)", , , , , , , , ,"67638","67638"
"HOSPC","hospc_2013_DATA",34049,"A300000","Line(03600)", , , , , , , , ,"58","58"
"HOSPC","hospc_2013_DATA",34049,"A300000","Line(03900)", , , , , , , , ,"15957","15957"
"HOSPC","hospc_2013_DATA",34049,"A300000","Line(05300)", , , , , , , , ,"1861034","1861034"
"Entity[34049] Report(A600010)", , , , ,"Entity[34049] Report(A600010[0000])","Entity[34049] Report(A600010[0100])","Entity[34049] Report(A600010[0200])","Entity[34049] Report(A600010[0300])", ,"Entity[34049] Report(A600010[0500])","Entity[34049] Report(A600010[0600])","Entity[34049] Report(A600010[0700])", ,"Entity[34049] Report(A600010[0900])"
"HOSPC","hospc_2013_DATA",34049,"A600010","Line(00100)","ASSOCIATION_DUES_ALLOCABLE_TO_LOBBYI","A","OTHER NONREIMBURSABLE COSTS","53", ,"306","ADMINISTRATIVE AND GENERAL","6", ,"306"
"Entity[34049] Report(A700000)", , , , , ,"Entity[34049] Report(A700000[0100])","Entity[34049] Report(A700000[0200])", ,"Entity[34049] Report(A700000[0400])","Entity[34049] Report(A700000[0500])","Entity[34049] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",34049,"A700000","Line(00100)", ,"71581", , , , ,"71581"
"HOSPC","hospc_2013_DATA",34049,"A700000","Line(00300)", ,"607817", , , , ,"607817"
"HOSPC","hospc_2013_DATA",34049,"A700000","Line(00400)", ,"467963", , , , ,"467963"
"HOSPC","hospc_2013_DATA",34049,"A700000","Line(00600)", ,"528592","71417", ,"71417","20734","579275"
"HOSPC","hospc_2013_DATA",34049,"A700000","Line(00700)", ,"1675953","71417", ,"71417","20734","1726636"
"Entity[34049] Report(A800000)", , , , ,"Entity[34049] Report(A800000[0000])","Entity[34049] Report(A800000[0100])","Entity[34049] Report(A800000[0200])","Entity[34049] Report(A800000[0300])","Entity[34049] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",34049,"A800000","Line(00600)", ,"A","-4455","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",34049,"A800000","Line(00800)","MEDICAID_ROOM_AND_BOARD","A","-1861034","OTHER NONREIMBURSABLE COSTS","53"
"Entity[34049] Report(A81000A)", , , , , ,"Entity[34049] Report(A81000A[0100])","Entity[34049] Report(A81000A[0200])","Entity[34049] Report(A81000A[0300])","Entity[34049] Report(A81000A[0400])","Entity[34049] Report(A81000A[0500])"
