"Entity[34077] Report(A000000)", , , , ,"Entity[34077] Report(A000000[0000])","Entity[34077] Report(A000000[0100])","Entity[34077] Report(A000000[0200])","Entity[34077] Report(A000000[0300])","Entity[34077] Report(A000000[0400])","Entity[34077] Report(A000000[0500])","Entity[34077] Report(A000000[0600])","Entity[34077] Report(A000000[0700])","Entity[34077] Report(A000000[0800])","Entity[34077] Report(A000000[0900])","Entity[34077] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"281430","281430", ,"281430","213","281643"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"71673","71673", ,"71673","10584","82257"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"215981","215981", ,"215981", ,"215981"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","29937","5066", , ,"34","35037", ,"35037", ,"35037"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","617915","104548","2478","25635","320115","1070691","-624","1070067","-45977","1024090"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","659197","111534", ,"327054","7023","1104808", ,"1104808","-1495","1103313"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE","18280","3094", ,"7494","310","29178", ,"29178", ,"29178"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01500)","1500PHYSICIAN SERVICES","427713","72367","4290", ,"3820","508190", ,"508190", ,"508190"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01600)","1600NURSING CARE","1109788","187772","30447","1364","9462","1338833", ,"1338833", ,"1338833"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"2482", ,"2482", ,"2482", ,"2482"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , ,"235", ,"235", ,"235", ,"235"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , ,"820", ,"820", ,"820", ,"820"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","254369","43038","6323", ,"6513","310243", ,"310243", ,"310243"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","40848","6911","2727","1920","849","53255", ,"53255", ,"53255"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(02200)","2200DIETARY COUNSELING","5690","963","195","40215", ,"47063", ,"47063", ,"47063"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","331745","56130","22217","4192","3478","417762", ,"417762", ,"417762"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"18837", ,"18837", ,"18837", ,"18837"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03030)","3030ANALGESICS", , , ,"81361", ,"81361", ,"81361", ,"81361"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , ,"1279", ,"1279", ,"1279", ,"1279"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03032)","3032OTHER - SPECIFY", , , ,"262024", ,"262024", ,"262024", ,"262024"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"191453", ,"191453", ,"191453", ,"191453"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"26955", ,"26955", ,"26955", ,"26955"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"24718", ,"24718", ,"24718", ,"24718"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"20410", ,"20410", ,"20410", ,"20410"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"96781", ,"96781", ,"96781", ,"96781"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"79277", ,"79277", ,"79277", ,"79277"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03700)","3700RADIATION THERAPY", , , ,"10072", ,"10072", ,"10072", ,"10072"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"2859","343","3202", ,"3202", ,"3202"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","82417","13945","1434","75","8996","106867", ,"106867", ,"106867"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , ,"74", ,"6065","6139", ,"6139", ,"6139"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(05200)","5200FUNDRAISING","52029","8803", , ,"58850","119682", ,"119682", ,"119682"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","229782","38877","12955","528501","169173","979288","624","979912","-458300","521612"
"Entity[34077] Report(A100000)", , , , , ,"Entity[34077] Report(A100000[0100])","Entity[34077] Report(A100000[0200])","Entity[34077] Report(A100000[0300])","Entity[34077] Report(A100000[0400])","Entity[34077] Report(A100000[0500])", ,"Entity[34077] Report(A100000[0700])","Entity[34077] Report(A100000[0800])","Entity[34077] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34077,"A100000","Line(00500)", , , , ,"29833", , , ,"104","29937"
"HOSPC","hospc_2013_DATA",34077,"A100000","Line(00600)", ,"118904","131296", ,"69696", , , ,"298019","617915"
"HOSPC","hospc_2013_DATA",34077,"A100000","Line(01000)", , ,"43863","29992","36341","329420", ,"180007","39574","659197"
"HOSPC","hospc_2013_DATA",34077,"A100000","Line(01100)", , ,"1216", ,"1008","9135", ,"4992","1929","18280"
"HOSPC","hospc_2013_DATA",34077,"A100000","Line(01500)", , ,"225232", , , , , ,"202481","427713"
"HOSPC","hospc_2013_DATA",34077,"A100000","Line(01600)", , ,"70978", ,"84308","954502", , , ,"1109788"
"HOSPC","hospc_2013_DATA",34077,"A100000","Line(02000)", , ,"52372","201997", , , , , ,"254369"
"HOSPC","hospc_2013_DATA",34077,"A100000","Line(02100)", , , , ,"27778", , , ,"13070","40848"
"HOSPC","hospc_2013_DATA",34077,"A100000","Line(02200)", , , , , , , , ,"5690","5690"
"HOSPC","hospc_2013_DATA",34077,"A100000","Line(02400)", , , , , , , ,"331745", ,"331745"
"HOSPC","hospc_2013_DATA",34077,"A100000","Line(05000)", , ,"7098","75228","63", , ,"28", ,"82417"
"HOSPC","hospc_2013_DATA",34077,"A100000","Line(05200)", , , , ,"26696", , , ,"25333","52029"
"HOSPC","hospc_2013_DATA",34077,"A100000","Line(05300)", , ,"74833","1142","14304","15751", , ,"123752","229782"
"Entity[34077] Report(A200000)", , , , , ,"Entity[34077] Report(A200000[0100])","Entity[34077] Report(A200000[0200])","Entity[34077] Report(A200000[0300])","Entity[34077] Report(A200000[0400])","Entity[34077] Report(A200000[0500])", ,"Entity[34077] Report(A200000[0700])","Entity[34077] Report(A200000[0800])","Entity[34077] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34077,"A200000","Line(00500)", , , , ,"5048", , , ,"18","5066"
"HOSPC","hospc_2013_DATA",34077,"A200000","Line(00600)", ,"20118","22215", ,"11792", , , ,"50423","104548"
"HOSPC","hospc_2013_DATA",34077,"A200000","Line(01000)", , ,"7421","5075","6149","55737", ,"30456","6696","111534"
"HOSPC","hospc_2013_DATA",34077,"A200000","Line(01100)", , ,"206", ,"171","1546", ,"845","326","3094"
"HOSPC","hospc_2013_DATA",34077,"A200000","Line(01500)", , ,"38108", , , , , ,"34259","72367"
"HOSPC","hospc_2013_DATA",34077,"A200000","Line(01600)", , ,"12009", ,"14265","161498", , , ,"187772"
"HOSPC","hospc_2013_DATA",34077,"A200000","Line(02000)", , ,"8861","34177", , , , , ,"43038"
"HOSPC","hospc_2013_DATA",34077,"A200000","Line(02100)", , , , ,"4700", , , ,"2211","6911"
"HOSPC","hospc_2013_DATA",34077,"A200000","Line(02200)", , , , , , , , ,"963","963"
"HOSPC","hospc_2013_DATA",34077,"A200000","Line(02400)", , , , , , , ,"56130", ,"56130"
"HOSPC","hospc_2013_DATA",34077,"A200000","Line(05000)", , ,"1201","12728","11", , ,"5", ,"13945"
"HOSPC","hospc_2013_DATA",34077,"A200000","Line(05200)", , , , ,"4517", , , ,"4286","8803"
"HOSPC","hospc_2013_DATA",34077,"A200000","Line(05300)", , ,"12661","193","2420","2665", , ,"20938","38877"
"Entity[34077] Report(A300000)", , , , , , , , , ,"Entity[34077] Report(A300000[0500])","Entity[34077] Report(A300000[0600])","Entity[34077] Report(A300000[0700])","Entity[34077] Report(A300000[0800])","Entity[34077] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(00600)", , , , , , , , ,"25635","25635"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(01000)", , , , , ,"1499","53","5847","319655","327054"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(01100)", , , , , ,"42","1","162","7289","7494"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(01600)", , , , , ,"1364", , , ,"1364"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(01700)", , , , , , ,"2482", , ,"2482"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(01800)", , , , , , ,"235", , ,"235"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(01900)", , , , , , ,"820", , ,"820"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(02100)", , , , , , , , ,"1920","1920"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(02200)", , , , , , , , ,"40215","40215"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(02400)", , , , , , , ,"4192", ,"4192"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(03000)", , , , , , , , ,"18837","18837"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(03030)", , , , , , , , ,"81361","81361"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(03031)", , , , , , , , ,"1279","1279"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(03032)", , , , , , , , ,"262024","262024"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(03100)", , , , , , , , ,"191453","191453"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(03200)", , , , , , , , ,"26955","26955"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(03300)", , , , , , , , ,"24718","24718"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(03400)", , , , , , , , ,"20410","20410"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(03500)", , , , , , , , ,"96781","96781"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(03600)", , , , , , , , ,"79277","79277"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(03700)", , , , , , , , ,"10072","10072"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(03900)", , , , , , , , ,"2859","2859"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(05000)", , , , , , , , ,"75","75"
"HOSPC","hospc_2013_DATA",34077,"A300000","Line(05300)", , , , , , , , ,"528501","528501"
"Entity[34077] Report(A600010)", , , , ,"Entity[34077] Report(A600010[0000])","Entity[34077] Report(A600010[0100])","Entity[34077] Report(A600010[0200])","Entity[34077] Report(A600010[0300])", ,"Entity[34077] Report(A600010[0500])","Entity[34077] Report(A600010[0600])","Entity[34077] Report(A600010[0700])", ,"Entity[34077] Report(A600010[0900])"
"HOSPC","hospc_2013_DATA",34077,"A600010","Line(00100)","LOBBYING DUES TO OTHER PROG. COSTS","A","OTHER NONREIMBURSABLE COSTS","53", ,"624","ADMINISTRATIVE AND GENERAL","6", ,"624"
