"Entity[33535] Report(A000000)", , , , ,"Entity[33535] Report(A000000[0000])","Entity[33535] Report(A000000[0100])","Entity[33535] Report(A000000[0200])","Entity[33535] Report(A000000[0300])","Entity[33535] Report(A000000[0400])","Entity[33535] Report(A000000[0500])","Entity[33535] Report(A000000[0600])","Entity[33535] Report(A000000[0700])","Entity[33535] Report(A000000[0800])","Entity[33535] Report(A000000[0900])","Entity[33535] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(00100)","0100CAP REL COSTS-BLDG & FIXT"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(00200)","0200CAP REL COSTS-MVBLE EQUIP", , , , ,"410","410", ,"410", ,"410"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , ,"371","2000","2371", ,"2371", ,"2371"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(00500)","0500VOLUNTEER SERVICES", , , , , , ,"8865","8865", ,"8865"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(00600)","0600ADMINISTRATIVE & GENERAL","56132","4125","1641","546","2919","65363","-8865","56498","205441","261939"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(01000)","1000INPATIENT-GENERAL CARE", , , , , , ,"20093","20093", ,"20093"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(01100)","1100INPATIENT-RESPITE CARE", , , , , , ,"6447","6447", ,"6447"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(01500)","1500PHYSICIAN SERVICES","1017","75", ,"4083", ,"5175", ,"5175","260","5435"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(01600)","1600NURSING CARE","65951","4846","14954","26540", ,"112291","-26540","85751","17831","103582"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","20523","1508","5985", , ,"28016", ,"28016","4204","32220"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(02100)","2100SPIRITUAL COUNSELING"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","6274","461","1940", , ,"8675", ,"8675","12630","21305"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(03000)","3000DRUGS BIOLOGICAL AND INFUSION", , , , ,"31933","31933", ,"31933", ,"31933"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"4901", ,"4901", ,"4901", ,"4901"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"106", ,"106", ,"106", ,"106"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"2371", ,"2371", ,"2371", ,"2371"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENT", , , , ,"11304","11304", ,"11304", ,"11304"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INC E/R DEP"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COST"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(05200)","5200FUNDRAISING"
"HOSPC","hospc_2013_DATA",33535,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS"
"Entity[33535] Report(A100000)", , , , , , ,"Entity[33535] Report(A100000[0200])","Entity[33535] Report(A100000[0300])","Entity[33535] Report(A100000[0400])","Entity[33535] Report(A100000[0500])", ,"Entity[33535] Report(A100000[0700])","Entity[33535] Report(A100000[0800])","Entity[33535] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",33535,"A100000","Line(00600)", , , , ,"45549", , , ,"10583","56132"
"HOSPC","hospc_2013_DATA",33535,"A100000","Line(01500)", , ,"1017", , , , , , ,"1017"
"HOSPC","hospc_2013_DATA",33535,"A100000","Line(01600)", , , , , ,"65951", , , ,"65951"
"HOSPC","hospc_2013_DATA",33535,"A100000","Line(02000)", , , ,"20523", , , , , ,"20523"
"HOSPC","hospc_2013_DATA",33535,"A100000","Line(02400)", , , , , , , ,"6274", ,"6274"
"Entity[33535] Report(A200000)", , , , , , ,"Entity[33535] Report(A200000[0200])","Entity[33535] Report(A200000[0300])","Entity[33535] Report(A200000[0400])","Entity[33535] Report(A200000[0500])", ,"Entity[33535] Report(A200000[0700])","Entity[33535] Report(A200000[0800])","Entity[33535] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",33535,"A200000","Line(00600)", , , , ,"3347", , , ,"778","4125"
"HOSPC","hospc_2013_DATA",33535,"A200000","Line(01500)", , ,"75", , , , , , ,"75"
"HOSPC","hospc_2013_DATA",33535,"A200000","Line(01600)", , , , , ,"4846", , , ,"4846"
"HOSPC","hospc_2013_DATA",33535,"A200000","Line(02000)", , , ,"1508", , , , , ,"1508"
"HOSPC","hospc_2013_DATA",33535,"A200000","Line(02400)", , , , , , , ,"461", ,"461"
"Entity[33535] Report(A300000)", , , , , , , , , ,"Entity[33535] Report(A300000[0500])", , ,"Entity[33535] Report(A300000[0800])","Entity[33535] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",33535,"A300000","Line(00300)", , , , , , , , ,"371","371"
"HOSPC","hospc_2013_DATA",33535,"A300000","Line(00600)", , , , , , , , ,"546","546"
"HOSPC","hospc_2013_DATA",33535,"A300000","Line(01500)", , , , , , , , ,"4083","4083"
"HOSPC","hospc_2013_DATA",33535,"A300000","Line(01600)", , , , , ,"26540", , , ,"26540"
"HOSPC","hospc_2013_DATA",33535,"A300000","Line(03200)", , , , , , , , ,"4901","4901"
"HOSPC","hospc_2013_DATA",33535,"A300000","Line(03300)", , , , , , , , ,"106","106"
"HOSPC","hospc_2013_DATA",33535,"A300000","Line(03400)", , , , , , , , ,"2371","2371"
"Entity[33535] Report(A600010)", , , , ,"Entity[33535] Report(A600010[0000])","Entity[33535] Report(A600010[0100])","Entity[33535] Report(A600010[0200])","Entity[33535] Report(A600010[0300])","Entity[33535] Report(A600010[0400])","Entity[33535] Report(A600010[0500])","Entity[33535] Report(A600010[0600])","Entity[33535] Report(A600010[0700])","Entity[33535] Report(A600010[0800])","Entity[33535] Report(A600010[0900])"
"HOSPC","hospc_2013_DATA",33535,"A600010","Line(00100)","RECLASS GIP COSTS","A","INPATIENT- GENERAL CARE","10", ,"20093","NURSING CARE","16", ,"20093"
"HOSPC","hospc_2013_DATA",33535,"A600010","Line(00200)","RECLASS RESPITE COSTS","B","INPATIENT- RESPITE CARE","11", ,"6447","NURSING CARE","16", ,"6447"
"HOSPC","hospc_2013_DATA",33535,"A600010","Line(00300)","RECLASS VOLUNTEER COORDINATOR","C","VOLUNTEER SERVICE COORDINATION","5","8299","566","ADMINISTRATIVE AND GENERAL","6","8299","566"
"Entity[33535] Report(A700000)", , , , , ,"Entity[33535] Report(A700000[0100])","Entity[33535] Report(A700000[0200])", ,"Entity[33535] Report(A700000[0400])", ,"Entity[33535] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",33535,"A700000","Line(00100)", , ,"28000", ,"28000", ,"28000"
"HOSPC","hospc_2013_DATA",33535,"A700000","Line(00200)", ,"10100","168984", ,"168984", ,"179084"
"HOSPC","hospc_2013_DATA",33535,"A700000","Line(00300)", ,"7649","672623", ,"672623", ,"680272"
"HOSPC","hospc_2013_DATA",33535,"A700000","Line(00400)", ,"563612","1843", ,"1843", ,"565455"
"HOSPC","hospc_2013_DATA",33535,"A700000","Line(00500)", ,"356821","61872", ,"61872", ,"418693"
"HOSPC","hospc_2013_DATA",33535,"A700000","Line(00600)", ,"4108146","372547", ,"372547", ,"4480693"
"HOSPC","hospc_2013_DATA",33535,"A700000","Line(00700)", ,"5046328","1305869", ,"1305869", ,"6352197"
"Entity[33535] Report(A800000)", , , , ,"Entity[33535] Report(A800000[0000])","Entity[33535] Report(A800000[0100])","Entity[33535] Report(A800000[0200])","Entity[33535] Report(A800000[0300])","Entity[33535] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",33535,"A800000","Line(00300)", , ,"242691"
"HOSPC","hospc_2013_DATA",33535,"A800000","Line(00800)","MARKETING","A","-2325","OTHER NONREIMBURSABLE COSTS","53"
"Entity[33535] Report(A81000A)", , , , , ,"Entity[33535] Report(A81000A[0100])","Entity[33535] Report(A81000A[0200])","Entity[33535] Report(A81000A[0300])","Entity[33535] Report(A81000A[0400])","Entity[33535] Report(A81000A[0500])","Entity[33535] Report(A81000A[0600])"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00100)", ,"6","ADMINISTRATIVE AND GENERAL","HOSPICE SHARED COSTS","9512", ,"9512"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00200)", ,"6","ADMINISTRATIVE AND GENERAL","ENTERPRISE ALLOCATION","14685", ,"14685"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00300)", ,"53","OTHER NONREIMBURSABLE COSTS","MARKETING","2325", ,"2325"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00400)", ,"6","ADMINISTRATIVE AND GENERAL","BENEFITS OVERHEAD ALLOCATION","13616", ,"13616"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00401)", ,"15","PHYSICIAN SERVICES","BENEFITS OVERHEAD ALLOCATION","247", ,"247"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00402)", ,"16","NURSING CARE","BENEFITS OVERHEAD ALLOCATION","15998", ,"15998"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00403)", ,"20","MEDICAL SOCIAL SERVICES","BENEFITS OVERHEAD ALLOCATION","4978", ,"4978"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00404)", ,"24","HOME HEALTH AIDE AND HOMEMAKER","BENEFITS OVERHEAD ALLOCATION","1522", ,"1522"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00405)", ,"6","ADMINISTRATIVE AND GENERAL","WORKERS COMP ADJUSTMENT","728", ,"728"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00406)", ,"15","PHYSICIAN SERVICES","WORKERS COMP ADJUSTMENT","13", ,"13"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00407)", ,"16","NURSING CARE","WORKERS COMP ADJUSTMENT","855", ,"855"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00408)", ,"20","MEDICAL SOCIAL SERVICES","WORKERS COMP ADJUSTMENT","266", ,"266"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00409)", ,"24","HOME HEALTH AIDE AND HOMEMAKER","WORKERS COMP ADJUSTMENT","81", ,"81"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00410)", ,"20","MEDICAL SOCIAL SERVICES","HOME HEALTH MSW COSTS","1","1041","-1040"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00411)", ,"24","HOME HEALTH AIDE AND HOMEMAKER","HOME HEALTH HHA COSTS","11027", ,"11027"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00412)", ,"16","NURSING CARE","HOME HEALTH NURSING COSTS","978", ,"978"
"HOSPC","hospc_2013_DATA",33535,"A81000A","Line(00413)", ,"6","ADMINISTRATIVE AND GENERAL","A&G COSTS FROM THE HOME HEALTH","166900", ,"166900"
"Entity[33535] Report(A81000B)", , , , , ,"Entity[33535] Report(A81000B[0100])","Entity[33535] Report(A81000B[0200])", , ,"Entity[33535] Report(A81000B[0500])","Entity[33535] Report(A81000B[0600])"
"HOSPC","hospc_2013_DATA",33535,"A81000B","Line(00100)", ,"G","UPMC HEALTH PLAN", , , ,"HEALTH/DENTAL I"
"HOSPC","hospc_2013_DATA",33535,"A81000B","Line(00200)", ,"B","COMMUNITY PROVIDER SERVIC", , ,"100","MSO"
"HOSPC","hospc_2013_DATA",33535,"A81000B","Line(00300)", ,"G","UPMC JEFFERSON REGIONAL", , , ,"HHA"
