"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34957","G000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","Assets","General","Purpose","Endowment","Plant", , , , , , , , , , , 
"-------------","-------------", ,"","(Omit cents)","Fund","Fund","Fund","Fund", , , , , , , , , , , 
"-------------","-------------", ,"","","1","2","3","4", , , , , , , , , , , 
"-------------","-------------", ,"","CURRENT  ASSETS","","","","", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34957] Report(G000000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(00100)", ,"64628", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(00400)", ,"201699", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(01100)", ,"266327", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(01900)", ,"10769", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(02000)", ,"4954", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(02300)", ,"9170", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(02400)", ,"9170", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(02700)", ,"5815", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(03000)", ,"94836", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(03100)", ,"1072", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(03200)", ,"95908", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(03300)", ,"368050", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(03400)", ,"44411", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(03600)", ,"3320", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(04100)", ,"17200", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(04200)", ,"64931", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(04601)", ,"20000", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(04900)", ,"20000", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(05000)", ,"84931", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(05100)", ,"283119", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G000000","Line(05800)", ,"283119", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34957","G100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", , , , , , , , , , 
"-------------","-------------", ,"","","","FUND","PURPOSE  FUND","FUND","", , , , , , , , , , 
"-------------","-------------", ,"","","","1","2","3","4", , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[34957] Report(G100000[0000])","Entity[34957] Report(G100000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G100000","Line(00100)", ,"287615", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G100000","Line(00200)", ,"19424", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G100000","Line(00300)", ,"307039", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G100000","Line(01100)", ,"307039", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G100000","Line(01200)","DISTRIBUTIONS","23920", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G100000","Line(01800)", ,"23920", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34957","G200001 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","Revenue  Center","","","","", , , , , , , , , , , 
"-------------","-------------", ,"","","","","TOTAL","", , , , , , , , , , , 
"-------------","-------------", ,"","GENERAL INPATIENT AND HOME CARE SERVICE LOCATION","","","","", , , , , , , , , , , 
"-------------","-------------", ,"1"," Skilled Nursing Facility based","","","","1", , , , , , , , , , , 
"-------------","-------------", ,"2"," Nursing facility based","","","","2", , , , , , , , , , , 
"-------------","-------------", ,"3"," Home care","","","","3", , , , , , , , , , , 
"-------------","-------------", ,"4"," Other (See Instructions)","","","","4", , , , , , , , , , , 
"-------------","-------------", ,"5"," State Medicaid room & board","","","","5", , , , , , , , , , , 
"-------------","-------------", ,"6","\" Total General Inpatient Revenues  ( Sum of lines 1"," 2"," 3 and 4 )\"","","","","6", , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34957] Report(G200001[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G200001","Line(00300)", ,"1293503", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34957","G200002 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","PART II - OPERATING EXPENSES", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , ,"Entity[34957] Report(G200002[0000])","Entity[34957] Report(G200002[0100])","Entity[34957] Report(G200002[0200])", , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G200002","Line(00100)", , ,"1283212", , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G200002","Line(00200)","PASS THROUGH ROOM AND BOARD", , , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G200002","Line(00300)","REFUNDS","7952", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G200002","Line(00800)", , ,"7952", , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G200002","Line(00900)","PASS THROUGH ROOM AND BOARD","17085", , , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G200002","Line(01400)", , ,"17085", , , , , , , , , , , , , 
"hospc_2013_DATA",34957,"G200002","Line(01500)", , ,"1274079", , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
