"Entity[33932] Report(A000000)", , , , ,"Entity[33932] Report(A000000[0000])","Entity[33932] Report(A000000[0100])","Entity[33932] Report(A000000[0200])","Entity[33932] Report(A000000[0300])","Entity[33932] Report(A000000[0400])","Entity[33932] Report(A000000[0500])","Entity[33932] Report(A000000[0600])", ,"Entity[33932] Report(A000000[0800])","Entity[33932] Report(A000000[0900])","Entity[33932] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"2625317","2625317", ,"2625317", ,"2625317"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"161971","161971", ,"161971", ,"161971"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"2671155","2671155", ,"2671155", ,"2671155"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(00400)","0400TRANSPORTATION-STAFF", , ,"1359605", , ,"1359605", ,"1359605", ,"1359605"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATOR","475323","155774", , , ,"631097", ,"631097", ,"631097"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","6567370","1805188", ,"921301","3930902","13224761", ,"13224761","-6109","13218652"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(01000)","1000INPATIENT-GENERAL CARE","11311659","3416050", ,"4217641","2811066","21756416", ,"21756416","-137924","21618492"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(01100)","1100INPATIENT-RESPITE CARE", , , , ,"2464","2464", ,"2464", ,"2464"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(01500)","1500PHYSICIAN SERVICES","2310239","318822", ,"378133", ,"3007194", ,"3007194", ,"3007194"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(01600)","1600NURSING CARE","9618676","2509839", ,"93494", ,"12222009", ,"12222009", ,"12222009"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(01620)","1620NURSING CARE--CONTINUOUS HOME CA","539197","195909", , , ,"735106", ,"735106", ,"735106"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"93813", ,"93813", ,"93813", ,"93813"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","2383612","757358", , , ,"3140970", ,"3140970", ,"3140970"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","929826","265665", , , ,"1195491", ,"1195491", ,"1195491"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(02200)","2200DIETARY COUNSELING","68","5", , , ,"73", ,"73", ,"73"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(02300)","2300COUNSELING-OTHER","724201","253976", , , ,"978177", ,"978177", ,"978177"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","2442895","1130490", , , ,"3573385", ,"3573385", ,"3573385"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER-CONT HOME CA"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION","1100246","272653", ,"1151878", ,"2524777", ,"2524777", ,"2524777"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(03030)","3030ANALGESICS", , , , ,"859746","859746", ,"859746", ,"859746"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , , ,"561133","561133", ,"561133", ,"561133"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"2935484", ,"2935484", ,"2935484", ,"2935484"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"16814", ,"16814", ,"16814", ,"16814"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"424312", ,"424312", ,"424312", ,"424312"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"764785","764785", ,"764785", ,"764785"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(03700)","3700RADIATION THERAPY", , , ,"261404", ,"261404", ,"261404", ,"261404"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(03800)","3800CHEMOTHERAPY", , , ,"333505", ,"333505", ,"333505", ,"333505"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"12247123", ,"12247123", ,"12247123","-12240852","6271"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","546881","180787", , , ,"727668", ,"727668", ,"727668"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , ,"122569","122569", ,"122569", ,"122569"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(05200)","5200FUNDRAISING","276752","79576", ,"111975","362860","831163", ,"831163", ,"831163"
"HOSPC","hospc_2013_DATA",33932,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","4061708","1252938", , ,"9975790","15290436", ,"15290436", ,"15290436"
"Entity[33932] Report(A100000)", , , , , ,"Entity[33932] Report(A100000[0100])","Entity[33932] Report(A100000[0200])","Entity[33932] Report(A100000[0300])","Entity[33932] Report(A100000[0400])","Entity[33932] Report(A100000[0500])", ,"Entity[33932] Report(A100000[0700])","Entity[33932] Report(A100000[0800])","Entity[33932] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",33932,"A100000","Line(00500)", , , , , , , , ,"475323","475323"
"HOSPC","hospc_2013_DATA",33932,"A100000","Line(00600)", ,"498996","146969", , , , , ,"5921405","6567370"
"HOSPC","hospc_2013_DATA",33932,"A100000","Line(01000)", , , ,"443331", ,"7076885", ,"2130007","1661436","11311659"
"HOSPC","hospc_2013_DATA",33932,"A100000","Line(01500)", , ,"338086", , , , , ,"1972153","2310239"
"HOSPC","hospc_2013_DATA",33932,"A100000","Line(01600)", , , , ,"1569923","8048753", , , ,"9618676"
"HOSPC","hospc_2013_DATA",33932,"A100000","Line(01620)", , , , , ,"539197", , , ,"539197"
"HOSPC","hospc_2013_DATA",33932,"A100000","Line(02000)", , , ,"2207778","175834", , , , ,"2383612"
"HOSPC","hospc_2013_DATA",33932,"A100000","Line(02100)", , , , , , , , ,"929826","929826"
"HOSPC","hospc_2013_DATA",33932,"A100000","Line(02200)", , , , , , , , ,"68","68"
"HOSPC","hospc_2013_DATA",33932,"A100000","Line(02300)", , , , , , , , ,"724201","724201"
"HOSPC","hospc_2013_DATA",33932,"A100000","Line(02400)", , , , , , , ,"2442895", ,"2442895"
"HOSPC","hospc_2013_DATA",33932,"A100000","Line(03000)", , , , , , , , ,"1100246","1100246"
"HOSPC","hospc_2013_DATA",33932,"A100000","Line(05000)", , , , , , , , ,"546881","546881"
"HOSPC","hospc_2013_DATA",33932,"A100000","Line(05200)", , , , , , , , ,"276752","276752"
"HOSPC","hospc_2013_DATA",33932,"A100000","Line(05300)", , , , , , , , ,"4061708","4061708"
"Entity[33932] Report(A200000)", , , , , ,"Entity[33932] Report(A200000[0100])","Entity[33932] Report(A200000[0200])","Entity[33932] Report(A200000[0300])","Entity[33932] Report(A200000[0400])","Entity[33932] Report(A200000[0500])", ,"Entity[33932] Report(A200000[0700])","Entity[33932] Report(A200000[0800])","Entity[33932] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",33932,"A200000","Line(00500)", , , , , , , , ,"155774","155774"
"HOSPC","hospc_2013_DATA",33932,"A200000","Line(00600)", ,"35001","32214", , , , , ,"1737973","1805188"
"HOSPC","hospc_2013_DATA",33932,"A200000","Line(01000)", , , ,"138526", ,"1845392", ,"714487","717645","3416050"
"HOSPC","hospc_2013_DATA",33932,"A200000","Line(01500)", , ,"44612", , , , , ,"274210","318822"
"HOSPC","hospc_2013_DATA",33932,"A200000","Line(01600)", , , , ,"413565","2096274", , , ,"2509839"
"HOSPC","hospc_2013_DATA",33932,"A200000","Line(01620)", , , , , ,"195909", , , ,"195909"
"HOSPC","hospc_2013_DATA",33932,"A200000","Line(02000)", , , ,"704962","52396", , , , ,"757358"
"HOSPC","hospc_2013_DATA",33932,"A200000","Line(02100)", , , , , , , , ,"265665","265665"
"HOSPC","hospc_2013_DATA",33932,"A200000","Line(02200)", , , , , , , , ,"5","5"
"HOSPC","hospc_2013_DATA",33932,"A200000","Line(02300)", , , , , , , , ,"253976","253976"
"HOSPC","hospc_2013_DATA",33932,"A200000","Line(02400)", , , , , , , ,"1130490", ,"1130490"
"HOSPC","hospc_2013_DATA",33932,"A200000","Line(03000)", , , , , , , , ,"272653","272653"
"HOSPC","hospc_2013_DATA",33932,"A200000","Line(05000)", , , , , , , , ,"180787","180787"
"HOSPC","hospc_2013_DATA",33932,"A200000","Line(05200)", , , , , , , , ,"79576","79576"
"HOSPC","hospc_2013_DATA",33932,"A200000","Line(05300)", , , , , , , , ,"1252938","1252938"
"Entity[33932] Report(A300000)", , , , , , , , , ,"Entity[33932] Report(A300000[0500])","Entity[33932] Report(A300000[0600])", ,"Entity[33932] Report(A300000[0800])","Entity[33932] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",33932,"A300000","Line(00600)", , , , , , , , ,"921301","921301"
"HOSPC","hospc_2013_DATA",33932,"A300000","Line(01000)", , , , , ,"211949", , ,"4005692","4217641"
"HOSPC","hospc_2013_DATA",33932,"A300000","Line(01500)", , , , , , , , ,"378133","378133"
"HOSPC","hospc_2013_DATA",33932,"A300000","Line(01600)", , , , , ,"93494", , , ,"93494"
"HOSPC","hospc_2013_DATA",33932,"A300000","Line(01700)", , , , , , ,"93813", , ,"93813"
"HOSPC","hospc_2013_DATA",33932,"A300000","Line(03000)", , , , , , , , ,"1151878","1151878"
"HOSPC","hospc_2013_DATA",33932,"A300000","Line(03100)", , , , , , , , ,"2935484","2935484"
"HOSPC","hospc_2013_DATA",33932,"A300000","Line(03200)", , , , , , , , ,"16814","16814"
"HOSPC","hospc_2013_DATA",33932,"A300000","Line(03400)", , , , , , , , ,"424312","424312"
"HOSPC","hospc_2013_DATA",33932,"A300000","Line(03700)", , , , , , , , ,"261404","261404"
"HOSPC","hospc_2013_DATA",33932,"A300000","Line(03800)", , , , , , , , ,"333505","333505"
"HOSPC","hospc_2013_DATA",33932,"A300000","Line(03900)", , , , , , , , ,"12247123","12247123"
"HOSPC","hospc_2013_DATA",33932,"A300000","Line(05200)", , , , , , , , ,"111975","111975"
"Entity[33932] Report(A700000)", , , , , ,"Entity[33932] Report(A700000[0100])","Entity[33932] Report(A700000[0200])", ,"Entity[33932] Report(A700000[0400])","Entity[33932] Report(A700000[0500])","Entity[33932] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",33932,"A700000","Line(00100)", ,"12869713","276299", ,"276299", ,"13146012"
"HOSPC","hospc_2013_DATA",33932,"A700000","Line(00200)", ,"104324", , , , ,"104324"
"HOSPC","hospc_2013_DATA",33932,"A700000","Line(00300)", ,"45933000","104414", ,"104414", ,"46037414"
"HOSPC","hospc_2013_DATA",33932,"A700000","Line(00400)", ,"4909600","118283", ,"118283","14655","5013228"
"HOSPC","hospc_2013_DATA",33932,"A700000","Line(00600)", ,"10743900","427800", ,"427800", ,"11171700"
"HOSPC","hospc_2013_DATA",33932,"A700000","Line(00700)", ,"74560537","926796", ,"926796","14655","75472678"
