"Entity[34055] Report(A000000)", , , , ,"Entity[34055] Report(A000000[0000])","Entity[34055] Report(A000000[0100])","Entity[34055] Report(A000000[0200])","Entity[34055] Report(A000000[0300])","Entity[34055] Report(A000000[0400])","Entity[34055] Report(A000000[0500])","Entity[34055] Report(A000000[0600])", ,"Entity[34055] Report(A000000[0800])", ,"Entity[34055] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"15389","15389", ,"15389", ,"15389"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATOR","4844","823", , , ,"5667", ,"5667", ,"5667"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","190698","32400","59328","108575","175824","566825", ,"566825", ,"566825"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(01000)","1000INPATIENT-GENERAL CARE", , , , ,"99354","99354", ,"99354", ,"99354"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"30590", ,"30590", ,"30590", ,"30590"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(01600)","1600NURSING CARE","168169","28573", ,"57795", ,"254537", ,"254537", ,"254537"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(01620)","1620NURSING CARE--CONTINUOUS HOME CA"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"5000", ,"5000", ,"5000", ,"5000"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES", , , ,"27683", ,"27683", ,"27683", ,"27683"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","27862","4734", , , ,"32596", ,"32596", ,"32596"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(02200)","2200DIETARY COUNSELING", , , ,"2500", ,"2500", ,"2500", ,"2500"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","73314","12456", ,"41697", ,"127467", ,"127467", ,"127467"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER-CONT HOME CA"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(02500)","2500OTHER"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"28382","111832","140214", ,"140214", ,"140214"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"36161", ,"36161", ,"36161", ,"36161"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , , ,"1010","1010", ,"1010", ,"1010"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"36161","36161", ,"36161", ,"36161"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(03900)","3900OTHER"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS", , , ,"500", ,"500", ,"500", ,"500"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , ,"250", ,"250", ,"250", ,"250"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(05200)","5200FUNDRAISING", , , ,"100", ,"100", ,"100", ,"100"
"HOSPC","hospc_2013_DATA",34055,"A000000","Line(05300)","5300OTHER PROGRAM COSTS"
"Entity[34055] Report(A100000)", , , , , ,"Entity[34055] Report(A100000[0100])", , ,"Entity[34055] Report(A100000[0400])","Entity[34055] Report(A100000[0500])", ,"Entity[34055] Report(A100000[0700])","Entity[34055] Report(A100000[0800])","Entity[34055] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34055,"A100000","Line(00500)", , , , ,"4844", , , , ,"4844"
"HOSPC","hospc_2013_DATA",34055,"A100000","Line(00600)", ,"178948", , , , , , ,"11750","190698"
"HOSPC","hospc_2013_DATA",34055,"A100000","Line(01600)", , , , ,"88414","79755", , , ,"168169"
"HOSPC","hospc_2013_DATA",34055,"A100000","Line(02100)", , , , , , , , ,"27862","27862"
"HOSPC","hospc_2013_DATA",34055,"A100000","Line(02400)", , , , , , , ,"73314", ,"73314"
"Entity[34055] Report(A200000)", , , , , ,"Entity[34055] Report(A200000[0100])", , ,"Entity[34055] Report(A200000[0400])","Entity[34055] Report(A200000[0500])", ,"Entity[34055] Report(A200000[0700])","Entity[34055] Report(A200000[0800])","Entity[34055] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34055,"A200000","Line(00500)", , , , ,"823", , , , ,"823"
"HOSPC","hospc_2013_DATA",34055,"A200000","Line(00600)", ,"30404", , , , , , ,"1996","32400"
"HOSPC","hospc_2013_DATA",34055,"A200000","Line(01600)", , , , ,"15022","13551", , , ,"28573"
"HOSPC","hospc_2013_DATA",34055,"A200000","Line(02100)", , , , , , , , ,"4734","4734"
"HOSPC","hospc_2013_DATA",34055,"A200000","Line(02400)", , , , , , , ,"12456", ,"12456"
"Entity[34055] Report(A300000)", , , , , , ,"Entity[34055] Report(A300000[0200])","Entity[34055] Report(A300000[0300])","Entity[34055] Report(A300000[0400])","Entity[34055] Report(A300000[0500])","Entity[34055] Report(A300000[0600])","Entity[34055] Report(A300000[0700])","Entity[34055] Report(A300000[0800])","Entity[34055] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34055,"A300000","Line(00600)", , ,"57785", ,"45946", , , ,"4844","108575"
"HOSPC","hospc_2013_DATA",34055,"A300000","Line(01500)", , ,"30590", , , , , , ,"30590"
"HOSPC","hospc_2013_DATA",34055,"A300000","Line(01600)", , , , ,"10200","47595", , , ,"57795"
"HOSPC","hospc_2013_DATA",34055,"A300000","Line(01700)", , , , , , ,"5000", , ,"5000"
"HOSPC","hospc_2013_DATA",34055,"A300000","Line(02000)", , , ,"11813","15870", , , , ,"27683"
"HOSPC","hospc_2013_DATA",34055,"A300000","Line(02200)", , , , , , , , ,"2500","2500"
"HOSPC","hospc_2013_DATA",34055,"A300000","Line(02400)", , , , , , , ,"41697", ,"41697"
"HOSPC","hospc_2013_DATA",34055,"A300000","Line(03000)", , , , , , , , ,"28382","28382"
"HOSPC","hospc_2013_DATA",34055,"A300000","Line(03100)", , , , , , , , ,"36161","36161"
"HOSPC","hospc_2013_DATA",34055,"A300000","Line(05000)", , , , , , , , ,"500","500"
"HOSPC","hospc_2013_DATA",34055,"A300000","Line(05100)", , , , , , , , ,"250","250"
"HOSPC","hospc_2013_DATA",34055,"A300000","Line(05200)", , , , , , , , ,"100","100"
