"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34409","D000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","", , , , , , , , , , , 
"-------------","-------------", ,"COMPUTATION OF PER DIEM COST","","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , 
"-------------","-------------", ,"","","-1","-2","-3","-4", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34409] Report(D000000[0100])","Entity[34409] Report(D000000[0200])","Entity[34409] Report(D000000[0300])","Entity[34409] Report(D000000[0400])", , , , , , , , , , , 
"hospc_2013_DATA",34409,"D000000","Line(00100)", , , , ,"284847", , , , , , , , , , , 
"hospc_2013_DATA",34409,"D000000","Line(00200)", , , , ,"3053", , , , , , , , , , , 
"hospc_2013_DATA",34409,"D000000","Line(00300)", , , , ,"93", , , , , , , , , , , 
"hospc_2013_DATA",34409,"D000000","Line(00400)", ,"2297", , , , , , , , , , , , , , 
"hospc_2013_DATA",34409,"D000000","Line(00500)", ,"214310", , , , , , , , , , , , , , 
"hospc_2013_DATA",34409,"D000000","Line(00600)", , ,"579", , , , , , , , , , , , , 
"hospc_2013_DATA",34409,"D000000","Line(00700)", , ,"54021", , , , , , , , , , , , , 
"hospc_2013_DATA",34409,"D000000","Line(01200)", , , ,"177", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
