"Entity[33891] Report(A000000)", , , , ,"Entity[33891] Report(A000000[0000])","Entity[33891] Report(A000000[0100])","Entity[33891] Report(A000000[0200])","Entity[33891] Report(A000000[0300])","Entity[33891] Report(A000000[0400])","Entity[33891] Report(A000000[0500])","Entity[33891] Report(A000000[0600])", ,"Entity[33891] Report(A000000[0800])","Entity[33891] Report(A000000[0900])","Entity[33891] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATOR","69582","12398","11268", , ,"93248", ,"93248", ,"93248"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","763914","195237", ,"8168","3394537","4361856", ,"4361856","-639351","3722505"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(01100)","1100INPATIENT-RESPITE CARE", , , , ,"6371","6371", ,"6371", ,"6371"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"141315", ,"141315", ,"141315", ,"141315"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(01600)","1600NURSING CARE","1620354","288703","151288","281", ,"2060626", ,"2060626", ,"2060626"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(01620)","1620NURSING CARE--CONTINUOUS HOME CA"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"250", ,"250", ,"250", ,"250"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , ,"660", ,"660", ,"660", ,"660"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , ,"75", ,"75", ,"75", ,"75"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","251640","44835","39331", , ,"335806", ,"335806", ,"335806"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","181734","32380","30517", , ,"244631", ,"244631", ,"244631"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","263904","47003","257972", , ,"568879", ,"568879", ,"568879"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER-CONT HOME CA","752","151", , , ,"903", ,"903", ,"903"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"42889","299131","342020", ,"342020", ,"342020"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , ,"365322","365322", ,"365322", ,"365322"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"14289","4318","18607", ,"18607", ,"18607"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"392", ,"392", ,"392", ,"392"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"4011", ,"4011", ,"4011", ,"4011"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"107220","107220", ,"107220", ,"107220"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(03700)","3700RADIATION THERAPY", , , ,"15207", ,"15207", ,"15207", ,"15207"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE"
"HOSPC","hospc_2013_DATA",33891,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS", , , ,"1841448", ,"1841448", ,"1841448","-1841448"
"Entity[33891] Report(A100000)", , , , , , ,"Entity[33891] Report(A100000[0200])","Entity[33891] Report(A100000[0300])", ,"Entity[33891] Report(A100000[0500])", ,"Entity[33891] Report(A100000[0700])","Entity[33891] Report(A100000[0800])","Entity[33891] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",33891,"A100000","Line(00500)", , , , , , , , ,"69582","69582"
"HOSPC","hospc_2013_DATA",33891,"A100000","Line(00600)", , , , , , , , ,"763914","763914"
"HOSPC","hospc_2013_DATA",33891,"A100000","Line(01600)", , ,"518092", , ,"1102262", , , ,"1620354"
"HOSPC","hospc_2013_DATA",33891,"A100000","Line(02000)", , , ,"251640", , , , , ,"251640"
"HOSPC","hospc_2013_DATA",33891,"A100000","Line(02100)", , , , , , , , ,"181734","181734"
"HOSPC","hospc_2013_DATA",33891,"A100000","Line(02400)", , , , , , , ,"263904", ,"263904"
"HOSPC","hospc_2013_DATA",33891,"A100000","Line(02420)", , , , , , , ,"752", ,"752"
"Entity[33891] Report(A200000)", , , , , , ,"Entity[33891] Report(A200000[0200])","Entity[33891] Report(A200000[0300])", ,"Entity[33891] Report(A200000[0500])", ,"Entity[33891] Report(A200000[0700])","Entity[33891] Report(A200000[0800])","Entity[33891] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",33891,"A200000","Line(00500)", , , , , , , , ,"12398","12398"
"HOSPC","hospc_2013_DATA",33891,"A200000","Line(00600)", , , , , , , , ,"195237","195237"
"HOSPC","hospc_2013_DATA",33891,"A200000","Line(01600)", , ,"92310", , ,"196393", , , ,"288703"
"HOSPC","hospc_2013_DATA",33891,"A200000","Line(02000)", , , ,"44835", , , , , ,"44835"
"HOSPC","hospc_2013_DATA",33891,"A200000","Line(02100)", , , , , , , , ,"32380","32380"
"HOSPC","hospc_2013_DATA",33891,"A200000","Line(02400)", , , , , , , ,"47003", ,"47003"
"HOSPC","hospc_2013_DATA",33891,"A200000","Line(02420)", , , , , , , ,"151", ,"151"
"Entity[33891] Report(A300000)", , , , , , , , , ,"Entity[33891] Report(A300000[0500])","Entity[33891] Report(A300000[0600])", ,"Entity[33891] Report(A300000[0800])","Entity[33891] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",33891,"A300000","Line(00600)", , , , , , , , ,"8168","8168"
"HOSPC","hospc_2013_DATA",33891,"A300000","Line(01500)", , , , , , , , ,"141315","141315"
"HOSPC","hospc_2013_DATA",33891,"A300000","Line(01600)", , , , , ,"281", , , ,"281"
"HOSPC","hospc_2013_DATA",33891,"A300000","Line(01700)", , , , , , ,"250", , ,"250"
"HOSPC","hospc_2013_DATA",33891,"A300000","Line(01800)", , , , , , ,"660", , ,"660"
"HOSPC","hospc_2013_DATA",33891,"A300000","Line(01900)", , , , , , ,"75", , ,"75"
"HOSPC","hospc_2013_DATA",33891,"A300000","Line(03000)", , , , , , , , ,"42889","42889"
"HOSPC","hospc_2013_DATA",33891,"A300000","Line(03200)", , , , , , , , ,"14289","14289"
"HOSPC","hospc_2013_DATA",33891,"A300000","Line(03300)", , , , , , , , ,"392","392"
"HOSPC","hospc_2013_DATA",33891,"A300000","Line(03400)", , , , , , , , ,"4011","4011"
"HOSPC","hospc_2013_DATA",33891,"A300000","Line(03700)", , , , , , , , ,"15207","15207"
"HOSPC","hospc_2013_DATA",33891,"A300000","Line(05300)", , , , , , , , ,"1841448","1841448"
"Entity[33891] Report(A800000)", , , , ,"Entity[33891] Report(A800000[0000])","Entity[33891] Report(A800000[0100])","Entity[33891] Report(A800000[0200])","Entity[33891] Report(A800000[0300])","Entity[33891] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",33891,"A800000","Line(00300)", , ,"421841"
"HOSPC","hospc_2013_DATA",33891,"A800000","Line(00600)", ,"A","-292108","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",33891,"A800000","Line(00801)","DONATIONS","A","-21","ADMINISTRATIVE AND GENERAL","6"
