"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34542","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34542] Report(S000000[0100])","Entity[34542] Report(S000000[0200])","Entity[34542] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",34542,"S000000","Line(00100)", ,"1","05/19/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34542","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34542] Report(S100000[0100])","Entity[34542] Report(S100000[0200])","Entity[34542] Report(S100000[0300])","Entity[34542] Report(S100000[0400])","Entity[34542] Report(S100000[0500])","Entity[34542] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(00100)", ,"IN HOME HEALTH  LLC D.B.A HEARTLAND","827 FAIRWAYS COURT  200","STOCKBRIDGE","GA","30281-9068", , , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(00200)", ,"HENRY COUNTY", , , , , , , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(00300)", ,"06/01/2006", , , , , , , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(00400)", ,"06/01/2006","06/01/2006", , , , , , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(00600)", ,"111568", , , , , , , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(00700)", ,"4", , , , , , , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(00800)", ,"6", , , , ,"6", , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(00900)", ,"16902","523","3794","216","890","18315", , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(01000)", ,"58","5", , ,"9","72", , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(01100)", ,"217", , , ,"16","233", , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(01200)", ,"17183","528","3794","216","915","18626", , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(01300)", ,"267","20","56","5","31","318", , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(01400)", ,"72", , , , , , , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(01500)", ,"64","26","68","43","30","59", , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(01600)", ,"205","16","45","2","26","247", , , , , , , , , 
"hospc_2013_DATA",34542,"S100000","Line(01800)", ,"Y","368015", , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
