"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34789","A000000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","","","","","CON-","","","RECLAS-","","MENTS",""
"-------------","-------------","-------------", ,"","","","EMPLOYEE","","TRACTED","","","SIFICATION","","(Increase/",""
"-------------","-------------","-------------", ,"","","SALARIES","BENEFITS","TRANSPOR-","SERVICES","","","(Increase/","","Decrease)",""
"-------------","-------------","-------------", ,"","COST CENTER DESCRIPTIONS","(From","(From","TATION","(From","","TOTAL","Decrease)","","(Fr Wkst A-8","TOTAL"
"-------------","-------------","-------------", ,"","","Wkst A-1)","Wkst A-2)","(See inst.)","Wkst A-3)","OTHER","(col. 1-5)","(Fr Wkst A-6)","SUBTOTAL","& A-8-1)","(col.8�col.9)"
"-------------","-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9","10"
"-------------","-------------","-------------", ,"","GENERAL SERVICE COST CENTERS",""," "," "," ","","","",""," ",""
 , , , , , , , , , , , 
"Entity[34789] Report(A000000)", , , , ,"Entity[34789] Report(A000000[0000])","Entity[34789] Report(A000000[0100])","Entity[34789] Report(A000000[0200])","Entity[34789] Report(A000000[0300])","Entity[34789] Report(A000000[0400])","Entity[34789] Report(A000000[0500])","Entity[34789] Report(A000000[0600])", ,"Entity[34789] Report(A000000[0800])","Entity[34789] Report(A000000[0900])","Entity[34789] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"6996","6996", ,"6996", ,"6996"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"7377","7377", ,"7377", ,"7377"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , ,"2846","13705","16551", ,"16551", ,"16551"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","5843","1245", , ,"50","7138", ,"7138", ,"7138"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(00601)","0621A & G SHARED COSTS","115700","19384", ,"20449","38474","194007", ,"194007","-1680","192327"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(00602)","0622A & G REIMBURSABLE COSTS","47773","12612", ,"14703","3316","78404", ,"78404","-480","77924"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(00603)","0623A & G NON-REIMBURSABLE COSTS"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , ,"13210", ,"13210", ,"13210", ,"13210"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"638", ,"638", ,"638", ,"638"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(01500)","1500PHYSICIAN SERVICES","21564","2298", ,"1954", ,"25816", ,"25816", ,"25816"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(01600)","1600NURSING CARE","256482","47273","19159","1663","2497","327074", ,"327074", ,"327074"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C","318","32","52","585", ,"987", ,"987", ,"987"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"1020", ,"1020", ,"1020", ,"1020"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","59853","11732","2924", ,"2388","76897", ,"76897", ,"76897"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","9771","1365","1389", ,"121","12646", ,"12646", ,"12646"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","23669","4362","4898","30721","302","63952", ,"63952", ,"63952"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME","221","22","46", , ,"289", ,"289", ,"289"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"33506", ,"33506", ,"33506", ,"33506"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(03030)","3030ANALGESICS", , , ,"36499", ,"36499", ,"36499", ,"36499"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , ,"15706", ,"15706", ,"15706", ,"15706"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"39230", ,"39230", ,"39230", ,"39230"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"2850", ,"2850", ,"2850", ,"2850"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"919", ,"919", ,"919", ,"919"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"3352", ,"3352", ,"3352", ,"3352"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"27796","2430","30226", ,"30226","-2430","27796"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"2791", ,"2791", ,"2791", ,"2791"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE","8853","2110", , ,"1232","12195", ,"12195", ,"12195"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","5369","898","463", ,"1287","8017", ,"8017","-418","7599"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , ,"685","685", ,"685", ,"685"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(05200)","5200FUNDRAISING","9822","1541", , ,"12812","24175", ,"24175","-2475","21700"
"HOSPC","hospc_2013_DATA",34789,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS", , , ,"8078","10012","18090", ,"18090","-8078","10012"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34789","A100000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","",""
"-------------","-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)"
"-------------","-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9"
"-------------","-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","",""
 , , , , , , , , , , , 
"Entity[34789] Report(A100000)", , , , , ,"Entity[34789] Report(A100000[0100])","Entity[34789] Report(A100000[0200])","Entity[34789] Report(A100000[0300])","Entity[34789] Report(A100000[0400])","Entity[34789] Report(A100000[0500])", , ,"Entity[34789] Report(A100000[0800])","Entity[34789] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34789,"A100000","Line(00500)", , , ,"2428","3415", , , , ,"5843"
"HOSPC","hospc_2013_DATA",34789,"A100000","Line(00601)", ,"53135", , , , , , ,"62565","115700"
"HOSPC","hospc_2013_DATA",34789,"A100000","Line(00602)", , , , ,"11804", , , ,"35969","47773"
"HOSPC","hospc_2013_DATA",34789,"A100000","Line(01500)", , ,"21564", , , , , , ,"21564"
"HOSPC","hospc_2013_DATA",34789,"A100000","Line(01600)", , , , ,"38362","218120", , , ,"256482"
"HOSPC","hospc_2013_DATA",34789,"A100000","Line(01620)", , , , , ,"318", , , ,"318"
"HOSPC","hospc_2013_DATA",34789,"A100000","Line(02000)", ,"3126", ,"28101","27323", , , ,"1303","59853"
"HOSPC","hospc_2013_DATA",34789,"A100000","Line(02100)", , , , , , , , ,"9771","9771"
"HOSPC","hospc_2013_DATA",34789,"A100000","Line(02400)", , , , , ,"23669", , , ,"23669"
"HOSPC","hospc_2013_DATA",34789,"A100000","Line(02420)", , , , , ,"221", , , ,"221"
"HOSPC","hospc_2013_DATA",34789,"A100000","Line(03900)", , , , ,"8853", , , , ,"8853"
"HOSPC","hospc_2013_DATA",34789,"A100000","Line(05000)", , , , ,"3415", , , ,"1954","5369"
"HOSPC","hospc_2013_DATA",34789,"A100000","Line(05200)", ,"6251", , , , , , ,"3571","9822"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34789","A200000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","",""
"-------------","-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)"
"-------------","-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9"
"-------------","-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","",""
 , , , , , , , , , , , 
"Entity[34789] Report(A200000)", , , , , ,"Entity[34789] Report(A200000[0100])","Entity[34789] Report(A200000[0200])","Entity[34789] Report(A200000[0300])","Entity[34789] Report(A200000[0400])","Entity[34789] Report(A200000[0500])", , ,"Entity[34789] Report(A200000[0800])","Entity[34789] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34789,"A200000","Line(00500)", , , ,"622","623", , , , ,"1245"
"HOSPC","hospc_2013_DATA",34789,"A200000","Line(00601)", ,"7099", , , , , , ,"12285","19384"
"HOSPC","hospc_2013_DATA",34789,"A200000","Line(00602)", , , , ,"2812", , , ,"9800","12612"
"HOSPC","hospc_2013_DATA",34789,"A200000","Line(01500)", , ,"2298", , , , , , ,"2298"
"HOSPC","hospc_2013_DATA",34789,"A200000","Line(01600)", , , , ,"9139","38134", , , ,"47273"
"HOSPC","hospc_2013_DATA",34789,"A200000","Line(01620)", , , , , ,"32", , , ,"32"
"HOSPC","hospc_2013_DATA",34789,"A200000","Line(02000)", ,"378", ,"6189","4984", , , ,"181","11732"
"HOSPC","hospc_2013_DATA",34789,"A200000","Line(02100)", , , , , , , , ,"1365","1365"
"HOSPC","hospc_2013_DATA",34789,"A200000","Line(02400)", , , , , ,"4362", , , ,"4362"
"HOSPC","hospc_2013_DATA",34789,"A200000","Line(02420)", , , , , ,"22", , , ,"22"
"HOSPC","hospc_2013_DATA",34789,"A200000","Line(03900)", , , , ,"2110", , , , ,"2110"
"HOSPC","hospc_2013_DATA",34789,"A200000","Line(05000)", , , , ,"623", , , ,"275","898"
"HOSPC","hospc_2013_DATA",34789,"A200000","Line(05200)", ,"852", , , , , , ,"689","1541"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34789","A300000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","COST CENTER DESCRIPTIONS","ADMINIS-","","SOCIAL","","","TOTAL","","",""
"-------------","-------------","-------------", ,"","(omit cents)","TRATOR","DIRECTOR","SERVICES","SUPERVISORS","NURSES","THERAPISTS","AIDES","ALL OTHER","TOTAL (1)"
"-------------","-------------","-------------", ,"","","1","2","3","4","5","6","7","8","9"
"-------------","-------------","-------------", ,"","GENERAL SERVICE COST CENTERS","","","","","","","","",""
 , , , , , , , , , , , 
"Entity[34789] Report(A300000)", , , , , , , , , ,"Entity[34789] Report(A300000[0500])","Entity[34789] Report(A300000[0600])","Entity[34789] Report(A300000[0700])","Entity[34789] Report(A300000[0800])","Entity[34789] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(00300)", , , , , , , , ,"2846","2846"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(00601)", , , , , , , , ,"20449","20449"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(00602)", , , , , , , , ,"14703","14703"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(01000)", , , , , , , , ,"13210","13210"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(01100)", , , , , , , , ,"638","638"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(01500)", , , , , , , , ,"1954","1954"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(01600)", , , , , ,"1663", , , ,"1663"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(01620)", , , , , ,"585", , , ,"585"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(01700)", , , , , , ,"1020", , ,"1020"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(02400)", , , , , , , ,"30721", ,"30721"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(03000)", , , , , , , , ,"33506","33506"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(03030)", , , , , , , , ,"36499","36499"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(03031)", , , , , , , , ,"15706","15706"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(03100)", , , , , , , , ,"39230","39230"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(03200)", , , , , , , , ,"2850","2850"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(03300)", , , , , , , , ,"919","919"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(03400)", , , , , , , , ,"3352","3352"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(03500)", , , , , , , , ,"27796","27796"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(03600)", , , , , , , , ,"2791","2791"
"HOSPC","hospc_2013_DATA",34789,"A300000","Line(05300)", , , , , , , , ,"8078","8078"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34789","A700000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","","Beginning","","","","and","Ending"
"-------------","-------------","-------------", ,"","Description","Balances","Purchases","Donation","Total","Retirements","Balance"
"-------------","-------------","-------------", ,"","","1","2","3","4","5","6"
 , , , , , , , , , , , 
"Entity[34789] Report(A700000)", , , , , ,"Entity[34789] Report(A700000[0100])", , , , ,"Entity[34789] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",34789,"A700000","Line(00100)", ,"8000", , , , ,"8000"
"HOSPC","hospc_2013_DATA",34789,"A700000","Line(00300)", ,"180308", , , , ,"180308"
"HOSPC","hospc_2013_DATA",34789,"A700000","Line(00400)", ,"51052", , , , ,"51052"
"HOSPC","hospc_2013_DATA",34789,"A700000","Line(00600)", ,"69324", , , , ,"69324"
"HOSPC","hospc_2013_DATA",34789,"A700000","Line(00700)", ,"308684", , , , ,"308684"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"-------------","-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34789","A800000 ","-------------","-------------","-----------",""
"-------------","-------------","-------------", ,"","-1","BASIS  FOR","","","WORKSHEET   A   TO / FROM   WHICH","",""
"-------------","-------------","-------------", ,"","Description","ADJUST-","","","THE   AMOUNT  IS  TO  BE  ADJUSTED","",""
"-------------","-------------","-------------", ,"","","MENT","AMOUNT","","COST  CENTER","","LINE  NO."
"-------------","-------------","-------------", ,"","","1","2","","3","","4"
 , , , , , , , , , , , 
"Entity[34789] Report(A800000)", , , , ,"Entity[34789] Report(A800000[0000])","Entity[34789] Report(A800000[0100])","Entity[34789] Report(A800000[0200])","Entity[34789] Report(A800000[0300])","Entity[34789] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",34789,"A800000","Line(00800)","NURSING HOME ROOM AND BOARD","A","-8078","OTHER NONREIMBURSABLE COSTS","53"
"HOSPC","hospc_2013_DATA",34789,"A800000","Line(00801)","SUPPLIES IN KIND","A","-2430","MED SUPPLIES CHARGED TO PATIENTS","35"
"HOSPC","hospc_2013_DATA",34789,"A800000","Line(00802)","SERVICES IN KIND","A","-2475","FUNDRAISING","52"
