"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36168","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36168] Report(S000000[0100])","Entity[36168] Report(S000000[0200])","Entity[36168] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",36168,"S000000","Line(00100)", ,"1","05/29/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 36168","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[36168] Report(S100000[0100])","Entity[36168] Report(S100000[0200])","Entity[36168] Report(S100000[0300])","Entity[36168] Report(S100000[0400])","Entity[36168] Report(S100000[0500])","Entity[36168] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(00100)", ,"CALVERT HOSPICE","238 MERRIMAC COURT","PR. FREDERICK","MD","20678", , , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(00200)", ,"CALVERT", , , , , , , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(00300)", ,"03/01/1984", , , , , , , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(00400)", ,"04/03/1992","04/03/1992", , , , , , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(00600)", ,"211521", , , , , , , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(00700)", ,"1", , , , , , , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(00800)", ,"1", , , ,"2","3", , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(00900)", ,"11830", ,"400", ,"2946","14776", , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(01000)", ,"4", , , , ,"4", , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(01100)", ,"3", , , , ,"3", , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(01200)", ,"11838", ,"400", ,"2948","14786", , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(01300)", ,"248", ,"15", ,"53","301", , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(01400)", ,"9", , , , ,"9", , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(01500)", ,"48", ,"27", ,"56","49", , , , , , , , , 
"hospc_2013_DATA",36168,"S100000","Line(01600)", ,"219", ,"15", ,"45","264", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
