"Entity[34097] Report(A000000)", , , , ,"Entity[34097] Report(A000000[0000])","Entity[34097] Report(A000000[0100])","Entity[34097] Report(A000000[0200])","Entity[34097] Report(A000000[0300])","Entity[34097] Report(A000000[0400])","Entity[34097] Report(A000000[0500])","Entity[34097] Report(A000000[0600])", ,"Entity[34097] Report(A000000[0800])","Entity[34097] Report(A000000[0900])","Entity[34097] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"25212","25212", ,"25212", ,"25212"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"3690","3690", ,"3690", ,"3690"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","20250","3006","1452", ,"380","25088", ,"25088", ,"25088"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","58142","8630","367","54413","47668","169220", ,"169220", ,"169220"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"2033", ,"2033", ,"2033", ,"2033"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"55313", ,"55313", ,"55313", ,"55313"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(01600)","1600NURSING CARE","148976","22113","11780", ,"1464","184333", ,"184333", ,"184333"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","13980","2075","2938", ,"265","19258", ,"19258", ,"19258"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","29926","4442","6738", ,"476","41582", ,"41582", ,"41582"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","49139","7294","17207", ,"591","74231", ,"74231", ,"74231"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"33989", ,"33989", ,"33989", ,"33989"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"19301", ,"19301", ,"19301", ,"19301"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"1590", ,"1590", ,"1590", ,"1590"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"1125", ,"1125", ,"1125", ,"1125"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"369", ,"369", ,"369", ,"369"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"16039", ,"16039", ,"16039", ,"16039"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"281", ,"281", ,"281", ,"281"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS", , , , ,"88","88", ,"88", ,"88"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , ,"258","258", ,"258", ,"258"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(05200)","5200FUNDRAISING"
"HOSPC","hospc_2013_DATA",34097,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","53731","7976","11168","18395","14029","105299", ,"105299","-18395","86904"
"Entity[34097] Report(A100000)", , , , , ,"Entity[34097] Report(A100000[0100])", ,"Entity[34097] Report(A100000[0300])","Entity[34097] Report(A100000[0400])","Entity[34097] Report(A100000[0500])", ,"Entity[34097] Report(A100000[0700])","Entity[34097] Report(A100000[0800])","Entity[34097] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34097,"A100000","Line(00500)", , , , ,"20250", , , , ,"20250"
"HOSPC","hospc_2013_DATA",34097,"A100000","Line(00600)", ,"32499", , , , , , ,"25643","58142"
"HOSPC","hospc_2013_DATA",34097,"A100000","Line(01600)", , , , ,"6238","142738", , , ,"148976"
"HOSPC","hospc_2013_DATA",34097,"A100000","Line(02000)", , , ,"13980", , , , , ,"13980"
"HOSPC","hospc_2013_DATA",34097,"A100000","Line(02100)", , , , , , , , ,"29926","29926"
"HOSPC","hospc_2013_DATA",34097,"A100000","Line(02400)", , , , , , , ,"49139", ,"49139"
"HOSPC","hospc_2013_DATA",34097,"A100000","Line(05300)", , , , , , , , ,"53731","53731"
"Entity[34097] Report(A200000)", , , , , ,"Entity[34097] Report(A200000[0100])", ,"Entity[34097] Report(A200000[0300])","Entity[34097] Report(A200000[0400])","Entity[34097] Report(A200000[0500])", ,"Entity[34097] Report(A200000[0700])","Entity[34097] Report(A200000[0800])","Entity[34097] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34097,"A200000","Line(00500)", , , , ,"3006", , , , ,"3006"
"HOSPC","hospc_2013_DATA",34097,"A200000","Line(00600)", ,"4824", , , , , , ,"3806","8630"
"HOSPC","hospc_2013_DATA",34097,"A200000","Line(01600)", , , , ,"926","21187", , , ,"22113"
"HOSPC","hospc_2013_DATA",34097,"A200000","Line(02000)", , , ,"2075", , , , , ,"2075"
"HOSPC","hospc_2013_DATA",34097,"A200000","Line(02100)", , , , , , , , ,"4442","4442"
"HOSPC","hospc_2013_DATA",34097,"A200000","Line(02400)", , , , , , , ,"7294", ,"7294"
"HOSPC","hospc_2013_DATA",34097,"A200000","Line(05300)", , , , , , , , ,"7976","7976"
"Entity[34097] Report(A300000)", , , , , ,"Entity[34097] Report(A300000[0100])","Entity[34097] Report(A300000[0200])", , , , , ,"Entity[34097] Report(A300000[0800])","Entity[34097] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34097,"A300000","Line(00600)", ,"51998", , , , , , ,"2415","54413"
"HOSPC","hospc_2013_DATA",34097,"A300000","Line(01100)", , , , , , , , ,"2033","2033"
"HOSPC","hospc_2013_DATA",34097,"A300000","Line(01500)", , ,"55313", , , , , , ,"55313"
"HOSPC","hospc_2013_DATA",34097,"A300000","Line(03000)", , , , , , , , ,"33989","33989"
"HOSPC","hospc_2013_DATA",34097,"A300000","Line(03100)", , , , , , , , ,"19301","19301"
"HOSPC","hospc_2013_DATA",34097,"A300000","Line(03200)", , , , , , , , ,"1590","1590"
"HOSPC","hospc_2013_DATA",34097,"A300000","Line(03300)", , , , , , , , ,"1125","1125"
"HOSPC","hospc_2013_DATA",34097,"A300000","Line(03400)", , , , , , , , ,"369","369"
"HOSPC","hospc_2013_DATA",34097,"A300000","Line(03500)", , , , , , , , ,"16039","16039"
"HOSPC","hospc_2013_DATA",34097,"A300000","Line(03900)", , , , , , , , ,"281","281"
"HOSPC","hospc_2013_DATA",34097,"A300000","Line(05300)", , , , , , , , ,"18395","18395"
"Entity[34097] Report(A800000)", , , , ,"Entity[34097] Report(A800000[0000])","Entity[34097] Report(A800000[0100])","Entity[34097] Report(A800000[0200])","Entity[34097] Report(A800000[0300])","Entity[34097] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",34097,"A800000","Line(00800)","MEDICAID_ROOM_AND_BOARD","A","-18395","OTHER NONREIMBURSABLE COSTS","53"
