"Entity[33888] Report(G000000)", , , , , ,"Entity[33888] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(00100)", ,"283992"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(00300)", ,"32800"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(00400)", ,"595990"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(00500)", ,"7476"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(01100)", ,"920258"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(01200)", ,"21000"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(01500)", ,"572795"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(01600)", ,"253702"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(01900)", ,"150060"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(02100)", ,"123668"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(02700)", ,"613821"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(03300)", ,"1534079"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(03400)", ,"15924"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(03500)", ,"168668"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(03600)", ,"-76"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(04200)", ,"184516"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(05000)", ,"184516"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(05100)", ,"1349563"
"HOSPC","hospc_2013_DATA",33888,"G000000","Line(05800)", ,"1349563"
"Entity[33888] Report(G100000)", , , , ,"Entity[33888] Report(G100000[0000])","Entity[33888] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",33888,"G100000","Line(00100)", ,"1183790"
"HOSPC","hospc_2013_DATA",33888,"G100000","Line(00200)", ,"173929"
"HOSPC","hospc_2013_DATA",33888,"G100000","Line(00300)", ,"1357719"
"HOSPC","hospc_2013_DATA",33888,"G100000","Line(01100)", ,"1357719"
"HOSPC","hospc_2013_DATA",33888,"G100000","Line(01300)","PRIOR YEAR ADJUSTMENT","8156"
"HOSPC","hospc_2013_DATA",33888,"G100000","Line(01800)", ,"8156"
"Entity[33888] Report(G200001)", , , , , ,"Entity[33888] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",33888,"G200001","Line(00100)", ,"630117"
"HOSPC","hospc_2013_DATA",33888,"G200001","Line(00200)", ,"40642"
"HOSPC","hospc_2013_DATA",33888,"G200001","Line(00300)", ,"1795123"
"HOSPC","hospc_2013_DATA",33888,"G200001","Line(00400)", ,"95044"
"HOSPC","hospc_2013_DATA",33888,"G200001","Line(00500)", ,"630907"
"Entity[33888] Report(G200002)", , , , ,"Entity[33888] Report(G200002[0000])","Entity[33888] Report(G200002[0100])","Entity[33888] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",33888,"G200002","Line(00100)", , ,"3141330"
"HOSPC","hospc_2013_DATA",33888,"G200002","Line(00200)","ADD (SPECIFY) ROUNDING","3"
"HOSPC","hospc_2013_DATA",33888,"G200002","Line(00800)", , ,"3"
"HOSPC","hospc_2013_DATA",33888,"G200002","Line(01000)","COMMUNITY SUPPORT","119801"
"HOSPC","hospc_2013_DATA",33888,"G200002","Line(01100)","INVESTMENT INCOME","3628"
"HOSPC","hospc_2013_DATA",33888,"G200002","Line(01301)","MEDICAID ROOM & BOARD REVENUE","630907"
"HOSPC","hospc_2013_DATA",33888,"G200002","Line(01400)", , ,"754336"
"HOSPC","hospc_2013_DATA",33888,"G200002","Line(01500)", , ,"2386997"
