"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34553","D000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","", , , , , , , , , , , 
"-------------","-------------", ,"COMPUTATION OF PER DIEM COST","","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , 
"-------------","-------------", ,"","","-1","-2","-3","-4", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34553] Report(D000000[0100])","Entity[34553] Report(D000000[0200])","Entity[34553] Report(D000000[0300])","Entity[34553] Report(D000000[0400])", , , , , , , , , , , 
"hospc_2013_DATA",34553,"D000000","Line(00100)", , , , ,"3440705", , , , , , , , , , , 
"hospc_2013_DATA",34553,"D000000","Line(00200)", , , , ,"15295", , , , , , , , , , , 
"hospc_2013_DATA",34553,"D000000","Line(00300)", , , , ,"225", , , , , , , , , , , 
"hospc_2013_DATA",34553,"D000000","Line(00400)", ,"14168", , , , , , , , , , , , , , 
"hospc_2013_DATA",34553,"D000000","Line(00500)", ,"3187233", , , , , , , , , , , , , , 
"hospc_2013_DATA",34553,"D000000","Line(00600)", , ,"489", , , , , , , , , , , , , 
"hospc_2013_DATA",34553,"D000000","Line(00700)", , ,"110005", , , , , , , , , , , , , 
"hospc_2013_DATA",34553,"D000000","Line(01200)", , , ,"638", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
