"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34503","D000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","", , , , , , , , , , , 
"-------------","-------------", ,"COMPUTATION OF PER DIEM COST","","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , 
"-------------","-------------", ,"","","-1","-2","-3","-4", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34503] Report(D000000[0100])", ,"Entity[34503] Report(D000000[0300])","Entity[34503] Report(D000000[0400])", , , , , , , , , , , 
"hospc_2013_DATA",34503,"D000000","Line(00100)", , , , ,"580767", , , , , , , , , , , 
"hospc_2013_DATA",34503,"D000000","Line(00200)", , , , ,"3423", , , , , , , , , , , 
"hospc_2013_DATA",34503,"D000000","Line(00300)", , , , ,"170", , , , , , , , , , , 
"hospc_2013_DATA",34503,"D000000","Line(00400)", ,"3414", , , , , , , , , , , , , , 
"hospc_2013_DATA",34503,"D000000","Line(00500)", ,"579253", , , , , , , , , , , , , , 
"hospc_2013_DATA",34503,"D000000","Line(01200)", , , ,"9", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
