"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34631","D000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","", , , , , , , , , , , 
"-------------","-------------", ,"COMPUTATION OF PER DIEM COST","","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , 
"-------------","-------------", ,"","","-1","-2","-3","-4", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34631] Report(D000000[0100])", , ,"Entity[34631] Report(D000000[0400])", , , , , , , , , , , 
"hospc_2013_DATA",34631,"D000000","Line(00100)", , , , ,"1143529", , , , , , , , , , , 
"hospc_2013_DATA",34631,"D000000","Line(00200)", , , , ,"15465", , , , , , , , , , , 
"hospc_2013_DATA",34631,"D000000","Line(00300)", , , , ,"74", , , , , , , , , , , 
"hospc_2013_DATA",34631,"D000000","Line(00400)", ,"15465", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
