"Entity[34075] Report(A000000)", , , , ,"Entity[34075] Report(A000000[0000])","Entity[34075] Report(A000000[0100])","Entity[34075] Report(A000000[0200])","Entity[34075] Report(A000000[0300])","Entity[34075] Report(A000000[0400])","Entity[34075] Report(A000000[0500])","Entity[34075] Report(A000000[0600])", ,"Entity[34075] Report(A000000[0800])","Entity[34075] Report(A000000[0900])","Entity[34075] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"53528","53528", ,"53528", ,"53528"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"3239","3239", ,"3239", ,"3239"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"39736","39736", ,"39736", ,"39736"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","7132","1476", , , ,"8608", ,"8608", ,"8608"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","159394","32987","9960", ,"253712","456053", ,"456053","-6351","449702"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , , ,"16975","16975", ,"16975", ,"16975"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"16088", ,"16088", ,"16088", ,"16088"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(01600)","1600NURSING CARE","134036","27739","1400","3931", ,"167106", ,"167106", ,"167106"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","14662","3035","1200", , ,"18897", ,"18897", ,"18897"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","8225","1702","282", , ,"10209", ,"10209", ,"10209"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(02200)","2200DIETARY COUNSELING","1295","268", , , ,"1563", ,"1563", ,"1563"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","60880","12599","729", , ,"74208", ,"74208", ,"74208"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , , ,"15208","15208", ,"15208", ,"15208"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , , ,"19451","19451", ,"19451", ,"19451"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(03200)","3200PATIENT TRANSPORTATION"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , , ,"26622","26622", ,"26622", ,"26622"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , , ,"73222","73222", ,"73222","-73222"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(05200)","5200FUNDRAISING"
"HOSPC","hospc_2013_DATA",34075,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS"
"Entity[34075] Report(A100000)", , , , , , , , , ,"Entity[34075] Report(A100000[0500])","Entity[34075] Report(A100000[0600])","Entity[34075] Report(A100000[0700])","Entity[34075] Report(A100000[0800])","Entity[34075] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34075,"A100000","Line(00500)", , , , , , , , ,"7132","7132"
"HOSPC","hospc_2013_DATA",34075,"A100000","Line(00600)", , , , , , , , ,"159394","159394"
"HOSPC","hospc_2013_DATA",34075,"A100000","Line(01600)", , , , , ,"134036", , , ,"134036"
"HOSPC","hospc_2013_DATA",34075,"A100000","Line(02000)", , , , , , ,"14662", , ,"14662"
"HOSPC","hospc_2013_DATA",34075,"A100000","Line(02100)", , , , , , , , ,"8225","8225"
"HOSPC","hospc_2013_DATA",34075,"A100000","Line(02200)", , , , , , , , ,"1295","1295"
"HOSPC","hospc_2013_DATA",34075,"A100000","Line(02400)", , , , , , , ,"60880", ,"60880"
"Entity[34075] Report(A200000)", , , , , , , , , ,"Entity[34075] Report(A200000[0500])","Entity[34075] Report(A200000[0600])","Entity[34075] Report(A200000[0700])","Entity[34075] Report(A200000[0800])","Entity[34075] Report(A200000[0900])"
"HOSPC","hospc_2013_DATA",34075,"A200000","Line(00500)", , , , , , , , ,"1476","1476"
"HOSPC","hospc_2013_DATA",34075,"A200000","Line(00600)", , , , , , , , ,"32987","32987"
"HOSPC","hospc_2013_DATA",34075,"A200000","Line(01600)", , , , , ,"27739", , , ,"27739"
"HOSPC","hospc_2013_DATA",34075,"A200000","Line(02000)", , , , , , ,"3035", , ,"3035"
"HOSPC","hospc_2013_DATA",34075,"A200000","Line(02100)", , , , , , , , ,"1702","1702"
"HOSPC","hospc_2013_DATA",34075,"A200000","Line(02200)", , , , , , , , ,"268","268"
"HOSPC","hospc_2013_DATA",34075,"A200000","Line(02400)", , , , , , , ,"12599", ,"12599"
"Entity[34075] Report(A300000)", , , , , , , , , ,"Entity[34075] Report(A300000[0500])", , ,"Entity[34075] Report(A300000[0800])","Entity[34075] Report(A300000[0900])"
"HOSPC","hospc_2013_DATA",34075,"A300000","Line(01500)", , , , , , , , ,"16088","16088"
"HOSPC","hospc_2013_DATA",34075,"A300000","Line(01600)", , , , , ,"3931", , , ,"3931"
"Entity[34075] Report(A800000)", , , , ,"Entity[34075] Report(A800000[0000])","Entity[34075] Report(A800000[0100])","Entity[34075] Report(A800000[0200])","Entity[34075] Report(A800000[0300])","Entity[34075] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",34075,"A800000","Line(00800)","ROOM & BOARD","A","-73222","OTHER HOSPICE SERVICE COST CENTER","39"
"HOSPC","hospc_2013_DATA",34075,"A800000","Line(00801)","GIFTS & FLOWERS","A","-3112","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",34075,"A800000","Line(00802)","MARKETING/PROMOTION","A","-3239","ADMINISTRATIVE AND GENERAL","6"
