"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34356","G000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","Assets","General","Purpose","Endowment","Plant", , , , , , , , , , , 
"-------------","-------------", ,"","(Omit cents)","Fund","Fund","Fund","Fund", , , , , , , , , , , 
"-------------","-------------", ,"","","1","2","3","4", , , , , , , , , , , 
"-------------","-------------", ,"","CURRENT  ASSETS","","","","", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34356] Report(G000000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G000000","Line(00400)", ,"1443604", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G000000","Line(00600)", ,"129703", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G000000","Line(01100)", ,"1313901", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G000000","Line(01900)", ,"13853", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G000000","Line(02000)", ,"8040", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G000000","Line(02700)", ,"5813", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G000000","Line(03300)", ,"1319714", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G000000","Line(03400)", ,"53746", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G000000","Line(03500)", ,"202238", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G000000","Line(04000)", ,"92752", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G000000","Line(04200)", ,"348736", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G000000","Line(05000)", ,"348736", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G000000","Line(05100)", ,"970978", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G000000","Line(05800)", ,"970978", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34356","G100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", , , , , , , , , , 
"-------------","-------------", ,"","","","FUND","PURPOSE  FUND","FUND","", , , , , , , , , , 
"-------------","-------------", ,"","","","1","2","3","4", , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34356] Report(G100000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G100000","Line(00100)", ,"1470374", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G100000","Line(00200)", ,"414630", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G100000","Line(00300)", ,"1885004", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G100000","Line(01100)", ,"1885004", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G100000","Line(01200)", ,"914026", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G100000","Line(01800)", ,"914026", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34356","G200001 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","Revenue  Center","","","","", , , , , , , , , , , 
"-------------","-------------", ,"","","","","TOTAL","", , , , , , , , , , , 
"-------------","-------------", ,"","GENERAL INPATIENT AND HOME CARE SERVICE LOCATION","","","","", , , , , , , , , , , 
"-------------","-------------", ,"1"," Skilled Nursing Facility based","","","","1", , , , , , , , , , , 
"-------------","-------------", ,"2"," Nursing facility based","","","","2", , , , , , , , , , , 
"-------------","-------------", ,"3"," Home care","","","","3", , , , , , , , , , , 
"-------------","-------------", ,"4"," Other (See Instructions)","","","","4", , , , , , , , , , , 
"-------------","-------------", ,"5"," State Medicaid room & board","","","","5", , , , , , , , , , , 
"-------------","-------------", ,"6","\" Total General Inpatient Revenues  ( Sum of lines 1"," 2"," 3 and 4 )\"","","","","6", , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34356] Report(G200001[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G200001","Line(00100)", ,"6800459", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34356","G200002 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","PART II - OPERATING EXPENSES", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , ,"Entity[34356] Report(G200002[0200])", , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G200002","Line(00100)", , ,"6385829", , , , , , , , , , , , , 
"hospc_2013_DATA",34356,"G200002","Line(01500)", , ,"6385829", , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
