"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34419","D000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","","","", , , , , , , , , , , 
"-------------","-------------", ,"COMPUTATION OF PER DIEM COST","","TITLE XVIII","TITLE XIX","OTHER","TOTAL", , , , , , , , , , , 
"-------------","-------------", ,"","","-1","-2","-3","-4", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34419] Report(D000000[0100])","Entity[34419] Report(D000000[0200])","Entity[34419] Report(D000000[0300])","Entity[34419] Report(D000000[0400])", , , , , , , , , , , 
"hospc_2013_DATA",34419,"D000000","Line(00100)", , , , ,"7263670", , , , , , , , , , , 
"hospc_2013_DATA",34419,"D000000","Line(00200)", , , , ,"47715", , , , , , , , , , , 
"hospc_2013_DATA",34419,"D000000","Line(00300)", , , , ,"152", , , , , , , , , , , 
"hospc_2013_DATA",34419,"D000000","Line(00400)", ,"37562", , , , , , , , , , , , , , 
"hospc_2013_DATA",34419,"D000000","Line(00500)", ,"5718063", , , , , , , , , , , , , , 
"hospc_2013_DATA",34419,"D000000","Line(00600)", , ,"47", , , , , , , , , , , , , 
"hospc_2013_DATA",34419,"D000000","Line(00700)", , ,"7155", , , , , , , , , , , , , 
"hospc_2013_DATA",34419,"D000000","Line(00800)", ,"11601", , , , , , , , , , , , , , 
"hospc_2013_DATA",34419,"D000000","Line(00900)", ,"1766020", , , , , , , , , , , , , , 
"hospc_2013_DATA",34419,"D000000","Line(01200)", , , ,"10106", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
