"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34631","S000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"use only","","  [  ]  Desk Reviewed","","","","Intermediary No.","","[  ] Final", , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34631] Report(S000000[0100])","Entity[34631] Report(S000000[0200])","Entity[34631] Report(S000000[0300])", , , , , , , , , , , , 
"hospc_2013_DATA",34631,"S000000","Line(00100)", ,"1","05/27/2014","N", , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34631","S100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"1","Name:","","","","Address:","","","City:","State:","Zip Code:     ","1", , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34631] Report(S100000[0100])","Entity[34631] Report(S100000[0200])","Entity[34631] Report(S100000[0300])","Entity[34631] Report(S100000[0400])","Entity[34631] Report(S100000[0500])","Entity[34631] Report(S100000[0600])", , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(00100)", ,"INTERIM HEALTHCARE OF WICHITA INC","333 S BROADWAY SUITE 200","WICHITA","KS","67202", , , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(00200)", ,"SHAWNEE", , , , , , , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(00300)", ,"01/27/2011", , , , , , , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(00400)", ,"01/27/2011", , , , , , , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(00500)", ,"01/01/2013","12/31/2013", , , , , , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(00600)", ,"171576", , , , , , , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(00700)", ,"4", , , , , , , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(00800)", ,"156", , , , ,"156", , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(00900)", ,"15239", , , , ,"15239", , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(01000)", ,"66", , , , ,"66", , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(01100)", ,"4", , , , ,"4", , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(01200)", ,"15465", , , , ,"15465", , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(01300)", ,"161", , , ,"12","173", , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(01400)", ,"1247", , , , ,"1247", , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(01500)", ,"96", , , , ,"89", , , , , , , , , 
"hospc_2013_DATA",34631,"S100000","Line(01600)", ,"161", , , ,"12","173", , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
