"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34619","G000000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","Assets","General","Purpose","Endowment","Plant", , , , , , , , , , , 
"-------------","-------------", ,"","(Omit cents)","Fund","Fund","Fund","Fund", , , , , , , , , , , 
"-------------","-------------", ,"","","1","2","3","4", , , , , , , , , , , 
"-------------","-------------", ,"","CURRENT  ASSETS","","","","", , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34619] Report(G000000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(00100)", ,"750", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(00400)", ,"732644", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(00600)", ,"85718", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(00800)", ,"19322", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(01100)", ,"666998", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(01700)", ,"6619", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(01800)", ,"2096", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(02300)", ,"157417", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(02400)", ,"72266", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(02700)", ,"89674", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(02900)", ,"8013", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(03200)", ,"8013", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(03300)", ,"764685", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(03400)", ,"20537", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(03500)", ,"168403", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(04000)", ,"-3117468", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(04100)", ,"4771", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(04200)", ,"-2923757", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(05000)", ,"-2923757", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(05100)", ,"3688442", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G000000","Line(05800)", ,"3688442", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34619","G100000 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","","","GENERAL ","SPECIFIC ","ENDOWMENT","PLANT  FUND", , , , , , , , , , 
"-------------","-------------", ,"","","","FUND","PURPOSE  FUND","FUND","", , , , , , , , , , 
"-------------","-------------", ,"","","","1","2","3","4", , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34619] Report(G100000[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G100000","Line(00100)", ,"1626504", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G100000","Line(00200)", ,"2061938", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G100000","Line(00300)", ,"3688442", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G100000","Line(01100)", ,"3688442", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34619","G200001 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","Revenue  Center","","","","", , , , , , , , , , , 
"-------------","-------------", ,"","","","","TOTAL","", , , , , , , , , , , 
"-------------","-------------", ,"","GENERAL INPATIENT AND HOME CARE SERVICE LOCATION","","","","", , , , , , , , , , , 
"-------------","-------------", ,"1"," Skilled Nursing Facility based","","","","1", , , , , , , , , , , 
"-------------","-------------", ,"2"," Nursing facility based","","","","2", , , , , , , , , , , 
"-------------","-------------", ,"3"," Home care","","","","3", , , , , , , , , , , 
"-------------","-------------", ,"4"," Other (See Instructions)","","","","4", , , , , , , , , , , 
"-------------","-------------", ,"5"," State Medicaid room & board","","","","5", , , , , , , , , , , 
"-------------","-------------", ,"6","\" Total General Inpatient Revenues  ( Sum of lines 1"," 2"," 3 and 4 )\"","","","","6", , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , ,"Entity[34619] Report(G200001[0100])", , , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G200001","Line(00300)", ,"6723418", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"-------------","-------------", ,"HOSPC","hospc_2013_DATA"," 34619","G200002 ","-------------","-------------","-----------","", , , , , , , , , 
"-------------","-------------", ,"","PART II - OPERATING EXPENSES", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , ,"Entity[34619] Report(G200002[0200])", , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G200002","Line(00100)", , ,"4661480", , , , , , , , , , , , , 
"hospc_2013_DATA",34619,"G200002","Line(01500)", , ,"4661480", , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
